N	3gram	Bakhtin_Pr_3	Formalny
1	не может быть	6	10
2	и т п	6	9
3	с точки зрения	4	7
4	то же время	12	5
5	и в этом	2	5
6	в самом деле	3	5
7	в то же	12	5
8	и т д	2	5
9	во всяком случае	5	5
10	как мы видели	2	4
11	в высшей степени	3	4
12	вместе с тем	2	4
13	в большинстве случаев	2	3
14	и не может	2	3
15	с другой стороны	3	3
16	как раз и	2	3
17	так и в	2	3
18	на самом деле	10	3
19	и в то	5	3
20	в отличие от	2	2
21	ни в чем	2	2
22	все без исключения	2	2
23	с самого начала	8	2
24	к тому чтобы	2	2
25	и не в	3	2
26	в конце концов	3	2
27	не входит в	2	2
28	и прежде всего	4	2
29	как мы знаем	2	2
30	в этом смысле	4	2
31	что в нем	2	2
