N	2gram	Voloshinov_1	Myshleni
1	с помощью	6	42
2	в процессе	6	27
3	и в	38	25
4	в том	2	23
5	том что	3	20
6	внутренней речи	18	19
7	так же	4	17
8	таким образом	7	17
9	в основе	2	16
10	с тем	8	16
11	как и	10	15
12	то что	8	15
13	в его	6	15
14	в этом	10	14
15	вместе с	5	14
16	может быть	13	13
17	в целом	4	13
18	между собой	2	13
19	так как	7	12
20	в качестве	4	12
21	по своему	3	11
22	перед нами	3	10
23	как бы	28	10
24	и не	14	10
25	того что	4	10
26	было бы	7	10
27	что и	3	10
28	только в	6	10
29	связи с	3	9
30	как в	2	9
31	мы не	9	9
32	того чтобы	7	8
33	не является	5	8
34	тем что	2	8
35	как мы	9	8
36	речи и	6	8
37	уже в	5	7
38	все эти	2	7
39	что мы	11	7
40	как это	5	7
41	по своей	2	7
42	для того	9	7
43	мы можем	7	7
44	в области	5	7
45	самого начала	4	6
46	как уже	2	6
47	с самого	4	6
48	не в	6	6
49	один из	4	6
50	мы видели	5	6
51	не может	12	6
52	в связи	2	6
53	и на	6	6
54	потому что	5	6
55	мы должны	10	6
56	внешней речи	4	6
57	что он	2	6
58	в отношении	2	6
59	представляет собой	2	6
60	зависимости от	5	6
61	но не	2	6
62	не только	27	6
63	все же	7	6
64	точки зрения	10	6
65	все это	4	6
66	можно было	4	6
67	слова и	5	6
68	так и	6	5
69	что это	4	5
70	и как	9	5
71	но это	2	5
72	для него	3	5
73	при этом	9	5
74	если бы	4	5
75	внутренняя речь	5	5
76	в зависимости	5	5
77	слов и	7	5
78	мы уже	10	5
79	и к	4	5
80	о том	4	5
81	из которых	3	5
82	в этой	6	5
83	и т.д	21	5
84	независимо от	5	4
85	в частности	3	4
86	никогда не	7	4
87	в какой	2	4
88	и речь	2	4
89	прежде всего	21	4
90	к тому	4	4
91	не мог	3	4
92	смысле этого	2	4
93	отнюдь не	10	4
94	речь и	4	4
95	что перед	2	4
96	из них	3	4
97	но и	13	4
98	от того	3	4
99	друг друга	2	4
100	а в	5	4
101	сказать что	3	4
102	в то	9	4
103	с ним	2	4
104	мы имеем	2	4
105	с этим	2	4
106	и все	4	4
107	что оно	3	4
108	тем и	2	4
109	мы имели	2	4
110	речевого общения	8	4
111	еще не	3	4
112	мы увидим	5	4
113	мы говорили	2	4
114	он не	2	4
115	связь между	2	4
116	тем же	3	4
117	той же	5	4
118	этого слова	3	4
119	и это	7	4
120	как с	2	4
121	ни один	2	4
122	что эти	2	3
123	в свою	6	3
124	оно является	2	3
125	связаны с	4	3
126	и сам	2	3
127	в самом	4	3
128	речевое общение	7	3
129	в котором	3	3
130	и их	5	3
131	этот процесс	2	3
132	в которых	2	3
133	этом отношении	2	3
134	их в	3	3
135	между тем	3	3
136	в живом	3	3
137	его в	4	3
138	перед ним	3	3
139	видели что	3	3
140	были бы	4	3
141	в жизни	2	3
142	к этому	2	3
143	но как	2	3
144	мы видим	3	3
145	или иной	4	3
146	с ней	2	3
147	связь с	2	3
148	а с	5	3
149	этой второй	2	3
150	если мы	4	3
151	и слово	3	3
152	между ними	3	3
153	этот вопрос	2	3
154	которые в	2	3
155	слова в	5	2
156	место в	2	2
157	то же	14	2
158	все время	5	2
159	мы будем	6	2
160	в этих	2	2
161	тому что	5	2
162	и от	7	2
163	мы называем	4	2
164	одной и	2	2
165	в тех	3	2
166	для нас	3	2
167	слова мы	2	2
168	развития в	2	2
169	но все	4	2
170	свою очередь	4	2
171	связь и	3	2
172	между говорящими	2	2
173	и той	5	2
174	хотя и	3	2
175	той или	3	2
176	с развитием	2	2
177	в нем	4	2
178	заключает в	4	2
179	здесь мы	3	2
180	который мы	2	2
181	должно быть	2	2
182	каждый из	2	2
183	в своих	2	2
184	на его	5	2
185	и здесь	3	2
186	в начале	3	2
187	ни на	3	2
188	того или	5	2
189	зрения на	2	2
190	бы в	5	2
191	между двумя	2	2
192	с его	7	2
193	находит свое	2	2
194	речи но	2	2
195	главным образом	3	2
196	однако в	2	2
197	что слова	3	2
198	в одном	3	2
199	связанные с	2	2
200	ясно что	2	2
201	или иного	5	2
202	об этом	3	2
203	только потому	2	2
204	речи не	2	2
205	тот же	2	2
206	мы в	3	2
207	которые являются	2	2
208	и потому	2	2
209	не будет	3	2
210	в мире	2	2
211	слова не	2	2
212	в своей	2	2
213	мы никогда	5	2
214	уже не	4	2
215	тем самым	7	2
216	и эта	3	2
217	и для	3	2
218	и его	7	2
219	у человека	2	2
220	или в	2	2
221	с другими	2	2
222	и то	3	2
223	в каком	2	2
224	в себе	9	2
225	определенное значение	2	2
