N	2gram	Potebnia_M_2	KulturaY
1	и т	6	54
2	т п	3	41
3	и в	24	23
4	в том	18	22
5	не только	15	17
6	было бы	13	16
7	в этом	8	16
8	может быть	23	14
9	самом деле	2	14
10	что в	16	13
11	в самом	4	13
12	не менее	5	12
13	для того	5	12
14	потому что	49	12
15	вопрос о	2	11
16	том что	8	11
17	а не	18	11
18	того что	7	11
19	в его	2	11
20	того чтобы	2	11
21	у нас	2	10
22	и не	19	10
23	прежде всего	7	9
24	тем не	6	9
25	еще не	4	9
26	хотя бы	2	9
27	таким образом	11	9
28	так как	10	9
29	если бы	11	8
30	до сих	4	8
31	между прочим	4	8
32	сих пор	4	8
33	т д	3	8
34	уже не	4	8
35	как на	3	8
36	в нашем	2	7
37	с другой	6	7
38	если мы	3	7
39	слова и	3	7
40	в языке	3	7
41	те же	3	7
42	и что	4	7
43	должно быть	2	7
44	сказать что	2	7
45	все эти	2	7
46	как это	2	7
47	того как	7	7
48	с тем	4	6
49	по себе	15	6
50	что и	11	6
51	что он	4	6
52	после того	2	6
53	тот же	5	6
54	при этом	13	6
55	и тем	3	6
56	так и	5	6
57	не может	12	6
58	то же	12	6
59	в общем	2	6
60	могут быть	8	6
61	связи с	6	6
62	только в	11	6
63	о том	5	6
64	не могут	7	5
65	независимо от	9	5
66	и есть	2	5
67	вовсе не	9	5
68	как и	7	5
69	не в	13	5
70	хотя и	3	5
71	что она	3	5
72	как бы	9	5
73	все же	5	5
74	от того	5	5
75	в связи	2	5
76	а в	8	5
77	но это	3	5
78	тем что	7	5
79	из этих	4	5
80	далеко не	3	5
81	в чем	7	5
82	слова в	5	4
83	тому что	2	4
84	один из	2	4
85	этого слова	6	4
86	для нас	31	4
87	только тогда	3	4
88	в целом	3	4
89	того же	14	4
90	одной стороны	3	4
91	только как	6	4
92	столь же	5	4
93	то что	20	4
94	как в	10	4
95	в нашей	2	4
96	не было	6	4
97	с одной	4	4
98	тем самым	4	4
99	что не	5	4
100	что такое	2	4
101	в таком	4	4
102	к языку	4	4
103	в слове	13	4
104	не столько	2	4
105	между тем	6	4
106	отношения между	2	4
107	мы говорим	3	4
108	тогда когда	10	4
109	на вопрос	3	3
110	уже в	5	3
111	но на	2	3
112	что это	3	3
113	что вообще	2	3
114	то мы	2	3
115	что слово	2	3
116	это не	3	3
117	на самом	2	3
118	со звуками	2	3
119	есть не	5	3
120	что на	3	3
121	но не	12	3
122	очевидно что	3	3
123	перед собою	2	3
124	внутренняя форма	4	3
125	по поводу	6	3
126	в какой	2	3
127	но если	2	3
128	то это	3	3
129	не есть	6	3
130	но и	9	3
131	на него	3	3
132	вообще и	2	3
133	по отношению	2	3
134	связь между	2	3
135	только после	2	3
136	другой стороны	2	3
137	а с	2	3
138	мы находим	2	3
139	мы не	11	3
140	они не	4	3
141	в ней	3	3
142	в ряду	6	3
143	не имеет	6	3
144	не так	3	3
145	той же	3	3
146	нас в	2	3
147	сам по	4	3
148	в каком	3	3
149	в то	6	3
150	и только	6	3
151	мы должны	2	3
152	бы не	5	3
153	там где	4	3
154	когда мы	2	3
155	так сказать	4	2
156	такой же	4	2
157	только для	5	2
158	все это	2	2
159	самое это	3	2
160	случаи когда	2	2
161	но все	2	2
162	смысле этого	3	2
163	себе представить	2	2
164	различие в	2	2
165	не как	3	2
166	эти последние	2	2
167	одного и	6	2
168	в одном	6	2
169	что все	2	2
170	как например	3	2
171	главным образом	4	2
172	не дает	2	2
173	сама по	2	2
174	нужно будет	3	2
175	и здесь	2	2
176	состоит в	2	2
177	и того	6	2
178	и как	6	2
179	и при	3	2
180	что они	5	2
181	более или	8	2
182	а то	2	2
183	также что	2	2
184	и тот	2	2
185	и если	4	2
186	мог бы	3	2
187	за пределы	2	2
188	к другому	4	2
189	она есть	2	2
190	что если	6	2
191	в котором	4	2
192	его в	3	2
193	не все	2	2
194	но мы	3	2
195	не с	3	2
196	в некоторых	4	2
197	вместе с	11	2
198	или менее	8	2
199	отношений между	3	2
200	внимание на	2	2
201	языка и	3	2
202	так в	4	2
203	то и	9	2
204	что есть	2	2
205	быть не	3	2
206	только что	3	2
207	для обозначения	2	2
208	а потому	5	2
209	к другой	2	2
210	тем же	3	2
211	так же	2	2
212	это самое	2	2
213	с другими	5	2
214	их содержания	3	2
215	во всяком	7	2
216	внутренней формы	2	2
217	что мы	11	2
218	мы называем	3	2
219	тому как	4	2
220	на этом	2	2
221	как он	4	2
222	в этих	3	2
223	таком случае	2	2
224	не то	2	2
225	относится к	3	2
226	то не	3	2
227	само собою	2	2
228	но в	4	2
229	если это	2	2
230	если и	2	2
231	для меня	4	2
