N	2gram	Propp_Isto_1	Vladivir
1	и в	28	30
2	то что	9	20
3	в этом	8	20
4	в том	9	18
5	и не	9	18
6	и с	4	14
7	что он	10	13
8	том что	7	12
9	что в	12	12
10	там же	2	12
11	не только	12	12
12	в его	5	11
13	а в	7	11
14	как мы	3	11
15	сказать что	5	11
16	и даже	4	10
17	не в	9	9
18	для него	2	9
19	было бы	7	9
20	все же	10	9
21	потому что	4	9
22	не может	15	9
23	в то	3	9
24	связи с	4	8
25	в своем	5	8
26	вместе с	6	8
27	но и	10	8
28	что же	3	8
29	в связи	4	8
30	но в	8	8
31	не менее	6	7
32	никогда не	14	7
33	может быть	25	7
34	для нас	13	7
35	а не	15	7
36	как это	3	7
37	еще и	2	6
38	к этому	2	6
39	прежде всего	10	6
40	об этом	4	6
41	тем не	6	6
42	то время	3	6
43	только в	11	6
44	в себе	2	6
45	а именно	4	6
46	всякого рода	2	6
47	и его	3	6
48	также и	3	6
49	по себе	3	5
50	как и	4	5
51	так что	4	5
52	в дальнейшем	5	5
53	при этом	3	5
54	тот же	2	5
55	в основном	2	5
56	как бы	2	5
57	в котором	3	5
58	другими словами	4	5
59	так и	9	5
60	все это	4	5
61	с этим	4	5
62	и что	10	5
63	того что	4	5
64	все эти	4	5
65	так как	6	5
66	с ним	2	5
67	из этого	2	5
68	именно в	3	4
69	я не	3	4
70	вовсе не	2	4
71	его в	6	4
72	мы знаем	4	4
73	в этой	6	4
74	в целом	2	4
75	и если	2	4
76	что это	8	4
77	конечно не	2	4
78	и мы	2	4
79	в ней	7	4
80	он не	2	4
81	это время	2	4
82	в нем	2	4
83	то это	3	4
84	не есть	2	4
85	в этих	7	4
86	со стороны	2	4
87	то же	12	4
88	на этот	2	4
89	и он	3	4
90	так же	7	4
91	и на	4	4
92	но это	4	4
93	в начале	3	4
94	мы должны	13	4
95	о том	9	4
96	здесь не	4	4
97	это было	2	4
98	всех этих	2	3
99	мы будем	5	3
100	должен был	3	3
101	хотя бы	4	3
102	точно так	3	3
103	что и	6	3
104	по существу	5	3
105	и как	2	3
106	более или	5	3
107	но не	5	3
108	и для	4	3
109	во всех	2	3
110	или менее	5	3
111	как в	2	3
112	в отличие	2	3
113	отношения к	2	3
114	таким образом	8	3
115	и вот	2	3
116	здесь мы	7	3
117	уже не	3	3
118	должно быть	2	3
119	в очень	2	3
120	отличие от	2	3
121	в виде	2	3
122	дело в	3	3
123	мы сейчас	2	3
124	когда мы	2	3
125	в области	2	3
126	не то	4	3
127	еще в	2	2
128	нисколько не	2	2
129	здесь можно	2	2
130	с тем	4	2
131	очень много	3	2
132	однако в	2	2
133	это не	7	2
134	и от	2	2
135	раз и	3	2
136	тогда когда	2	2
137	мы видели	2	2
138	здесь в	2	2
139	у вас	2	2
140	к тому	6	2
141	на первый	2	2
142	ему в	3	2
143	на котором	3	2
144	увидим ниже	2	2
145	ли он	3	2
146	это тоже	6	2
147	на этом	3	2
148	само по	2	2
149	и часто	2	2
150	в частности	2	2
151	том чтобы	2	2
152	на то	4	2
153	и потому	2	2
154	о нем	2	2
155	не вполне	2	2
156	время как	3	2
157	будто бы	3	2
158	даже в	4	2
159	еще один	2	2
160	но уже	2	2
161	себя в	2	2
162	наряду с	3	2
163	можно назвать	2	2
164	с ней	2	2
165	его и	2	2
166	в их	3	2
167	а пока	2	2
168	не на	2	2
169	того как	3	2
170	видно из	2	2
171	но все	4	2
172	и она	2	2
173	что не	2	2
174	и по	3	2
175	во многих	2	2
176	можно было	5	2
177	нас в	2	2
178	их в	5	2
179	как будто	4	2
180	на эту	3	2
181	что если	2	2
182	как он	2	2
183	это за	3	2
184	ничего не	2	2
185	мы не	10	2
