N	3gram	Vinokur_Vv_1	Psycholo
1	для того чтобы	21	19
2	в том что	12	14
3	с одной стороны	4	12
4	что в этом	2	6
5	о том что	12	6
6	заключается в том	3	6
7	в самом деле	5	5
8	до сих пор	5	5
9	с другой стороны	5	5
10	по сравнению с	3	4
11	по этому поводу	2	4
12	в этом отношении	3	3
13	вместе с тем	3	3
14	то же самое	2	3
15	и то что	2	3
16	на этот вопрос	3	3
17	и т д	37	3
18	можно было бы	3	3
19	с тем что	3	3
20	и т п	5	3
21	можно сказать что	3	2
22	в конце концов	2	2
23	одного и того	2	2
24	в данном случае	4	2
25	обратить внимание на	2	2
26	в отличие от	3	2
27	и того же	2	2
28	и в самом	3	2
29	не что иное	4	2
30	состоит в том	2	2
31	может быть и	2	2
32	принять во внимание	2	2
33	с точки зрения	2	2
34	и той же	2	2
35	не может быть	8	2
36	вопрос о том	5	2
37	имеет дело с	2	2
38	что иное как	4	2
39	не только в	4	2
40	само по себе	3	2
41	в том чтобы	5	2
42	одной и той	2	2
43	в этом случае	6	2
44	потому что он	2	2
