N	2gram	Bakhtin_Pr_4	Psycholo
1	то что	4	44
2	и в	46	33
3	в этом	16	28
4	как бы	19	25
5	и что	3	25
6	все время	2	24
7	потому что	4	24
8	может быть	23	22
9	том что	4	22
10	что в	4	21
11	в том	9	21
12	о том	5	20
13	что он	6	20
14	таким образом	4	13
15	и не	27	13
16	так же	3	13
17	сказать что	2	13
18	то есть	40	13
19	все это	6	13
20	к тому	2	12
21	в самом	9	12
22	и все	9	12
23	так как	5	12
24	было бы	3	12
25	если мы	5	12
26	самом деле	4	12
27	он не	4	11
28	на то	3	10
29	не может	19	10
30	в его	9	10
31	если бы	3	10
32	в этой	3	9
33	по себе	7	9
34	как раз	7	9
35	то же	6	9
36	в конце	3	8
37	для этого	2	8
38	вместе с	2	8
39	в рассказе	2	8
40	в своем	3	7
41	для нас	2	7
42	до конца	4	7
43	так что	2	7
44	в нем	17	7
45	и только	3	7
46	раз в	2	7
47	не только	14	7
48	когда он	2	7
49	перед нами	12	6
50	это не	5	6
51	в самой	5	6
52	все эти	4	6
53	но он	3	6
54	точки зрения	11	6
55	что мы	2	6
56	у него	5	6
57	в сущности	7	6
58	никак не	3	6
59	а не	11	6
60	в себе	7	6
61	мы будем	2	5
62	никогда не	6	5
63	и как	2	5
64	целый ряд	2	5
65	мы не	4	5
66	и на	11	5
67	вовсе не	9	5
68	и совершенно	2	5
69	как он	3	5
70	с ним	2	5
71	мы можем	4	5
72	с этим	2	5
73	как и	12	5
74	мы уже	3	5
75	и его	6	5
76	все же	4	5
77	и это	3	5
78	друг с	5	4
79	совершенно не	4	4
80	жизни и	5	4
81	а в	2	4
82	и других	4	4
83	и так	2	4
84	в жизни	5	4
85	об этом	2	4
86	у нас	2	4
87	даны в	3	4
88	одна из	2	4
89	и о	3	4
90	о нем	6	4
91	себя в	3	4
92	в своей	3	4
93	на него	3	4
94	как мы	12	4
95	с точки	9	4
96	той же	3	4
97	можно было	2	4
98	жизнь и	3	4
99	этот вопрос	2	4
100	с другом	5	4
101	только в	6	4
102	слова и	7	4
103	сама по	2	3
104	же как	2	3
105	в мире	3	3
106	ни в	6	3
107	должно быть	4	3
108	на этом	3	3
109	в пределах	10	3
110	например в	4	3
111	но если	3	3
112	то это	3	3
113	с ее	3	3
114	но и	12	3
115	и до	3	3
116	конечно не	8	3
117	не было	2	3
118	увидим что	2	3
119	в которых	2	3
120	их в	3	3
121	и здесь	4	3
122	в то	5	3
123	могло бы	2	3
124	вот как	2	3
125	в одном	11	3
126	но не	4	3
127	указывает на	2	3
128	здесь в	2	3
129	до сих	8	3
130	пути и	2	3
131	она не	3	3
132	сами по	2	3
133	что и	3	3
134	сих пор	8	3
135	так и	4	3
136	как в	4	3
137	да и	4	3
138	слова как	3	3
139	и он	6	3
140	и для	3	3
141	во всяком	2	3
142	от этого	2	3
143	тем что	3	3
144	далеко не	3	3
145	этого слова	2	3
146	в той	3	3
147	на этот	2	3
148	уже в	4	2
149	бы и	2	2
150	с другой	3	2
151	в одной	2	2
152	из этих	3	2
153	на все	2	2
154	прежде всего	9	2
155	вопрос о	2	2
156	для понимания	2	2
157	оно является	2	2
158	без всякого	2	2
159	но все	2	2
160	такой же	3	2
161	есть конечно	2	2
162	времени и	2	2
163	же время	5	2
164	при этом	5	2
165	себе и	3	2
166	и является	2	2
167	в виду	4	2
168	в котором	5	2
169	нам кажется	5	2
170	в их	4	2
171	другой стороны	3	2
172	те же	2	2
173	и наконец	4	2
174	но вся	2	2
175	в результате	2	2
176	и с	7	2
177	материал и	2	2
178	именно как	2	2
179	в руках	2	2
180	во всем	4	2
181	также и	3	2
182	не в	10	2
183	в художественном	2	2
184	бы не	2	2
185	мы имеем	3	2
186	слово в	6	2
187	но в	6	2
188	сам по	3	2
189	а как	2	2
190	но автор	2	2
191	с его	5	2
192	на самой	3	2
193	и к	9	2
194	о которых	2	2
195	по существу	3	2
196	можно сказать	4	2
197	мы увидим	6	2
198	кажется что	3	2
199	почему же	2	2
200	во всех	5	2
201	которую он	2	2
202	тему о	2	2
203	к самому	2	2
204	в словах	4	2
205	хотя бы	2	2
206	никому не	2	2
207	слов в	2	2
208	почти всегда	3	2
209	между двумя	3	2
210	так чтобы	3	2
211	автор не	2	2
212	героя и	4	2
213	ничего не	2	2
