N	2gram	Bakhtin_sl_1	Formalny
1	и не	16	30
2	вовсе не	7	28
3	и в	41	27
4	может быть	14	25
5	не может	14	24
6	так и	11	21
7	и его	14	19
8	таким образом	9	18
9	в этом	12	18
10	а не	15	17
11	точки зрения	16	16
12	в нем	30	15
13	в процессе	4	15
14	то же	14	15
15	между ними	2	15
16	на самом	2	14
17	как и	4	14
18	с точки	8	14
19	не в	7	12
20	и от	4	11
21	в самом	5	11
22	и т	28	11
23	но и	16	10
24	не могут	3	10
25	лишь в	4	9
26	так как	3	9
27	как его	5	9
28	не только	16	9
29	так же	2	9
30	при этом	6	8
31	в пределах	14	8
32	как бы	12	8
33	и все	4	8
34	как раз	2	8
35	входит в	4	8
36	как мы	8	8
37	только в	6	8
38	в том	3	7
39	же время	12	7
40	все это	5	7
41	потому что	2	7
42	в то	14	7
43	его в	3	7
44	между тем	2	7
45	для них	2	7
46	совершенно не	2	7
47	в его	13	7
48	если мы	2	7
49	там где	4	7
50	все время	3	6
51	с другой	5	6
52	всяком случае	5	6
53	т д	5	6
54	все эти	9	6
55	но в	8	6
56	произведения как	3	6
57	более того	3	6
58	еще не	4	6
59	было бы	3	6
60	все же	7	6
61	в своей	7	6
62	хотя бы	3	6
63	и для	4	6
64	в данном	3	6
65	во всяком	7	6
66	и ее	3	6
67	никогда не	3	5
68	в каждом	4	5
69	зависимости от	3	5
70	войти в	2	5
71	ни было	2	5
72	что они	2	5
73	не является	2	5
74	высказывания и	2	5
75	друг друга	3	5
76	другой стороны	4	5
77	в ней	4	5
78	и формы	4	5
79	в результате	3	5
80	в истории	3	5
81	большинстве случаев	6	5
82	в зависимости	3	5
83	но не	2	5
84	и потому	4	5
85	т п	23	5
86	связи с	2	5
87	так сказать	5	5
88	смысла и	3	4
89	в роман	19	4
90	а вовсе	2	4
91	прежде всего	8	4
92	является лишь	3	4
93	в смысле	4	4
94	к тому	3	4
95	следовательно и	3	4
96	в большинстве	10	4
97	до конца	12	4
98	для того	2	4
99	же и	2	4
100	в целом	2	4
101	данном случае	3	4
102	и те	2	4
103	о том	3	4
104	между собой	2	4
105	обстоит дело	2	4
106	бы ни	3	4
107	не есть	2	4
108	в ее	2	4
109	в романе	21	4
110	том что	2	4
111	слов и	2	4
112	она не	3	4
113	конечно не	3	4
114	как в	8	4
115	только на	2	4
116	роль в	2	4
117	в слове	7	4
118	мы не	2	4
119	могут быть	19	4
120	установка на	6	4
121	слова и	13	4
122	из этого	3	4
123	же как	2	3
124	бы и	3	3
125	в этих	2	3
126	его и	3	3
127	тому что	2	3
128	столь же	2	3
129	это не	6	3
130	формы и	3	3
131	те же	2	3
132	можно сказать	2	3
133	для нас	2	3
134	мы и	2	3
135	лишь как	3	3
136	того что	3	3
137	одним из	4	3
138	в него	3	3
139	и тем	2	3
140	слово как	5	3
141	той же	2	3
142	произведения и	2	3
143	и на	14	3
144	сказать что	2	3
145	и с	4	3
146	в основе	5	3
147	и следовательно	7	3
148	романа в	3	3
149	от его	3	3
150	в них	6	3
151	на фоне	7	3
152	в условиях	2	3
153	у нас	2	3
154	того же	6	3
155	мы уже	2	3
156	во всех	17	3
157	о нем	4	3
158	оно не	6	3
159	в той	10	3
160	уже не	2	3
161	и эта	2	3
162	не на	5	3
163	в себе	3	3
164	в поэзии	3	3
165	социальных групп	2	2
166	а на	2	2
167	друг другу	2	2
168	в отношении	6	2
169	характерно что	2	2
170	вообще не	3	2
171	и мир	5	2
172	переходит в	3	2
173	на все	2	2
174	язык как	3	2
175	или иной	9	2
176	исторического развития	2	2
177	всех этих	4	2
178	всякое конкретное	2	2
179	пародии на	2	2
180	на этом	2	2
181	смысле слова	2	2
182	роман и	5	2
183	нем и	3	2
184	xviii века	2	2
185	где нет	2	2
186	известной степени	4	2
187	со всею	2	2
188	в котором	2	2
189	и др	14	2
190	был бы	2	2
191	он может	2	2
192	от других	2	2
193	из них	3	2
194	дело не	2	2
195	в своем	3	2
196	языка или	2	2
197	у них	2	2
198	оценок и	4	2
199	и даже	6	2
200	романа и	5	2
201	а иногда	3	2
202	из этих	3	2
203	пределах одной	2	2
204	свое выражение	2	2
205	автор и	2	2
206	в чисто	2	2
207	определенных социальных	2	2
208	слово в	10	2
209	поэтому и	3	2
210	с его	4	2
211	нисколько не	2	2
212	жанра в	4	2
213	перестает быть	2	2
214	и всякое	2	2
215	не как	4	2
216	и во	3	2
217	предмета и	2	2
218	произведения так	2	2
219	к этому	2	2
220	из одного	2	2
221	из своих	2	2
222	языка как	4	2
223	данный момент	4	2
224	с ее	4	2
225	то в	2	2
226	одна из	2	2
227	одной из	3	2
228	в сущности	13	2
229	за пределы	4	2
230	но оно	3	2
231	в основном	3	2
232	зрения самого	2	2
233	на почве	4	2
234	даже в	2	2
235	не могло	3	2
236	внутренней речи	3	2
237	и речи	2	2
238	так в	2	2
239	в языке	5	2
240	социальной группы	2	2
241	входя в	4	2
242	до известной	2	2
243	поэтическом произведении	3	2
244	слова как	6	2
245	от этого	2	2
246	быть только	2	2
247	на протяжении	2	2
248	в рамки	2	2
249	ту же	4	2
250	в единство	2	2
251	здесь не	2	2
252	ничего не	4	2
253	в эту	2	2
254	с определенными	5	2
