N	2gram	Vygotskiy__1	VeschiIm
1	не может	12	33
2	не только	16	31
3	может быть	14	29
4	и не	9	28
5	и в	23	26
6	то что	17	24
7	а не	3	20
8	в смысле	2	15
9	и следовательно	3	15
10	что она	4	14
11	только в	6	14
12	и что	5	13
13	того что	15	13
14	по себе	5	13
15	что это	3	12
16	было бы	4	12
17	но и	14	12
18	сказать что	11	12
19	есть не	2	12
20	все же	3	12
21	и то	3	12
22	и ее	7	12
23	таким образом	26	11
24	то же	8	10
25	уже не	2	10
26	как бы	11	10
27	потому что	6	10
28	что мы	5	10
29	в том	24	9
30	в самом	7	9
31	и с	9	9
32	прежде всего	10	9
33	на то	5	8
34	в себе	6	8
35	и это	3	8
36	ничего не	3	8
37	в свете	4	7
38	что оно	3	7
39	говорить о	2	7
40	в то	7	7
41	так как	7	7
42	том что	21	7
43	указывает на	2	7
44	как раз	4	7
45	и пр	2	7
46	с другими	2	7
47	в этом	17	7
48	оно есть	2	6
49	и как	5	6
50	что они	3	6
51	что является	2	6
52	что в	14	6
53	для него	2	6
54	жизни и	2	6
55	должно быть	2	6
56	в результате	4	6
57	точки зрения	26	6
58	но в	5	6
59	ясно что	2	6
60	одно и	2	6
61	она не	3	6
62	бы и	2	6
63	если мы	2	6
64	можно было	3	6
65	в отношении	10	5
66	с этой	6	5
67	не в	4	5
68	свою очередь	3	5
69	и до	2	5
70	звук и	2	5
71	для этого	5	5
72	а в	2	5
73	что для	5	5
74	с тем	7	5
75	если бы	5	5
76	в свою	4	5
77	в ее	2	5
78	но не	4	5
79	в сущности	6	5
80	для себя	4	5
81	в чем	4	5
82	я не	3	4
83	собственном смысле	5	4
84	в своем	3	4
85	с другой	10	4
86	независимо от	6	4
87	же время	2	4
88	и мы	3	4
89	в их	3	4
90	то и	3	4
91	от того	6	4
92	и даже	2	4
93	с этим	6	4
94	как таковая	2	4
95	о том	6	4
96	и более	5	4
97	и все	5	4
98	как и	14	4
99	во всех	3	4
100	его на	2	4
101	и потому	2	4
102	должен быть	4	4
103	этот вопрос	3	4
104	между ними	2	4
105	с точки	18	4
106	со всем	2	4
107	мы не	7	4
108	в данном	2	4
109	тем что	6	4
110	она должна	4	3
111	никогда не	2	3
112	вопрос о	7	3
113	в собственном	5	3
114	что именно	3	3
115	можно сказать	5	3
116	к тому	4	3
117	несмотря на	2	3
118	бы что	2	3
119	на этом	2	3
120	сам по	3	3
121	все это	6	3
122	отношения к	3	3
123	мы находим	3	3
124	их в	4	3
125	тогда когда	3	3
126	к пониманию	2	3
127	в одном	4	3
128	один из	2	3
129	что он	7	3
130	мы видим	4	3
131	в своей	4	3
132	вместе с	9	3
133	так и	5	3
134	понимание и	2	3
135	а с	4	3
136	из того	5	3
137	самом деле	3	3
138	бы в	5	3
139	того чтобы	17	3
140	хотя бы	4	3
141	тем более	5	3
142	вопроса о	2	3
143	без этого	2	3
144	если это	2	3
145	в основе	8	3
146	может не	3	2
147	на вопрос	2	2
148	в частности	2	2
149	тому что	5	2
150	человека и	3	2
151	на все	3	2
152	ни в	4	2
153	но все	2	2
154	обе эти	3	2
155	и если	3	2
156	в сфере	3	2
157	и тем	6	2
158	образом и	3	2
159	данном случае	2	2
160	мы говорили	3	2
161	оба эти	3	2
162	и вот	2	2
163	в слове	2	2
164	заключается в	8	2
165	который мы	2	2
166	так же	16	2
167	от всех	3	2
168	в своих	5	2
169	и понимания	2	2
170	в первом	2	2
171	как это	2	2
172	мы можем	6	2
173	на него	2	2
174	от этого	2	2
175	о чем	2	2
176	на их	2	2
177	превращается в	3	2
178	с собой	2	2
179	не с	2	2
180	и эти	2	2
181	а затем	5	2
182	в силу	6	2
183	в качестве	9	2
184	ближе к	2	2
185	себе и	2	2
186	об этом	3	2
187	он не	5	2
188	мы получили	2	2
189	когда он	2	2
190	как в	4	2
191	мысли и	6	2
192	приводит к	4	2
193	если не	3	2
194	как мы	5	2
195	для того	15	2
196	и его	6	2
197	той же	2	2
198	с но	3	2
199	во всяком	3	2
200	и таким	2	2
201	на ее	2	2
202	об отношении	12	2
203	дело в	2	2
