N	2gram	Potebnia_M_4	Dialekti
1	не есть	9	47
2	и не	18	30
3	может быть	26	20
4	и в	23	19
5	не только	10	19
6	по себе	11	18
7	и т	7	17
8	а не	12	16
9	т д	3	15
10	в себе	14	15
11	то что	29	14
12	что она	2	14
13	и даже	2	14
14	в том	23	14
15	как бы	5	14
16	так как	14	14
17	потому что	33	14
18	вовсе не	7	13
19	но и	11	12
20	то же	14	12
21	точки зрения	4	12
22	и все	4	12
23	есть всегда	3	11
24	что это	7	10
25	как и	14	10
26	и как	2	10
27	в нем	7	10
28	так и	6	10
29	том что	12	10
30	это не	7	10
31	сказать что	8	10
32	стало быть	8	10
33	никогда не	3	9
34	по крайней	5	9
35	крайней мере	5	9
36	не может	11	9
37	она не	2	8
38	мы уже	3	8
39	есть нечто	5	8
40	с точки	3	8
41	не в	11	8
42	это есть	3	8
43	в этом	23	8
44	поэтический образ	3	7
45	есть не	4	7
46	но это	3	7
47	но что	2	7
48	и к	6	7
49	что в	17	7
50	только тогда	5	7
51	и притом	2	7
52	должно быть	5	7
53	и то	5	7
54	в поэзии	3	7
55	так что	5	7
56	я не	2	6
57	и та	4	6
58	что он	4	6
59	что не	6	6
60	да и	4	6
61	в то	4	6
62	есть и	2	6
63	конечно не	2	6
64	того что	14	6
65	и может	4	6
66	не могу	2	6
67	и вообще	2	6
68	тогда когда	8	6
69	с другой	2	5
70	же время	3	5
71	в силу	7	5
72	по своему	2	5
73	можно сказать	4	5
74	в самом	3	5
75	и следовательно	3	5
76	и потому	10	5
77	что поэзия	3	5
78	что и	7	5
79	и это	2	5
80	а именно	4	5
81	все равно	3	5
82	и что	7	5
83	в смысле	3	5
84	только что	3	5
85	и его	2	5
86	тела и	2	5
87	говорить о	5	5
88	только в	15	5
89	о том	8	5
90	не то	5	5
91	и с	4	5
92	в виду	3	5
93	уже в	5	4
94	независимо от	6	4
95	и есть	3	4
96	в своем	8	4
97	в одном	4	4
98	нельзя сказать	3	4
99	не могут	2	4
100	одна и	2	4
101	в ее	2	4
102	при этом	15	4
103	еще не	3	4
104	и если	3	4
105	к нему	5	4
106	он не	2	4
107	хотя бы	4	4
108	связи с	3	4
109	быть и	2	4
110	от того	4	4
111	все это	5	4
112	и только	3	4
113	том смысле	2	4
114	таким образом	24	4
115	самом деле	3	4
116	и по	3	4
117	есть только	5	4
118	а в	5	4
119	в таком	4	4
120	могут быть	7	4
121	в каком	4	4
122	и когда	2	4
123	с ним	5	4
124	поэзии и	7	4
125	сам по	4	3
126	не менее	5	3
127	и более	4	3
128	иное как	2	3
129	же мы	2	3
130	в этих	3	3
131	в это	2	3
132	с нею	3	3
133	вопрос о	2	3
134	не что	2	3
135	об этом	2	3
136	оно есть	2	3
137	как мы	2	3
138	что иное	2	3
139	уже не	3	3
140	и поэзии	3	3
141	что если	6	3
142	только как	4	3
143	и слова	2	3
144	кроме того	3	3
145	было бы	8	3
146	и мы	5	3
147	и из	3	3
148	не значит	2	3
149	даже в	2	3
150	сами по	2	3
151	тех пор	6	3
152	как же	4	3
153	и их	3	3
154	мы говорим	7	3
155	с этим	7	3
156	в разных	3	3
157	не было	12	3
158	мы имеем	4	3
159	в той	4	3
160	должны быть	3	3
161	что такое	7	3
162	между собою	4	3
163	в данном	4	3
164	может иметь	2	3
165	его в	4	3
166	таком случае	2	3
167	когда мы	6	3
168	это было	2	3
169	что же	5	2
170	самого начала	2	2
171	само по	5	2
172	уже и	2	2
173	только не	3	2
174	она и	2	2
175	что у	3	2
176	в состоянии	2	2
177	и говорить	2	2
178	бы только	2	2
179	человека и	3	2
180	на самом	3	2
181	как ни	2	2
182	именно в	3	2
183	но мы	2	2
184	если мы	2	2
185	большею частью	2	2
186	то это	8	2
187	этого последнего	2	2
188	к тому	3	2
189	что на	2	2
190	виду что	2	2
191	есть уже	4	2
192	тем не	4	2
193	только потому	4	2
194	мы видим	2	2
195	более и	2	2
196	что я	11	2
197	в истории	4	2
198	не будет	3	2
199	с тем	7	2
200	очевидно что	7	2
201	до сих	4	2
202	и прежде	2	2
203	поэзия и	5	2
204	мы в	3	2
205	на его	3	2
206	в сущности	2	2
207	в искусстве	3	2
208	в ней	2	2
209	всяком случае	3	2
210	когда я	7	2
211	так или	2	2
212	сих пор	4	2
213	все в	2	2
214	в мире	2	2
215	и я	2	2
216	дело не	2	2
217	данном случае	2	2
218	в каждом	3	2
219	тому что	2	2
220	так же	4	2
221	что есть	3	2
222	т п	4	2
223	например в	3	2
224	того как	6	2
225	как в	7	2
226	хотя в	2	2
227	и они	2	2
228	можно только	2	2
229	в науке	3	2
230	и поэзия	2	2
231	бы и	5	2
232	то уже	2	2
233	или иначе	2	2
234	с ними	3	2
235	в своих	2	2
236	их в	3	2
237	и при	2	2
238	бы ни	2	2
239	между тем	9	2
240	не как	2	2
241	тем что	10	2
242	в виде	2	2
243	только о	2	2
244	когда оно	2	2
245	на который	2	2
246	от земли	2	2
247	во время	2	2
248	что мы	10	2
249	мы должны	2	2
250	же самое	4	2
251	во всяком	5	2
252	что эти	3	2
253	все эти	3	2
254	есть в	5	2
255	иметь в	2	2
256	в которой	6	2
257	в области	2	2
258	что по	2	2
259	которые не	2	2
260	но в	8	2
261	вместе с	6	2
