N	2gram	Potebnia_M_4	Psycholo
1	то что	29	44
2	и в	23	33
3	в этом	23	28
4	как бы	5	25
5	и что	7	25
6	потому что	33	24
7	для того	6	23
8	может быть	26	22
9	том что	12	22
10	того чтобы	4	22
11	что в	17	21
12	в том	23	21
13	о том	8	20
14	что он	4	20
15	и мы	5	15
16	только что	3	15
17	что это	7	13
18	таким образом	24	13
19	и не	18	13
20	так же	4	13
21	сказать что	8	13
22	то есть	34	13
23	все это	5	13
24	к тому	3	12
25	в самом	3	12
26	и все	4	12
27	так как	14	12
28	было бы	8	12
29	если мы	2	12
30	самом деле	3	12
31	что все	4	11
32	он не	2	11
33	на то	7	10
34	что она	2	10
35	не может	11	10
36	в его	5	10
37	как она	2	10
38	если бы	13	10
39	и если	3	9
40	по себе	11	9
41	то же	14	9
42	в каком	4	8
43	вместе с	6	8
44	в своем	8	7
45	для нас	14	7
46	так что	5	7
47	в нем	7	7
48	и только	3	7
49	не только	10	7
50	тому что	2	6
51	это не	7	6
52	в самой	2	6
53	в ней	2	6
54	и т	7	6
55	все эти	3	6
56	точки зрения	4	6
57	что мы	10	6
58	же самое	4	6
59	когда мы	6	6
60	во время	2	6
61	мы видим	2	6
62	мы должны	2	6
63	в сущности	2	6
64	на самом	3	6
65	а не	12	6
66	в себе	14	6
67	самого начала	2	5
68	никогда не	3	5
69	и как	2	5
70	мы не	8	5
71	и на	3	5
72	вовсе не	7	5
73	с ним	5	5
74	мы можем	10	5
75	с этим	7	5
76	как и	14	5
77	и может	4	5
78	мы уже	3	5
79	и его	2	5
80	и это	2	5
81	из этого	2	5
82	я не	2	4
83	и есть	3	4
84	что у	3	4
85	а в	5	4
86	и других	3	4
87	того что	14	4
88	при помощи	3	4
89	с тем	7	4
90	и так	3	4
91	об этом	2	4
92	у нас	2	4
93	никто не	2	4
94	и о	4	4
95	не будет	3	4
96	в двух	2	4
97	как мы	2	4
98	что не	6	4
99	с точки	3	4
100	той же	3	4
101	в таком	4	4
102	можно было	2	4
103	по поводу	4	4
104	этот вопрос	3	4
105	только в	15	4
106	слова и	5	4
107	в которой	6	4
108	не то	5	4
109	это было	2	4
110	что если	6	3
111	точно так	2	3
112	что может	2	3
113	он все	2	3
114	в мире	2	3
115	что его	2	3
116	тот же	2	3
117	должно быть	5	3
118	не можем	5	3
119	например в	3	3
120	всяком случае	3	3
121	то это	8	3
122	но и	11	3
123	и до	3	3
124	конечно не	2	3
125	не было	12	3
126	здесь мы	2	3
127	в своих	2	3
128	в которых	3	3
129	их в	3	3
130	в первый	2	3
131	и здесь	2	3
132	в то	4	3
133	его в	4	3
134	из нее	2	3
135	в одном	4	3
136	говорить о	5	3
137	указывает на	2	3
138	до сих	4	3
139	она не	2	3
140	и из	3	3
141	мы в	3	3
142	сами по	2	3
143	что и	7	3
144	сих пор	4	3
145	так и	6	3
146	как в	7	3
147	да и	4	3
148	тем самым	4	3
149	из которых	2	3
150	и для	2	3
151	во всяком	5	3
152	тем что	10	3
153	в виде	2	3
154	т п	4	3
155	этого слова	7	3
156	в той	4	3
157	на этот	2	3
158	уже в	5	2
159	бы и	5	2
160	столь же	2	2
161	с другой	2	2
162	из этих	2	2
163	вопрос о	2	2
164	для понимания	2	2
165	мы могли	2	2
166	одна и	2	2
167	в нее	3	2
168	же время	3	2
169	и другое	2	2
170	при этом	15	2
171	в действительности	3	2
172	и та	4	2
173	в виду	3	2
174	в котором	4	2
175	один из	2	2
176	но мы	2	2
177	нам кажется	2	2
178	мысли о	2	2
179	допустим что	5	2
180	быть не	2	2
181	т д	3	2
182	именно в	3	2
183	те же	3	2
184	образом в	5	2
185	не имеет	5	2
186	есть только	5	2
187	а нечто	2	2
188	и с	4	2
189	могли бы	4	2
190	не в	11	2
191	человеческой природы	2	2
192	и потому	10	2
193	на нее	3	2
194	бы не	3	2
195	мы имеем	4	2
196	слово в	4	2
197	но в	8	2
198	сам по	4	2
199	же мы	2	2
200	а как	2	2
201	только не	3	2
202	до тех	6	2
203	в них	3	2
204	думать что	4	2
205	и к	6	2
206	в ее	2	2
207	в искусстве	3	2
208	тем и	6	2
209	тех пор	6	2
210	можно сказать	4	2
211	в это	2	2
212	и когда	2	2
213	даже в	2	2
214	пор пока	2	2
215	что эти	3	2
216	и другим	3	2
217	со стороны	3	2
218	даже не	2	2
219	внимание на	5	2
220	до этого	3	2
221	хотя бы	4	2
222	с психологической	2	2
223	слов в	4	2
224	тому как	2	2
225	и то	5	2
226	связи с	3	2
227	образом что	2	2
