N	2gram	Tiupa_Narr_1	Myslijsy
1	то есть	9	34
2	потому что	5	33
3	то что	9	29
4	может быть	15	26
5	в том	8	23
6	и в	11	23
7	в этом	12	23
8	в слове	3	22
9	и не	23	18
10	что в	3	17
11	при этом	19	15
12	только в	12	15
13	как и	13	14
14	в себе	6	14
15	то же	8	14
16	того что	4	14
17	если бы	7	13
18	том что	7	12
19	не было	3	12
20	а не	13	12
21	по себе	4	11
22	но и	27	11
23	не в	6	11
24	не может	8	11
25	что мы	2	10
26	по отношению	3	10
27	не только	31	10
28	мы можем	2	10
29	между тем	3	9
30	в своем	3	8
31	отношению к	3	8
32	заключает в	2	8
33	мы не	3	8
34	сказать что	2	8
35	о том	4	8
36	но в	7	8
37	стало быть	3	8
38	по мере	2	7
39	это не	3	7
40	на то	2	7
41	в нем	4	7
42	как в	4	7
43	для того	3	6
44	вместе с	2	6
45	что не	2	6
46	так и	5	6
47	для него	4	5
48	хотя и	4	5
49	в его	6	5
50	как бы	6	5
51	к нему	4	5
52	не менее	3	5
53	внимание на	4	5
54	а в	13	5
55	с ним	2	5
56	во всяком	2	5
57	и то	3	5
58	один и	2	5
59	так сказать	2	5
60	не имеет	2	5
61	и все	3	4
62	что он	3	4
63	тем не	3	4
64	тогда как	10	4
65	до сих	2	4
66	можно сказать	5	4
67	в одном	4	4
68	и о	3	4
69	и тем	4	4
70	между ними	2	4
71	сих пор	2	4
72	да и	2	4
73	только на	2	4
74	в той	2	4
75	тем самым	5	4
76	того чтобы	4	4
77	хотя бы	2	4
78	слов в	2	4
79	в таком	2	4
80	точки зрения	5	4
81	в данном	11	4
82	в сознании	4	4
83	в то	4	4
84	же самое	2	4
85	мы имеем	3	4
86	и с	3	4
87	слова в	4	3
88	никогда не	4	3
89	связи с	2	3
90	в этих	2	3
91	и состоит	4	3
92	не всегда	3	3
93	именно в	3	3
94	не будет	2	3
95	переход от	2	3
96	же время	4	3
97	еще не	4	3
98	к тому	6	3
99	в самом	6	3
100	всяком случае	2	3
101	лица и	2	3
102	со стороны	8	3
103	только что	2	3
104	так в	4	3
105	и только	2	3
106	все равно	2	3
107	что у	4	3
108	уже не	8	3
109	лишь в	3	3
110	самом деле	3	3
111	только от	2	3
112	в речи	4	3
113	с ними	2	3
114	и на	5	3
115	то в	4	3
116	их в	3	3
117	в первом	4	3
118	не существует	3	2
119	тому как	3	2
120	глядя на	2	2
121	состоит в	10	2
122	и как	3	2
123	в нашем	3	2
124	все что	2	2
125	сами по	2	2
126	столь же	5	2
127	с другой	2	2
128	оно не	2	2
129	из этих	4	2
130	что на	4	2
131	что может	2	2
132	кто говорит	2	2
133	было и	2	2
134	у нас	3	2
135	об этом	6	2
136	по своему	2	2
137	имеем дело	2	2
138	в свою	2	2
139	она не	2	2
140	в сущности	2	2
141	во сне	2	2
142	к ним	2	2
143	они могут	2	2
144	в ней	4	2
145	он не	3	2
146	не вполне	2	2
147	один из	6	2
148	в мире	4	2
149	данном случае	8	2
150	как она	2	2
151	быть не	3	2
152	и для	2	2
153	дело не	2	2
154	человека в	2	2
155	как мы	2	2
156	и даже	2	2
157	и притом	2	2
158	сводятся к	2	2
159	друг друга	2	2
160	и его	10	2
161	в глазах	3	2
162	нас в	2	2
163	подобно тому	3	2
164	с языком	2	2
165	к его	2	2
166	я в	2	2
167	быть и	2	2
168	в области	2	2
169	это было	2	2
170	и сама	2	2
