N	2gram	Vygotskiy__5	Formalny
1	и в	16	24
2	в его	11	23
3	прежде всего	3	22
4	и не	12	20
5	так и	7	18
6	не может	18	16
7	точки зрения	18	16
8	в этом	25	15
9	в нем	7	14
10	может быть	9	14
11	с точки	9	13
12	таким образом	19	13
13	в своем	5	11
14	не менее	3	11
15	как и	8	11
16	должно быть	8	11
17	в своей	2	11
18	в их	3	11
19	вовсе не	2	10
20	и их	4	10
21	то же	8	10
22	в ней	2	10
23	а не	10	10
24	и его	3	10
25	и потому	2	9
26	в процессе	13	9
27	все это	2	9
28	в то	5	9
29	именно в	4	8
30	в свою	4	8
31	то что	26	8
32	как в	5	8
33	и на	6	8
34	не в	6	8
35	и с	3	8
36	должна быть	5	7
37	и от	2	7
38	до конца	3	7
39	в единстве	2	7
40	не только	16	7
41	жизни и	2	7
42	но и	6	7
43	и здесь	2	6
44	было бы	10	6
45	в том	18	6
46	в этой	6	6
47	самом деле	3	6
48	свою очередь	3	6
49	до сих	3	6
50	в пределах	4	6
51	еще не	4	6
52	как бы	5	6
53	сих пор	3	6
54	в целом	4	6
55	а в	3	6
56	отношения к	2	6
57	все эти	4	6
58	форм и	2	6
59	на основе	2	6
60	как это	8	6
61	хотя бы	5	5
62	по себе	7	5
63	у нас	2	5
64	при этом	4	5
65	только на	2	5
66	во всех	2	5
67	в самом	4	5
68	как мы	10	5
69	того что	16	5
70	должны быть	2	5
71	с другой	4	5
72	но в	6	5
73	в частности	3	4
74	никогда не	5	4
75	этой последней	2	4
76	стороны и	2	4
77	и к	2	4
78	учение о	2	4
79	одной стороны	3	4
80	и может	3	4
81	если бы	8	4
82	отношению к	12	4
83	так же	15	4
84	по отношению	12	4
85	что в	16	4
86	с одной	3	4
87	как на	3	4
88	в которой	5	4
89	с этой	4	4
90	во всяком	2	4
91	в истории	2	4
92	к этой	3	4
93	но не	10	3
94	в отношении	9	3
95	связи с	3	3
96	в них	2	3
97	он должен	5	3
98	в жизни	2	3
99	на все	5	3
100	что он	25	3
101	с помощью	10	3
102	к тому	6	3
103	для него	5	3
104	это и	3	3
105	и как	3	3
106	но это	3	3
107	зависимости от	2	3
108	ни на	2	3
109	со всеми	2	3
110	он не	8	3
111	если он	2	3
112	лучшем случае	4	3
113	все же	3	3
114	же в	2	3
115	отношение к	11	3
116	когда он	2	3
117	значение в	3	3
118	мы не	3	3
119	тем самым	8	3
120	и даже	2	3
121	его в	2	3
122	в лучшем	3	3
123	в основе	8	3
124	они не	3	3
125	как она	3	3
126	бы в	4	3
127	в области	12	3
128	говорит он	2	3
129	сама по	4	2
130	из системы	3	2
131	и более	3	2
132	же как	7	2
133	с тем	3	2
134	в зависимости	2	2
135	учения о	2	2
136	его и	3	2
137	иначе как	2	2
138	это не	4	2
139	и развития	12	2
140	с этим	3	2
141	в одном	3	2
142	в системе	4	2
143	что было	2	2
144	вопрос о	12	2
145	вопрос об	3	2
146	на всю	2	2
147	а только	4	2
148	таким же	3	2
149	по существу	3	2
150	мы видели	3	2
151	из виду	2	2
152	но все	2	2
153	перейти к	3	2
154	в различных	2	2
155	совершается в	2	2
156	если мы	7	2
157	только в	10	2
158	в действительности	3	2
159	одной из	3	2
160	от друга	4	2
161	от того	3	2
162	и является	3	2
163	на их	2	2
164	только не	3	2
165	за пределы	4	2
166	еще в	3	2
167	точка зрения	8	2
168	не с	2	2
169	что и	3	2
170	не есть	4	2
171	друг от	4	2
172	вместе с	4	2
173	не дает	2	2
174	он в	3	2
175	и развитие	17	2
176	не на	3	2
177	научной мысли	2	2
178	и что	12	2
179	приводит к	7	2
180	ни одного	2	2
181	исследования и	2	2
182	значение для	2	2
183	в результате	4	2
184	между тем	3	2
185	в своих	2	2
186	на его	2	2
187	является для	2	2
188	к которому	4	2
189	ничего не	5	2
190	во всем	2	2
191	на нее	2	2
192	с ним	5	2
193	мысли в	4	2
194	как с	3	2
