N	2gram	Propp_Isto_2	KulturaY
1	т е	29	38
2	и т	19	33
3	в том	6	30
4	и в	15	24
5	потому что	9	23
6	том что	7	21
7	что в	12	17
8	того чтобы	2	17
9	и пр	7	15
10	было бы	5	15
11	т д	18	14
12	в этом	11	14
13	может быть	17	13
14	все же	9	12
15	таким образом	7	12
16	в его	6	12
17	и не	11	12
18	не в	7	11
19	только в	6	11
20	в силу	2	10
21	не только	18	10
22	хотя бы	2	10
23	то что	12	9
24	прежде всего	5	9
25	отношению к	3	9
26	самом деле	2	9
27	того что	3	9
28	о том	3	9
29	так как	14	9
30	по отношению	3	8
31	то же	10	8
32	а не	5	8
33	тем что	4	8
34	с другой	2	7
35	связи с	8	7
36	в качестве	3	7
37	как бы	6	7
38	вместе с	7	7
39	не может	5	7
40	это не	2	7
41	так и	5	7
42	именно в	2	6
43	что он	24	6
44	при этом	4	6
45	в ней	4	6
46	но и	14	6
47	все это	3	6
48	другой стороны	2	6
49	можно было	5	6
50	все эти	4	6
51	в которых	2	6
52	мы имеем	15	6
53	в которой	2	6
54	с тем	9	5
55	что это	6	5
56	к тому	5	5
57	но не	2	5
58	еще не	9	5
59	например в	2	5
60	и что	6	5
61	в виду	2	5
62	не просто	2	5
63	а в	12	5
64	и его	3	5
65	так сказать	2	5
66	и с	4	5
67	в этих	11	4
68	к себе	2	4
69	что эти	4	4
70	на то	3	4
71	в нем	7	4
72	в тех	2	4
73	по существу	2	4
74	что они	10	4
75	из них	2	4
76	в таких	2	4
77	один из	8	4
78	что и	6	4
79	сих пор	7	4
80	до сих	6	4
81	как в	5	4
82	с этим	5	4
83	того как	4	4
84	стоит в	3	4
85	тем самым	2	4
86	так что	6	4
87	так же	13	4
88	роль в	3	4
89	с ними	2	4
90	и на	4	4
91	из этих	3	4
92	в русском	2	4
93	уже в	2	3
94	нисколько не	2	3
95	состоит в	2	3
96	смысле этого	2	3
97	представление о	2	3
98	то это	6	3
99	в этой	4	3
100	мы увидим	8	3
101	мере того	2	3
102	и может	2	3
103	и если	2	3
104	в сущности	2	3
105	и эти	2	3
106	в котором	5	3
107	по мере	3	3
108	на его	2	3
109	когда он	3	3
110	что она	5	3
111	в связи	5	3
112	в особенности	2	3
113	а с	2	3
114	не было	2	3
115	в их	3	3
116	в системе	2	3
117	той же	2	3
118	и здесь	9	3
119	и то	2	3
120	то мы	2	3
121	они не	4	3
122	в себе	4	3
123	это только	2	3
124	здесь не	2	3
125	как это	3	3
126	в одном	5	3
127	к которому	5	3
128	не все	2	2
129	я не	2	2
130	и более	2	2
131	и есть	5	2
132	никогда не	15	2
133	превращается в	2	2
134	но с	2	2
135	этого не	5	2
136	на самом	2	2
137	и говорит	2	2
138	вопрос о	4	2
139	для нас	4	2
140	этом случае	5	2
141	как и	2	2
142	но все	5	2
143	а то	2	2
144	не знают	2	2
145	уже на	3	2
146	между прочим	3	2
147	очень много	8	2
148	же и	3	2
149	но если	3	2
150	о нем	4	2
151	подойти к	2	2
152	был бы	2	2
153	эти случаи	4	2
154	в состоянии	3	2
155	ее в	2	2
156	ни в	2	2
157	и именно	2	2
158	дело не	4	2
159	а именно	3	2
160	он не	8	2
161	и для	2	2
162	в разных	2	2
163	не мог	3	2
164	этих случаях	10	2
165	д и	2	2
166	увидим что	3	2
167	когда мы	2	2
168	или в	2	2
169	не столько	2	2
170	иное как	2	2
171	и социальной	2	2
172	одно из	2	2
173	видно что	6	2
174	ничего не	7	2
175	но в	6	2
