N	2gram	Voloshinov_1	Istorich
1	и в	38	25
2	что он	2	22
3	вместе с	5	22
4	может быть	13	17
5	мы имеем	2	14
6	не только	27	13
7	но и	13	13
8	в его	6	12
9	и не	14	11
10	уже не	4	11
11	так как	7	11
12	все же	7	10
13	в этом	10	10
14	тем что	2	10
15	его в	4	9
16	и его	7	9
17	таким образом	7	9
18	с тем	8	8
19	связи с	3	8
20	том что	3	8
21	мы видим	3	8
22	еще не	3	8
23	на него	4	8
24	связь с	2	8
25	все эти	2	8
26	и на	6	8
27	в частности	3	7
28	в качестве	4	7
29	мы видели	5	7
30	как и	10	7
31	но это	2	7
32	то что	8	7
33	этом случае	3	7
34	в нем	4	7
35	потому что	5	7
36	и здесь	3	7
37	представляет собой	2	7
38	только в	6	7
39	о том	4	7
40	в этих	2	6
41	это не	3	6
42	прежде всего	21	6
43	что и	3	6
44	себя в	4	6
45	как в	2	6
46	не может	12	6
47	и он	2	6
48	не в	6	6
49	или в	2	6
50	в том	2	6
51	что это	4	5
52	ясно что	2	5
53	с этим	2	5
54	видим что	2	5
55	как мы	9	5
56	для нас	3	5
57	но все	4	5
58	здесь мы	3	5
59	но не	2	5
60	мы увидим	5	5
61	связано с	2	5
62	в ней	8	5
63	с появлением	4	5
64	так же	4	5
65	мы не	9	5
66	если не	3	4
67	что у	3	4
68	не всегда	2	4
69	и тем	6	4
70	с другими	2	4
71	в ее	3	4
72	в дальнейшем	2	4
73	мы уже	10	4
74	все это	4	4
75	в связи	2	4
76	то же	14	4
77	он не	2	4
78	мы должны	10	4
79	и это	7	4
80	в которой	7	4
81	с ним	2	4
82	никогда не	7	3
83	и как	9	3
84	и все	4	3
85	в целом	4	3
86	в свою	6	3
87	в этой	6	3
88	в то	9	3
89	того чтобы	7	3
90	и пр	4	3
91	но мы	2	3
92	не знаем	4	3
93	в форме	6	3
94	для того	9	3
95	к нему	2	3
96	друг друга	2	3
97	его не	2	3
98	а в	5	3
99	в которых	2	3
100	их в	3	3
101	и с	5	3
102	это же	2	3
103	человека в	2	3
104	и вообще	2	3
105	перед нами	3	2
106	уже в	5	2
107	ли он	2	2
108	видели что	3	2
109	бы мы	3	2
110	связанные с	2	2
111	его и	3	2
112	только тогда	2	2
113	к этому	2	2
114	вовсе не	2	2
115	вопрос о	2	2
116	можно сказать	4	2
117	об этом	3	2
118	приближается к	2	2
119	опять не	2	2
120	мы легко	3	2
121	и при	2	2
122	очевидно что	2	2
123	а на	2	2
124	социальной жизни	2	2
125	и сам	2	2
126	жизни и	3	2
127	несмотря на	2	2
128	если бы	4	2
129	из которых	3	2
130	как таковое	2	2
131	но для	3	2
132	должно было	3	2
133	как бы	28	2
134	и потому	2	2
135	из двух	2	2
136	один из	4	2
137	должен быть	2	2
138	сих пор	2	2
139	в своей	2	2
140	во всех	6	2
141	вошел в	2	2
142	с ней	2	2
143	совершенно не	3	2
144	язык и	9	2
145	и для	3	2
146	выражения как	2	2
147	самом деле	4	2
148	а не	6	2
149	того что	4	2
150	роль в	3	2
151	сказать что	3	2
152	точки зрения	10	2
153	что мы	11	2
154	из них	3	2
155	ничего не	8	2
156	или как	6	2
157	мы можем	7	2
