N	2gram	Losev_Vlad_2	StatiiOP
1	и в	30	44
2	в том	18	36
3	что в	12	30
4	том что	12	29
5	в этом	20	21
6	вовсе не	4	19
7	то что	20	18
8	не только	12	18
9	было бы	9	17
10	а в	11	17
11	о том	4	17
12	и не	18	16
13	а не	7	16
14	может быть	7	15
15	в данном	3	14
16	в области	3	14
17	как в	3	13
18	можно было	2	13
19	не в	9	12
20	у нас	6	11
21	в этой	4	11
22	того чтобы	2	11
23	точки зрения	7	11
24	для того	2	10
25	что он	13	10
26	но и	8	10
27	но в	8	10
28	только в	6	10
29	в отношении	3	9
30	в то	9	9
31	как и	5	9
32	того что	5	9
33	во второй	2	9
34	также и	6	9
35	о пушкине	2	9
36	так и	5	9
37	в его	11	9
38	во всех	3	8
39	все же	9	8
40	не может	9	8
41	и его	6	8
42	это не	2	8
43	с точки	3	8
44	я не	4	7
45	прежде всего	6	7
46	по поводу	4	7
47	в самом	2	7
48	в статье	2	7
49	для нас	7	7
50	таким образом	3	7
51	сказать что	11	7
52	потому что	9	6
53	д д	2	6
54	из этих	3	6
55	так что	5	6
56	но это	4	6
57	для него	9	6
58	что и	3	6
59	в своей	5	6
60	данном случае	2	6
61	со стороны	4	6
62	что же	8	6
63	именно в	4	6
64	в той	2	6
65	во всяком	6	6
66	дело в	3	6
67	хотя бы	3	6
68	всяком случае	6	6
69	не менее	7	5
70	никогда не	7	5
71	так же	4	5
72	вплоть до	3	5
73	в котором	5	5
74	в нем	4	5
75	в целом	4	5
76	жизни и	6	5
77	все это	5	5
78	в печати	2	5
79	той же	4	5
80	то же	4	5
81	и даже	10	5
82	и по	2	5
83	и то	5	5
84	г в	2	5
85	все эти	5	5
86	уже о	2	5
87	так как	5	5
88	и очень	2	4
89	что это	4	4
90	в частности	2	4
91	гораздо более	2	4
92	это в	3	4
93	мы находим	2	4
94	же время	3	4
95	но все	2	4
96	тем более	3	4
97	эту тему	2	4
98	и что	5	4
99	же и	2	4
100	как бы	5	4
101	на то	2	4
102	в россии	3	4
103	не было	10	4
104	в рукописи	2	4
105	в новом	2	4
106	еще более	3	4
107	заключается в	2	4
108	не имеет	2	4
109	как будто	2	4
110	на эту	2	4
111	как это	7	4
112	в которой	4	4
113	для себя	5	3
114	же касается	5	3
115	и я	5	3
116	и с	14	3
117	с этой	4	3
118	в конце	13	3
119	же это	2	3
120	ни в	7	3
121	он был	6	3
122	да и	3	3
123	об этом	6	3
124	в начале	4	3
125	то в	5	3
126	но не	3	3
127	того же	5	3
128	кажется что	2	3
129	что не	2	3
130	и для	3	3
131	в ней	4	3
132	даже в	2	3
133	то это	4	3
134	его жизни	6	3
135	ни с	2	3
136	а именно	6	3
137	в виде	3	3
138	что для	2	3
139	в двух	2	3
140	возможно что	2	3
141	на этот	4	3
142	в таком	3	3
143	и вполне	3	3
144	и нужно	2	3
145	в очень	3	3
146	в чем	2	3
147	как к	2	3
148	в результате	5	3
149	в изд	2	3
150	что касается	3	3
151	и вообще	10	3
152	будто бы	2	3
153	во многих	2	3
154	с этим	5	3
155	уже в	3	2
156	совсем не	4	2
157	нисколько не	2	2
158	всех этих	3	2
159	и можно	2	2
160	в этих	4	2
161	даже и	3	2
162	в своем	8	2
163	с которыми	4	2
164	и во	2	2
165	по крайней	4	2
166	нет никаких	2	2
167	быть в	3	2
168	не согласен	2	2
169	меня не	2	2
170	крайней мере	4	2
171	по существу	3	2
172	если не	2	2
173	к концу	5	2
174	в москве	6	2
175	при этом	5	2
176	то время	6	2
177	она не	2	2
178	и сам	2	2
179	несмотря на	4	2
180	в сущности	2	2
181	между прочим	7	2
182	и потому	2	2
183	а также	10	2
184	к числу	2	2
185	тем не	6	2
186	отношение к	4	2
187	такого рода	2	2
188	можно назвать	2	2
189	конечно не	4	2
190	отношения к	3	2
191	без всякого	2	2
192	хотел бы	2	2
193	начиная с	2	2
194	еще и	6	2
195	так или	3	2
196	мы не	2	2
197	или иначе	3	2
198	ничего не	2	2
199	в своих	2	2
200	а то	2	2
201	их в	2	2
202	у него	19	2
203	он не	4	2
204	но он	3	2
205	в себе	6	2
206	не могла	2	2
207	и все	7	2
208	его в	4	2
209	и это	3	2
210	к нему	2	2
211	должен был	3	2
212	время как	2	2
213	то есть	7	2
214	этот раз	3	2
