N	2gram	Losev_Dial_3	slovoVRo
1	и в	24	39
2	может быть	13	37
3	и т	24	35
4	и его	5	33
5	не только	23	24
6	и не	27	22
7	но и	9	21
8	не может	19	20
9	в нем	3	19
10	все это	6	16
11	в этом	8	16
12	так и	5	15
13	а не	26	14
14	в истории	4	11
15	слово в	2	11
16	вовсе не	13	10
17	не в	3	9
18	и с	6	9
19	прежде всего	8	8
20	себя в	2	8
21	оно не	6	8
22	таким образом	13	8
23	точки зрения	25	8
24	с его	2	7
25	при этом	2	7
26	для него	4	7
27	еще не	2	7
28	в его	2	7
29	как бы	3	7
30	никогда не	7	7
31	и потому	2	7
32	и даже	13	7
33	как мы	2	7
34	могут быть	2	7
35	в них	5	6
36	и к	5	6
37	все же	3	6
38	как и	7	6
39	в своем	3	6
40	но не	2	6
41	она не	3	6
42	в сущности	10	6
43	жизни и	5	6
44	все эти	3	6
45	в слове	3	6
46	но в	2	6
47	не могут	4	5
48	с другой	4	5
49	это не	4	5
50	и для	2	5
51	и все	6	5
52	по себе	20	5
53	для нас	2	5
54	том что	8	5
55	или иной	4	5
56	одной стороны	3	5
57	только в	5	5
58	в том	5	5
59	например в	2	5
60	той или	2	5
61	с одной	3	5
62	уже не	5	5
63	конечно не	4	5
64	мира и	3	5
65	не менее	11	4
66	себя и	2	4
67	ни в	9	4
68	же время	3	4
69	зависимости от	3	4
70	одна из	3	4
71	в смысле	2	4
72	в зависимости	2	4
73	его не	2	4
74	для этого	2	4
75	то же	6	4
76	что оно	7	4
77	в таком	14	4
78	а в	2	4
79	и на	3	4
80	в основе	3	4
81	даже и	7	4
82	в то	5	4
83	во всем	3	4
84	так как	6	4
85	перед нами	3	3
86	что в	7	3
87	хотя бы	4	3
88	и от	3	3
89	должна быть	6	3
90	сама по	4	3
91	что и	6	3
92	из себя	2	3
93	но это	5	3
94	на этом	2	3
95	у него	2	3
96	и как	8	3
97	в ней	2	3
98	к нему	3	3
99	быть и	3	3
100	с точки	14	3
101	той же	3	3
102	сказать что	4	3
103	сознание и	3	3
104	говорить о	4	3
105	в особенности	7	3
106	в чем	4	3
107	как это	5	3
108	в чисто	2	3
109	во всяком	2	3
110	в данном	2	2
111	не было	3	2
112	ни к	3	2
113	хотя и	5	2
114	но она	3	2
115	на котором	2	2
116	тогда когда	5	2
117	как например	2	2
118	только о	3	2
119	в себе	2	2
120	и здесь	2	2
121	что он	13	2
122	если оно	4	2
123	все что	3	2
124	как о	4	2
125	и нет	7	2
126	и чисто	2	2
127	со всеми	2	2
128	только и	2	2
129	мы уже	3	2
130	за пределы	3	2
131	при его	3	2
132	же и	2	2
133	о нем	4	2
134	всяком случае	2	2
135	точка зрения	5	2
136	то что	14	2
137	его как	3	2
138	а именно	2	2
139	в их	2	2
140	кроме того	6	2
141	отличается от	8	2
142	так в	2	2
143	и ни	3	2
144	с этим	3	2
145	может и	2	2
146	т д	23	2
147	в виде	8	2
148	именно в	2	2
149	не меньше	2	2
150	на них	2	2
151	это и	7	2
152	мы не	5	2
153	они не	2	2
154	для того	3	2
155	или в	2	2
156	меньше чем	2	2
157	людей и	2	2
158	также и	2	2
159	он не	5	2
160	именно как	3	2
161	как с	2	2
162	но как	2	2
163	не знает	3	2
164	о том	6	2
165	бы только	2	2
