N	2gram	Medvedev_V_1	FransuaR
1	и в	26	65
2	и др	9	24
3	как бы	5	22
4	и не	19	22
5	вовсе не	3	18
6	в том	15	16
7	в этом	26	15
8	но в	2	14
9	в нем	6	13
10	прежде всего	13	11
11	том числе	2	10
12	и его	6	10
13	и потому	2	10
14	не только	25	10
15	но и	10	10
16	так и	5	10
17	все эти	6	10
18	в его	14	9
19	во всех	6	9
20	все это	10	9
21	в своем	8	8
22	всех этих	2	8
23	и даже	2	8
24	формы и	2	7
25	его в	3	7
26	в области	2	7
27	числе и	2	7
28	жизни и	3	7
29	точки зрения	3	7
30	только в	7	7
31	главным образом	7	6
32	никогда не	4	6
33	том что	8	6
34	все же	5	6
35	в значительной	3	6
36	еще не	2	6
37	может быть	22	6
38	в ней	2	6
39	в году	6	6
40	и у	2	6
41	сказать что	5	6
42	связана с	2	5
43	с его	3	5
44	в одном	4	5
45	в частности	11	5
46	в них	4	5
47	или иной	2	5
48	в большей	2	5
49	для него	8	5
50	в своей	4	5
51	меньшей степени	2	5
52	еще и	2	5
53	как и	7	5
54	в своих	2	5
55	между тем	5	5
56	в общем	2	4
57	связи с	4	4
58	или меньшей	3	4
59	и к	3	4
60	дель арте	2	4
61	не в	6	4
62	в этой	4	4
63	большей или	3	4
64	в самом	4	4
65	из них	9	4
66	в их	5	4
67	мира и	3	4
68	между ними	3	4
69	во время	3	4
70	так сказать	2	4
71	в жизни	2	4
72	не могут	7	3
73	что в	10	3
74	на время	2	3
75	не является	5	3
76	это не	7	3
77	что он	4	3
78	в ее	4	3
79	пародия на	2	3
80	но для	2	3
81	даже в	5	3
82	то что	6	3
83	и их	3	3
84	до нас	2	3
85	как раз	3	3
86	не может	17	3
87	этом отношении	13	3
88	в форме	3	3
89	в системе	2	3
90	во всей	2	3
91	с другой	11	3
92	по его	2	3
93	даже и	3	3
94	он и	2	3
95	в себе	6	3
96	в искусстве	6	3
97	далеко не	2	3
98	но как	3	3
99	в виду	4	3
100	но не	2	2
101	начиная с	2	2
102	в книге	2	2
103	к тому	4	2
104	в противоположность	3	2
105	и образы	3	2
106	не подлежит	2	2
107	и от	3	2
108	из этих	7	2
109	всех его	2	2
110	можно сказать	4	2
111	так например	2	2
112	же в	6	2
113	его от	2	2
114	а затем	2	2
115	в романе	4	2
116	многие из	2	2
117	др в	3	2
118	одной стороны	2	2
119	и он	2	2
120	например в	3	2
121	между прочим	2	2
122	при всей	2	2
123	некоторые из	3	2
124	от того	2	2
125	хотя и	2	2
126	он не	2	2
127	в основном	5	2
128	значительной мере	3	2
129	не вполне	2	2
130	подчеркнуть что	2	2
131	нет и	3	2
132	и для	2	2
133	видеть в	2	2
134	в целом	4	2
135	в процессе	16	2
136	образов и	4	2
137	как пародия	2	2
138	приводит к	5	2
139	с одной	2	2
140	образов в	2	2
141	того что	3	2
142	что не	3	2
143	что мы	2	2
144	и наконец	2	2
145	и по	3	2
146	одним из	5	2
147	роль в	4	2
148	отметить что	2	2
149	или в	3	2
150	образом в	3	2
151	этот вопрос	3	2
152	их в	6	2
153	но с	2	2
154	могут быть	5	2
155	о том	10	2
156	в особенности	2	2
157	в чем	2	2
