N	2gram	Bakhtin_Pr_3	Istorich
1	и в	34	28
2	может быть	19	25
3	и т	8	25
4	т д	2	22
5	не может	19	15
6	а не	9	15
7	никогда не	8	14
8	мы должны	5	13
9	что в	7	12
10	то же	14	12
11	не только	10	12
12	только в	6	11
13	что он	23	10
14	все же	7	10
15	мы увидим	2	10
16	прежде всего	15	10
17	но и	12	10
18	т е	12	10
19	и что	5	10
20	в том	3	9
21	о том	2	9
22	то что	11	9
23	и не	29	9
24	не в	9	9
25	так и	6	9
26	что это	5	8
27	если бы	4	8
28	таким образом	5	8
29	в этом	16	8
30	но в	16	8
31	это не	5	7
32	том что	3	7
33	еще не	4	7
34	было бы	2	7
35	в ней	3	7
36	а в	5	7
37	так же	8	7
38	с другой	4	6
39	не менее	3	6
40	к тому	5	6
41	тем не	2	6
42	что и	5	6
43	когда он	2	6
44	его в	4	6
45	так как	4	6
46	вместе с	4	6
47	не знает	6	5
48	в одном	5	5
49	вопрос о	2	5
50	что они	6	5
51	но не	4	5
52	например в	2	5
53	другой стороны	3	5
54	в своем	2	5
55	увидим что	2	5
56	их в	3	5
57	сказать что	2	5
58	героя в	5	5
59	в его	22	5
60	к которому	2	5
61	все это	16	4
62	с тем	5	4
63	там где	7	4
64	в пределах	6	4
65	так что	5	4
66	но все	5	4
67	но это	4	4
68	в большинстве	2	4
69	друг с	2	4
70	даже в	5	4
71	один из	2	4
72	на него	7	4
73	так в	2	4
74	с этим	2	4
75	как и	18	4
76	того что	5	4
77	и даже	7	4
78	хотя бы	5	4
79	и для	8	4
80	и с	15	4
81	и на	6	4
82	потому что	12	4
83	находится в	2	4
84	как будто	7	4
85	все эти	4	4
86	большинстве случаев	3	4
87	не то	2	4
88	мы знаем	2	4
89	я не	7	3
90	во время	2	3
91	не как	3	3
92	по себе	3	3
93	не с	2	3
94	очень часто	2	3
95	в начале	4	3
96	для этого	3	3
97	на этом	4	3
98	при этом	4	3
99	у меня	6	3
100	в котором	3	3
101	отношению к	6	3
102	из них	5	3
103	в форме	2	3
104	что же	8	3
105	уже не	2	3
106	и его	16	3
107	как мы	7	3
108	к чему	2	3
109	и он	2	3
110	есть только	3	3
111	по отношению	5	3
112	тем что	4	3
113	в другом	8	3
114	во всем	3	3
115	в то	12	3
116	с другом	2	3
117	будто бы	2	3
118	раз и	3	3
119	и должно	2	3
120	же не	2	3
121	за собой	3	2
122	на вопрос	4	2
123	а с	3	2
124	самого начала	8	2
125	всех этих	2	2
126	отличие от	2	2
127	отчего же	2	2
128	нисколько не	2	2
129	были бы	2	2
130	его и	3	2
131	столь же	2	2
132	но так	3	2
133	он должен	2	2
134	и от	5	2
135	и потому	2	2
136	вовсе не	11	2
137	вследствие этого	2	2
138	в такой	3	2
139	у вас	2	2
140	в темноте	2	2
141	к своему	5	2
142	ни было	4	2
143	в ее	3	2
144	то ни	4	2
145	мы видели	3	2
146	с самого	8	2
147	и как	3	2
148	так чтобы	3	2
149	поэтому он	3	2
150	для него	13	2
151	тот же	2	2
152	нет в	2	2
153	и если	2	2
154	что не	7	2
155	что такое	2	2
156	с ним	8	2
157	как бы	27	2
158	о нем	2	2
159	еще в	3	2
160	был бы	2	2
161	героя из	3	2
162	в нем	19	2
163	это было	3	2
164	говорит о	2	2
165	бы то	4	2
166	в целом	5	2
167	во всех	2	2
168	конечно не	2	2
169	как в	4	2
170	как раз	4	2
171	в отличие	2	2
172	и только	2	2
173	он не	15	2
174	в виде	4	2
175	на них	5	2
176	и вот	5	2
177	должно быть	3	2
178	отказаться от	2	2
179	ничего не	4	2
180	между тем	3	2
181	однако в	2	2
182	вступает в	2	2
183	он в	4	2
184	в себе	6	2
185	бы в	3	2
186	как он	3	2
187	которые в	2	2
188	на нее	2	2
189	только с	3	2
