N	2gram	Voloshinov_1	Myshleni
1	то что	6	26
2	в этом	2	25
3	таким образом	6	19
4	в том	2	18
5	не может	8	18
6	точки зрения	7	18
7	что в	3	16
8	и в	13	16
9	так как	3	16
10	не только	6	16
11	так же	2	15
12	том что	2	15
13	в процессе	5	13
14	отношению к	3	12
15	по отношению	3	12
16	и не	8	12
17	в области	2	12
18	в его	7	11
19	с помощью	2	10
20	было бы	4	10
21	а не	2	10
22	только в	6	10
23	в отношении	2	9
24	может быть	8	9
25	с точки	5	9
26	если бы	2	8
27	как и	3	8
28	мы должны	6	8
29	то же	4	8
30	в нем	2	7
31	так и	3	7
32	не в	3	6
33	и следовательно	2	6
34	но и	3	6
35	в школе	4	6
36	но в	4	6
37	связанные с	2	6
38	языка и	5	6
39	к тому	2	6
40	мы можем	4	6
41	в другом	2	6
42	самого начала	2	5
43	никогда не	3	5
44	что они	2	5
45	для него	2	5
46	как бы	6	5
47	не является	4	5
48	но мы	4	5
49	хотя бы	5	5
50	тот же	2	5
51	как в	2	5
52	с самого	2	5
53	тем что	2	5
54	в которой	3	5
55	все эти	2	4
56	с другой	2	4
57	с этой	2	4
58	в пределах	3	4
59	при этом	2	4
60	в самом	2	4
61	в целом	2	4
62	и их	7	4
63	не имеет	2	4
64	речи не	2	4
65	бы в	2	4
66	мы видим	2	4
67	за пределы	3	4
68	и то	3	4
69	могут быть	2	4
70	и т.д	5	4
71	не менее	2	3
72	прежде всего	9	3
73	самом деле	3	3
74	одной стороны	2	3
75	в действительности	2	3
76	и является	2	3
77	и тем	2	3
78	в их	3	3
79	еще и	4	3
80	с одной	2	3
81	а в	2	3
82	говорить о	3	3
83	между тем	2	3
84	мы не	4	3
85	с этим	3	3
86	в одном	3	3
87	все же	5	3
88	и может	2	3
89	представляет себе	2	3
90	еще в	2	3
91	ее в	2	3
92	не на	2	3
93	и его	12	3
94	ничего общего	3	3
95	вопроса о	4	3
96	что эта	2	3
97	в чем	2	3
98	к одному	3	2
99	вслед за	2	2
100	имеет место	2	2
101	в ней	2	2
102	которые только	2	2
103	в своей	4	2
104	отношений между	2	2
105	все это	4	2
106	другой стороны	2	2
107	форм и	2	2
108	те же	2	2
109	который мы	2	2
110	в своих	2	2
111	может иметь	2	2
112	в этот	2	2
113	сознания и	2	2
114	в зависимости	2	2
115	в них	2	2
116	вовсе не	2	2
117	есть не	2	2
118	и к	2	2
119	зависимости от	2	2
120	во всем	2	2
121	учение о	2	2
122	слов и	4	2
123	общего с	3	2
124	к предмету	2	2
125	его на	2	2
126	при анализе	3	2
127	языковых форм	2	2
