N	2gram	Vygotskiy__3	Istorich
1	и в	25	22
2	мы имеем	4	19
3	в этом	14	17
4	что в	17	15
5	не только	6	14
6	мы видели	6	13
7	но и	4	12
8	и не	10	12
9	может быть	13	11
10	в этих	2	11
11	или в	2	11
12	еще не	4	10
13	таким образом	17	10
14	что он	6	9
15	в нем	2	9
16	что и	10	9
17	вместе с	14	9
18	в том	23	9
19	что они	10	8
20	с этим	4	8
21	том что	20	8
22	мы видим	3	8
23	как мы	8	8
24	другой стороны	3	7
25	с другой	6	7
26	к этому	3	7
27	но не	6	7
28	то что	15	7
29	из них	4	7
30	уже не	2	7
31	и здесь	2	7
32	мы должны	6	7
33	так как	12	7
34	там где	4	7
35	связи с	9	6
36	в них	2	6
37	все еще	2	6
38	мы уже	5	6
39	с ней	3	6
40	связь с	3	6
41	то и	4	6
42	а в	4	6
43	то же	2	6
44	в течение	2	6
45	друг друга	4	6
46	мы можем	7	6
47	если бы	5	6
48	не менее	6	5
49	в частности	4	5
50	показывает что	8	5
51	тем не	5	5
52	так что	2	5
53	есть и	2	5
54	один из	6	5
55	все же	6	5
56	что она	5	5
57	в свете	2	5
58	он не	4	5
59	здесь мы	2	5
60	того что	10	5
61	могут быть	5	5
62	в этой	5	5
63	видели что	3	4
64	как это	7	4
65	не в	6	4
66	только в	10	4
67	на этом	3	4
68	в свою	3	4
69	одним из	5	4
70	для нас	2	4
71	находится в	2	4
72	и его	2	4
73	и на	6	4
74	не может	6	4
75	тем что	8	4
76	все эти	7	4
77	состоит в	3	3
78	и от	2	3
79	и все	4	3
80	раньше чем	2	3
81	прежде всего	4	3
82	очень часто	2	3
83	к тому	4	3
84	и к	5	3
85	и эти	2	3
86	как и	15	3
87	и как	5	3
88	но это	5	3
89	представляет собой	6	3
90	все что	2	3
91	было бы	10	3
92	мы увидим	4	3
93	некоторое время	2	3
94	на его	2	3
95	но по	2	3
96	можно ли	2	3
97	в его	15	3
98	никогда не	4	3
99	в целом	13	3
100	в связи	6	3
101	на том	3	3
102	и у	6	3
103	так же	17	3
104	с ними	3	3
105	сказать что	4	3
106	потому что	6	3
107	вступает в	2	3
108	из этих	4	3
109	о том	5	3
110	его в	3	3
111	их в	3	3
112	в чем	2	3
113	все время	2	2
114	всех этих	2	2
115	с тем	16	2
116	независимо от	4	2
117	вступают в	2	2
118	в животном	6	2
119	представления о	2	2
120	связь и	2	2
121	но тем	2	2
122	в одном	2	2
123	в жизни	3	2
124	говорит и	2	2
125	встречается в	4	2
126	нет никаких	4	2
127	в тех	2	2
128	во всяком	4	2
129	мы знаем	4	2
130	же в	2	2
131	ни в	9	2
132	связанное с	2	2
133	но все	2	2
134	в силу	6	2
135	но они	2	2
136	одна из	2	2
137	с одной	5	2
138	как в	9	2
139	при этом	5	2
140	в качестве	12	2
141	что там	2	2
142	то время	4	2
143	он стоит	2	2
144	ни один	4	2
145	на себя	2	2
146	одной стороны	5	2
147	одного из	2	2
148	не мог	4	2
149	же как	6	2
150	хотя и	2	2
151	и потому	2	2
152	всяком случае	4	2
153	в котором	3	2
154	к жизни	2	2
155	отношению к	2	2
156	и это	4	2
157	связан с	2	2
158	так и	5	2
159	где они	2	2
160	по отношению	3	2
161	в своем	4	2
162	той же	4	2
163	этот вопрос	3	2
164	из того	2	2
165	и что	10	2
166	и для	2	2
167	время как	4	2
168	до известного	4	2
169	в которых	3	2
170	и то	2	2
171	дело с	3	2
172	между тем	3	2
173	в виде	3	2
174	точки зрения	6	2
175	в то	4	2
176	а также	2	2
177	что по	2	2
178	в него	3	2
