N	2gram	Losev_Vlad_1	RusskieA
1	и в	31	29
2	что в	14	22
3	том что	14	22
4	в том	11	22
5	может быть	6	13
6	так как	8	13
7	во время	3	12
8	там же	13	12
9	как и	4	11
10	в этом	14	11
11	все это	5	10
12	в этот	4	10
13	е в	7	10
14	и с	14	10
15	не только	24	10
16	о том	11	9
17	а в	9	9
18	и м	2	8
19	но и	19	8
20	а а	4	8
21	с в	3	8
22	как в	3	7
23	с тем	2	6
24	еще не	2	6
25	для того	2	6
26	для нас	4	6
27	вместе с	3	6
28	таким образом	3	6
29	при этом	2	6
30	того чтобы	2	6
31	и на	3	6
32	потому что	11	5
33	к этому	6	5
34	то что	18	5
35	и что	6	5
36	но не	3	5
37	и т	2	5
38	к жизни	2	5
39	не может	6	5
40	т д	2	5
41	но в	12	5
42	в них	2	4
43	и все	4	4
44	уже не	3	4
45	по существу	2	4
46	так что	10	4
47	не в	5	4
48	из них	2	4
49	к нему	4	4
50	а также	5	4
51	то и	2	4
52	то же	6	4
53	у нас	6	4
54	в виде	3	4
55	как это	7	4
56	на этом	2	3
57	тем что	2	3
58	в качестве	6	3
59	и других	2	3
60	и от	5	3
61	в году	30	3
62	главным образом	4	3
63	на первый	2	3
64	а н	2	3
65	того что	2	3
66	было бы	2	3
67	и о	2	3
68	что она	2	3
69	в котором	6	3
70	не будем	2	3
71	а именно	2	3
72	что для	4	3
73	и через	3	3
74	все эти	3	3
75	и по	8	3
76	как мы	9	3
77	выше мы	2	3
78	но он	5	3
79	в этой	4	3
80	по всем	2	3
81	не менее	2	2
82	начиная с	2	2
83	об этом	7	2
84	никогда не	9	2
85	по этому	2	2
86	мы приведем	2	2
87	с другой	3	2
88	не столько	2	2
89	из этих	2	2
90	не был	5	2
91	что и	5	2
92	к ней	4	2
93	что с	2	2
94	того в	2	2
95	это и	2	2
96	кроме того	7	2
97	и как	4	2
98	одним из	2	2
99	по возвращении	3	2
100	совсем не	4	2
101	то время	2	2
102	не имели	2	2
103	совершенно не	2	2
104	что на	2	2
105	тем не	2	2
106	из этого	2	2
107	еще в	4	2
108	один из	4	2
109	но она	3	2
110	все же	3	2
111	в своей	4	2
112	этом и	2	2
113	вся эта	3	2
114	том чтобы	2	2
115	дело не	2	2
116	а с	5	2
117	не было	5	2
118	в течение	9	2
119	образом в	2	2
120	здесь мы	3	2
121	была не	2	2
122	и для	2	2
123	а к	22	2
124	жизнь и	3	2
125	в своих	5	2
126	и то	10	2
127	пока еще	2	2
128	в момент	2	2
129	на себя	3	2
130	это время	3	2
131	под названием	2	2
132	и еще	2	2
133	во всем	4	2
134	в то	8	2
135	видно что	5	2
136	в которой	4	2
