N	2gram	Propp_Isto_7	Komedia
1	и в	24	26
2	и не	4	14
3	так и	5	12
4	и его	3	12
5	в том	7	11
6	может быть	14	11
7	но и	11	10
8	в этом	12	10
9	что в	13	9
10	том что	10	9
11	вместе с	7	9
12	было бы	2	8
13	и на	2	7
14	из них	2	7
15	не только	21	7
16	что и	8	7
17	на себя	2	7
18	во время	6	6
19	то что	7	6
20	еще не	8	6
21	в нем	6	6
22	потому что	9	6
23	и здесь	12	6
24	в то	2	6
25	о том	9	6
26	таким образом	7	6
27	с его	3	5
28	в которой	2	5
29	к этому	2	5
30	что он	21	5
31	в качестве	3	5
32	один из	7	5
33	ни в	2	5
34	с этим	2	5
35	так что	3	5
36	уже в	3	4
37	не менее	5	4
38	у него	10	4
39	восходит к	2	4
40	в этих	13	4
41	тому что	2	4
42	в них	3	4
43	что у	4	4
44	и от	2	4
45	прежде всего	2	4
46	из этих	3	4
47	как мы	3	4
48	как и	6	4
49	одной из	4	4
50	хотя и	3	4
51	все же	9	4
52	не по	2	4
53	в самом	2	4
54	точки зрения	4	4
55	в руках	2	4
56	только в	6	4
57	что это	6	4
58	так как	8	4
59	на этот	2	4
60	как это	2	4
61	его в	3	4
62	с этой	6	3
63	после смерти	3	3
64	в образе	3	3
65	вопрос о	3	3
66	то время	2	3
67	в тех	5	3
68	мы знаем	2	3
69	что его	2	3
70	но все	4	3
71	связи с	3	3
72	но не	6	3
73	того же	2	3
74	брак с	2	3
75	во всех	7	3
76	для нас	6	3
77	со своей	2	3
78	например в	3	3
79	в первую	7	3
80	в котором	2	3
81	не имеет	4	3
82	в их	4	3
83	все это	8	3
84	в связи	2	3
85	того как	3	3
86	то же	8	3
87	ответ на	6	3
88	как в	12	3
89	возможно что	3	3
90	к нему	7	3
91	друг друга	2	3
92	а в	10	3
93	или в	8	3
94	тем что	6	3
95	не может	14	3
96	как он	6	3
97	с дочерью	2	3
98	но в	5	3
99	мы можем	4	3
100	в ответ	3	2
101	если в	2	2
102	из самых	2	2
103	и другие	9	2
104	в другой	3	2
105	не всегда	4	2
106	с другой	9	2
107	это не	10	2
108	представления о	4	2
109	в одной	2	2
110	в конце	3	2
111	представление о	3	2
112	с собой	7	2
113	вовсе не	4	2
114	этом же	2	2
115	то это	5	2
116	своего отца	4	2
117	об этом	6	2
118	в ее	2	2
119	отец и	2	2
120	не в	9	2
121	до сих	2	2
122	в силу	2	2
123	одна из	7	2
124	тот же	2	2
125	с женой	2	2
126	после того	4	2
127	что по	2	2
128	одной стороны	5	2
129	у нее	2	2
130	в действительности	2	2
131	у того	2	2
132	и если	3	2
133	нет необходимости	2	2
134	он не	6	2
135	что из	2	2
136	более поздние	2	2
137	как бы	4	2
138	не вполне	3	2
139	время как	2	2
140	и т	17	2
141	и это	2	2
142	после этого	3	2
143	отношение к	5	2
144	сих пор	3	2
145	со стороны	2	2
146	что она	5	2
147	в многочисленных	2	2
148	так в	4	2
149	если не	4	2
150	с одной	5	2
151	три года	2	2
152	то ли	2	2
153	и что	10	2
154	от всех	2	2
155	и у	2	2
156	в других	4	2
157	мы не	4	2
158	и ее	2	2
159	в один	2	2
160	и все	6	2
161	мы имеем	12	2
162	и после	2	2
