N	2gram	Losev_Prob_2	Hudozhes
1	том что	19	16
2	и в	35	14
3	так и	7	13
4	а не	10	12
5	в том	12	12
6	не только	24	12
7	при этом	3	12
8	о том	18	12
9	прежде всего	11	11
10	и т	6	11
11	в этом	17	11
12	в себе	5	11
13	что он	4	9
14	как и	5	9
15	в качестве	2	9
16	то же	5	9
17	то что	38	8
18	в этой	9	8
19	в то	6	8
20	в его	7	8
21	ничего не	10	8
22	казалось бы	7	7
23	к тому	3	7
24	уже не	8	7
25	не в	2	7
26	еще не	10	7
27	как бы	4	7
28	не может	13	7
29	а в	4	7
30	что в	11	6
31	было бы	8	6
32	не менее	13	5
33	перед нами	2	5
34	в частности	5	5
35	в этих	4	5
36	об этом	2	5
37	может быть	18	5
38	только в	14	5
39	и а	2	5
40	но и	16	5
41	одновременно и	3	5
42	самом деле	4	5
43	можно было	5	5
44	потому что	13	5
45	ни в	6	5
46	точки зрения	2	5
47	но в	6	5
48	связи с	5	4
49	тому что	3	4
50	в своем	4	4
51	и от	3	4
52	и все	5	4
53	на то	6	4
54	можно сказать	6	4
55	и к	3	4
56	а только	6	4
57	тем не	12	4
58	она не	3	4
59	в действительности	2	4
60	несмотря на	3	4
61	мы уже	3	4
62	в самом	5	4
63	и о	4	4
64	в ней	2	4
65	один из	3	4
66	что она	4	4
67	как раз	8	4
68	не было	3	4
69	того что	12	4
70	он не	2	4
71	как будто	6	4
72	в конце	7	4
73	и это	5	4
74	и с	10	4
75	но не	4	3
76	или иная	2	3
77	если бы	4	3
78	отнюдь не	5	3
79	с этим	5	3
80	та или	2	3
81	это в	2	3
82	как мы	5	3
83	говорить о	10	3
84	по своему	5	3
85	что при	4	3
86	такого рода	15	3
87	по преимуществу	2	3
88	о нем	2	3
89	еще в	2	3
90	речь идет	2	3
91	даже в	2	3
92	для себя	9	3
93	все же	8	3
94	то и	4	3
95	в связи	5	3
96	т д	6	3
97	и для	6	3
98	все эти	7	3
99	лишь в	3	3
100	того чтобы	2	3
101	и даже	11	3
102	и по	3	3
103	в таком	11	3
104	в своих	3	3
105	или не	2	3
106	ничем не	2	3
107	тем что	4	3
108	и на	5	3
109	будто бы	5	3
110	его в	3	3
111	а также	2	3
112	едва ли	9	3
113	все еще	4	2
114	так или	6	2
115	говорить об	3	2
116	ясно что	8	2
117	вопрос о	3	2
118	в такой	2	2
119	или иного	5	2
120	по себе	8	2
121	что на	4	2
122	не нужно	3	2
123	да и	10	2
124	так что	11	2
125	одна из	3	2
126	и что	13	2
127	в целом	3	2
128	как нам	2	2
129	себе и	2	2
130	только на	9	2
131	никак не	11	2
132	хотя и	3	2
133	в него	2	2
134	слова как	3	2
135	не знаем	3	2
136	на том	3	2
137	сих пор	4	2
138	на него	2	2
139	что же	9	2
140	в их	3	2
141	все это	4	2
142	внимание на	3	2
143	о двух	2	2
144	а а	6	2
145	мышления и	2	2
146	не знает	3	2
147	все равно	3	2
148	с и	2	2
149	и не	37	2
150	на самом	4	2
151	в значительной	3	2
152	в системе	2	2
153	что не	5	2
154	того или	7	2
155	не имеет	7	2
156	должно быть	2	2
157	той же	2	2
158	или иначе	6	2
159	в результате	4	2
160	пока еще	9	2
161	под ред	2	2
162	не о	6	2
163	о котором	3	2
164	нет ничего	2	2
165	но как	6	2
166	здесь не	2	2
167	говорится о	2	2
168	то чтобы	2	2
169	и поэтому	2	2
170	мы не	7	2
171	до сих	4	2
