N	2gram	Voloshinov_1	Problema
1	и в	38	30
2	в своей	2	22
3	то есть	4	21
4	то что	8	18
5	не только	27	18
6	том что	3	17
7	в этом	10	17
8	и даже	3	14
9	но и	13	13
10	таким образом	7	13
11	потому что	5	13
12	в том	2	12
13	в его	6	12
14	и не	14	12
15	также и	2	12
16	о том	4	12
17	для нас	3	10
18	точки зрения	10	10
19	в этой	6	10
20	все же	7	9
21	сказать что	3	9
22	но в	5	9
23	и вообще	2	9
24	только в	6	9
25	и все	4	9
26	в конце	6	8
27	вовсе не	2	8
28	художественного творчества	5	8
29	хотя и	3	8
30	с точки	5	8
31	никогда не	7	7
32	что он	2	7
33	у нас	4	7
34	как и	10	7
35	в дальнейшем	2	7
36	связи с	3	7
37	но не	2	7
38	может быть	13	7
39	вместе с	5	7
40	так и	6	7
41	в связи	2	7
42	не в	6	7
43	здесь не	2	7
44	прежде всего	21	6
45	можно сказать	4	6
46	уже не	4	6
47	и как	9	6
48	несмотря на	2	6
49	и для	3	6
50	как бы	28	6
51	конце концов	3	6
52	в нем	4	6
53	что и	3	6
54	а в	5	6
55	и его	7	6
56	и на	6	6
57	его в	4	6
58	так как	7	6
59	с тем	8	5
60	что у	3	5
61	в которой	7	5
62	так же	4	5
63	художественное творчество	3	5
64	в самом	4	5
65	и их	5	5
66	не может	12	5
67	не просто	2	5
68	а не	6	5
69	и то	3	5
70	и с	5	5
71	мы можем	7	5
72	если не	3	4
73	еще и	2	4
74	в частности	3	4
75	отнюдь не	10	4
76	но даже	2	4
77	ясно что	2	4
78	об этом	3	4
79	но все	4	4
80	при этом	9	4
81	было бы	7	4
82	и сам	2	4
83	в качестве	4	4
84	не так	3	4
85	гораздо более	2	4
86	а с	5	4
87	и к	4	4
88	не мог	3	4
89	и он	2	4
90	или в	2	4
91	даже и	2	4
92	в себе	9	4
93	в то	9	4
94	все время	5	3
95	для них	2	3
96	однако в	2	3
97	еще более	2	3
98	в отношении	2	3
99	не всегда	2	3
100	не что	4	3
101	перейти к	2	3
102	в ее	3	3
103	что иное	2	3
104	нас не	2	3
105	в начале	3	3
106	тот же	2	3
107	только тогда	2	3
108	еще не	3	3
109	для того	9	3
110	он не	2	3
111	и тем	6	3
112	иное как	2	3
113	бы не	2	3
114	того что	4	3
115	тем же	3	3
116	к нему	2	3
117	в ней	8	3
118	с ним	2	3
119	в одном	3	3
120	в виду	3	3
121	прежде чем	2	2
122	мы будем	6	2
123	и без	4	2
124	является наиболее	3	2
125	в какой	2	2
126	хотя бы	18	2
127	как в	2	2
128	это не	3	2
129	уже в	5	2
130	один из	4	2
131	если он	3	2
132	к этому	2	2
133	или иных	3	2
134	что именно	3	2
135	к тому	4	2
136	то же	14	2
137	как мы	9	2
138	да и	4	2
139	ли не	2	2
140	не будет	3	2
141	равно как	2	2
142	и нет	2	2
143	в свою	6	2
144	кроме того	2	2
145	жизни и	3	2
146	которого и	2	2
147	мы имеем	2	2
148	на его	5	2
149	о своем	3	2
150	конечно не	3	2
151	за ними	2	2
152	но для	3	2
153	и является	5	2
154	в котором	3	2
155	ли он	2	2
156	не к	3	2
157	из них	3	2
158	в первой	2	2
159	на него	4	2
160	и тогда	2	2
161	в середине	2	2
162	отношение к	2	2
163	при всем	2	2
164	все эти	2	2
165	с помощью	6	2
166	тех или	4	2
167	мы не	9	2
168	самом деле	4	2
169	в значительной	2	2
170	того чтобы	7	2
171	его не	2	2
172	можно было	4	2
173	у которого	5	2
174	между тем	3	2
175	тем что	2	2
176	как с	2	2
177	по своей	2	2
178	в области	5	2
179	ничего не	8	2
180	сих пор	2	2
