N	2gram	Voloshinov_1	Psycholo
1	и в	15	38
2	то что	10	35
3	все время	4	30
4	в том	4	25
5	в самом	6	25
6	самом деле	7	21
7	что в	6	20
8	может быть	13	19
9	и что	3	18
10	что она	2	16
11	точки зрения	13	16
12	в ней	5	15
13	если бы	3	14
14	том что	5	14
15	как бы	11	14
16	потому что	4	14
17	в этой	5	13
18	в этом	13	13
19	было бы	6	12
20	не только	5	12
21	мы увидим	4	12
22	таким образом	21	12
23	не в	4	12
24	что он	8	11
25	что это	3	10
26	то же	7	10
27	и не	16	10
28	и все	4	10
29	с точки	10	9
30	того чтобы	2	9
31	увидим что	4	9
32	все же	5	8
33	с этим	6	8
34	в одном	3	8
35	вовсе не	2	8
36	как и	6	8
37	как раз	2	8
38	из этого	2	8
39	и то	2	8
40	в ее	4	7
41	а не	2	7
42	мы можем	12	7
43	не может	13	7
44	как мы	10	7
45	а в	6	7
46	между тем	2	7
47	мы уже	5	7
48	все то	2	7
49	к тому	4	6
50	мы видели	5	6
51	с самого	7	6
52	до сих	3	6
53	она не	2	6
54	один из	4	6
55	тому что	3	6
56	он не	4	6
57	так как	9	6
58	если мы	5	6
59	и его	15	6
60	и на	3	6
61	самого начала	5	6
62	я не	3	5
63	в своем	2	5
64	на этом	5	5
65	совершенно не	2	5
66	в своей	9	5
67	время в	2	5
68	вместе с	4	5
69	но и	4	5
70	сих пор	3	5
71	мы не	4	5
72	в его	9	5
73	так сказать	3	5
74	никогда не	7	4
75	если он	5	4
76	из него	2	4
77	в свою	2	4
78	при этом	7	4
79	не можем	3	4
80	и для	2	4
81	конечно не	3	4
82	во всех	8	4
83	но если	2	4
84	в нем	4	4
85	что и	2	4
86	ее в	2	4
87	в целом	2	4
88	как в	3	4
89	в течение	2	4
90	все эти	9	4
91	того что	2	4
92	и даже	2	4
93	в своих	4	4
94	сказать что	6	4
95	в нас	2	4
96	у него	3	4
97	только в	6	4
98	одна из	3	4
99	в себе	4	4
100	как на	3	3
101	из этих	4	3
102	что все	5	3
103	главным образом	4	3
104	к этому	7	3
105	и к	7	3
106	ни в	6	3
107	он был	3	3
108	конечно в	2	3
109	но это	2	3
110	совсем не	5	3
111	тот же	5	3
112	и о	3	3
113	в основе	3	3
114	должен быть	2	3
115	все это	5	3
116	это только	2	3
117	и только	4	3
118	в таком	3	3
119	далеко не	4	3
120	в то	6	3
121	бы в	2	3
122	его в	8	3
123	но в	9	3
124	в данном	3	2
125	не могут	3	2
126	всех этих	5	2
127	и другие	2	2
128	в этих	2	2
129	отнюдь не	2	2
130	нет никакого	2	2
131	все они	2	2
132	между собой	4	2
133	хотя бы	7	2
134	на самом	2	2
135	во всяком	4	2
136	что оно	2	2
137	и ее	3	2
138	до конца	5	2
139	уже не	5	2
140	у нас	3	2
141	только то	3	2
142	для него	5	2
143	и может	4	2
144	и часто	2	2
145	со всеми	3	2
146	они не	2	2
147	к ней	2	2
148	и очень	2	2
149	всяком случае	3	2
150	все те	4	2
151	можем сказать	2	2
152	для этого	4	2
153	но мы	2	2
154	с ее	3	2
155	данном случае	3	2
156	со стороны	2	2
157	что же	4	2
158	в одной	2	2
159	по мнению	6	2
160	отношения к	2	2
161	в совершенно	2	2
162	и вот	6	2
163	для всех	2	2
164	и наконец	10	2
165	и по	5	2
166	к смерти	4	2
167	нам в	2	2
168	думать что	2	2
169	той же	2	2
170	в качестве	2	2
171	их в	2	2
172	одно из	3	2
173	к себе	3	2
174	в истории	3	2
175	однако и	2	2
176	с ним	12	2
177	ничего не	2	2
178	в эту	2	2
