N	2gram	Propp_Isto_4	Myshleni
1	в том	3	42
2	том что	3	35
3	с помощью	2	31
4	таким образом	10	25
5	в этом	7	24
6	в качестве	7	21
7	в мышлении	2	21
8	и в	26	20
9	что в	14	19
10	то же	8	16
11	то что	16	15
12	не только	15	15
13	что они	6	14
14	как мы	5	13
15	с другой	4	12
16	при этом	3	12
17	потому что	6	12
18	может быть	14	12
19	в целом	2	11
20	так же	18	11
21	в его	5	11
22	мы должны	5	11
23	этого слова	2	11
24	того что	2	10
25	в истории	2	10
26	так как	9	10
27	мы видим	6	10
28	и то	6	10
29	в себе	2	10
30	только в	3	10
31	и другие	3	9
32	и как	5	9
33	но и	12	9
34	другой стороны	4	9
35	как это	3	9
36	как и	7	9
37	что и	9	9
38	и не	9	8
39	и тем	2	8
40	и что	5	8
41	было бы	2	8
42	вместе с	6	8
43	и более	3	7
44	как бы	3	7
45	смысле этого	2	7
46	что мы	3	7
47	же самое	2	7
48	и тот	2	7
49	в своей	4	7
50	а не	6	7
51	тем что	5	7
52	могут быть	6	7
53	уже в	2	6
54	же как	13	6
55	такого рода	2	6
56	мы видели	6	6
57	не может	6	6
58	те же	3	6
59	и на	2	6
60	сказать что	2	6
61	по своей	2	6
62	его в	9	6
63	с тем	2	6
64	что он	10	6
65	в силу	5	6
66	перед нами	3	5
67	в частности	2	5
68	никогда не	2	5
69	это не	5	5
70	раньше чем	5	5
71	на то	3	5
72	увидим что	2	5
73	если бы	2	5
74	и его	10	5
75	с этим	2	5
76	все же	9	5
77	о том	4	5
78	мы уже	5	5
79	так и	10	5
80	как в	7	5
81	все эти	3	5
82	мы можем	6	5
83	в своем	2	4
84	для нас	3	4
85	указывают на	2	4
86	из них	2	4
87	на том	2	4
88	и только	5	4
89	с этой	2	4
90	как он	6	4
91	и с	5	4
92	к этому	5	4
93	его к	3	4
94	и при	3	4
95	по сравнению	3	4
96	только что	3	4
97	между ними	3	4
98	не в	5	4
99	в области	2	4
100	на этом	2	3
101	не могут	2	3
102	не менее	2	3
103	в этих	7	3
104	формы и	2	3
105	точно так	5	3
106	так что	2	3
107	в этой	2	3
108	от того	2	3
109	в связи	2	3
110	и других	3	3
111	на его	3	3
112	но в	5	3
113	сравнению с	3	3
114	и во	2	3
115	этом случае	3	3
116	по существу	3	3
117	приводит нас	4	3
118	представляет собой	2	3
119	во всем	3	3
120	но не	5	3
121	наряду с	3	3
122	себя в	2	3
123	когда он	6	3
124	говорит что	2	3
125	на этот	2	3
126	нас к	7	3
127	ни в	2	3
128	в виде	2	3
129	связи с	3	3
130	что эта	3	3
131	связана с	2	2
132	содержит в	2	2
133	должна быть	2	2
134	в другой	3	2
135	это мы	2	2
136	что на	2	2
137	на нем	5	2
138	что это	2	2
139	и у	5	2
140	но для	2	2
141	в нем	2	2
142	к нему	6	2
143	другими словами	2	2
144	не по	2	2
145	данном случае	3	2
146	не просто	4	2
147	здесь мы	2	2
148	не имеет	3	2
149	а в	8	2
150	в данном	3	2
151	из этих	3	2
152	и здесь	5	2
153	что здесь	7	2
154	их в	7	2
155	мы имеем	7	2
156	между двумя	12	2
157	видели что	3	2
158	к которым	5	2
159	у него	5	2
160	таким же	6	2
161	видим что	2	2
162	показывает что	10	2
163	а затем	3	2
164	с той	2	2
165	указывает на	4	2
166	еще не	6	2
167	различные предметы	2	2
168	видеть в	2	2
169	он говорит	2	2
170	в современной	2	2
171	а также	3	2
172	даже в	4	2
173	не есть	2	2
174	установить что	2	2
175	в языке	2	2
176	связь между	2	2
177	тогда как	4	2
178	того как	4	2
179	и он	3	2
180	к этим	2	2
181	что этот	4	2
182	на котором	3	2
183	здесь не	4	2
