N	2gram	Bakhtin_Pr_2	Literetu
1	не только	16	24
2	при этом	2	19
3	но и	15	17
4	а не	10	16
5	в том	8	16
6	том что	7	14
7	может быть	18	13
8	и не	42	12
9	в этом	20	12
10	прежде всего	11	11
11	в своем	5	11
12	то что	5	10
13	в русской	2	10
14	не в	8	8
15	в целом	5	8
16	и в	45	8
17	только в	9	8
18	как это	2	8
19	не менее	2	7
20	я не	6	7
21	в его	22	7
22	как бы	15	7
23	уже не	6	7
24	в себе	5	7
25	я и	3	7
26	в жизни	3	6
27	как и	14	6
28	и сам	3	6
29	себя в	2	6
30	того что	3	6
31	точки зрения	19	6
32	то есть	50	6
33	с его	8	5
34	что он	7	5
35	же время	3	5
36	для себя	3	5
37	русской литературе	2	5
38	как в	4	5
39	не может	24	5
40	то же	5	5
41	уже в	4	5
42	тем самым	2	5
43	одним из	3	5
44	в то	5	5
45	перестает быть	3	4
46	для этого	3	4
47	это не	3	4
48	о себе	3	4
49	в конце	4	4
50	но не	6	4
51	еще не	9	4
52	все же	4	4
53	из них	9	4
54	в художественном	3	4
55	в своей	6	4
56	со стороны	4	4
57	так и	3	4
58	и т.п	6	4
59	никогда не	17	4
60	в чужом	2	4
61	лишь в	2	4
62	друг друга	7	4
63	и его	8	4
64	ведет к	2	4
65	как раз	6	4
66	в своих	4	4
67	не как	6	4
68	мир в	2	4
69	в основе	2	3
70	не было	2	3
71	что в	6	3
72	одна из	3	3
73	с их	4	3
74	в пределах	4	3
75	и прежде	2	3
76	например в	2	3
77	в самом	13	3
78	у него	6	3
79	в сфере	2	3
80	один из	2	3
81	и др	4	3
82	жизни и	15	3
83	в их	4	3
84	по отношению	8	3
85	бы не	3	3
86	а в	3	3
87	таким образом	11	3
88	этой точки	2	3
89	и даже	3	3
90	потому что	8	3
91	он и	4	3
92	но в	6	3
93	далеко не	4	3
94	его в	3	3
95	в области	2	3
96	в виду	2	3
97	а как	4	2
98	должна быть	3	2
99	для них	3	2
100	у достоевского	14	2
101	все они	4	2
102	превращается в	4	2
103	подобно тому	2	2
104	человека и	2	2
105	от автора	4	2
106	а потому	2	2
107	для понимания	2	2
108	в мире	3	2
109	а только	2	2
110	по выражению	2	2
111	х годов	2	2
112	или иной	3	2
113	для него	9	2
114	было бы	4	2
115	за пределы	5	2
116	относится к	2	2
117	сознания а	2	2
118	на почве	4	2
119	даже в	6	2
120	не является	3	2
121	в нем	20	2
122	не есть	2	2
123	отношению к	8	2
124	в сущности	7	2
125	не на	4	2
126	этом отношении	2	2
127	все эти	4	2
128	это как	2	2
129	самом деле	4	2
130	что не	5	2
131	хотя бы	5	2
132	с точки	9	2
133	что для	2	2
134	можно было	2	2
135	тому как	2	2
136	нового времени	3	2
137	героя с	2	2
138	тем что	2	2
139	могут быть	4	2
140	не оставляет	3	2
141	автора в	3	2
142	о том	3	2
143	творческого процесса	2	2
144	как он	4	2
145	которая не	2	2
146	в сознании	2	2
