N	3gram	Trubetskoy_1	Psycholo
1	в том что	15	17
2	для того чтобы	7	13
3	в самом деле	5	11
4	с точки зрения	8	10
5	заключается в том	2	10
6	не может быть	3	8
7	на то что	7	6
8	до сих пор	8	5
9	на самом деле	7	5
10	в данном случае	3	4
11	так же как	3	4
12	о том что	4	4
13	мы знаем что	7	4
14	в том случае	4	4
15	том случае если	4	4
16	тем не менее	4	4
17	в то время	2	3
18	в конце концов	4	3
19	в том виде	2	3
20	том что он	2	3
21	по сравнению с	5	2
22	в свою очередь	2	2
23	то же время	2	2
24	заключает в себе	2	2
25	как и в	2	2
26	бы то ни	2	2
27	и в том	2	2
28	во всяком случае	2	2
29	таким образом в	3	2
30	в то же	2	2
31	и то что	3	2
32	в этой области	4	2
33	но так как	2	2
34	он не может	2	2
35	в том и	2	2
36	с другой стороны	4	2
