N	2gram	Medvedev_F_3	Problemy
1	и в	27	34
2	и не	30	29
3	как бы	8	27
4	что он	6	23
5	в его	7	22
6	к другому	2	20
7	может быть	25	19
8	в нем	15	19
9	не может	24	19
10	и все	8	19
11	как и	14	18
12	но в	6	16
13	все это	7	16
14	и его	19	16
15	в этом	18	16
16	и с	3	15
17	прежде всего	4	15
18	то же	15	14
19	самом деле	16	13
20	т е	32	12
21	но и	10	12
22	же время	7	12
23	потому что	7	12
24	в то	7	12
25	вовсе не	28	11
26	в сущности	2	11
27	то что	8	11
28	на самом	14	11
29	не только	9	10
30	слова и	4	10
31	в отношении	2	9
32	не в	12	9
33	а не	17	9
34	героя и	2	9
35	никогда не	5	8
36	в самом	11	8
37	и т	11	8
38	так же	9	8
39	точки зрения	16	8
40	что же	5	8
41	и для	6	8
42	что в	8	7
43	и даже	2	7
44	этого слова	2	7
45	все же	6	7
46	как мы	8	7
47	там где	7	7
48	что они	5	6
49	в пределах	8	6
50	и на	3	6
51	с его	2	6
52	от него	2	6
53	мы уже	3	6
54	отношению к	3	6
55	так и	21	6
56	т п	5	6
57	в себе	3	6
58	только в	8	6
59	все время	6	5
60	что это	3	5
61	это не	3	5
62	и от	11	5
63	в конце	3	5
64	к тому	4	5
65	и что	3	5
66	того что	3	5
67	дело идет	3	5
68	всяком случае	6	5
69	в целом	4	5
70	из них	2	5
71	по отношению	3	5
72	таким образом	18	5
73	лишь в	9	5
74	он и	3	5
75	мы должны	2	5
76	с тем	7	5
77	на протяжении	2	5
78	даже в	2	5
79	что и	2	5
80	героя в	3	5
81	хотя бы	6	5
82	в слове	4	5
83	во всяком	6	5
84	друг другу	2	4
85	то ни	4	4
86	с другой	6	4
87	ни было	5	4
88	ни в	8	4
89	да и	4	4
90	но это	2	4
91	на этом	2	4
92	при этом	8	4
93	в общем	2	4
94	не о	3	4
95	бы то	4	4
96	человека как	2	4
97	все эти	6	4
98	его в	7	4
99	так как	9	4
100	если бы	12	4
101	как раз	8	4
102	этом смысле	2	4
103	но не	5	4
104	еще не	6	4
105	с таким	2	4
106	внутренней речи	2	4
107	бы и	3	4
108	как в	4	4
109	только на	4	4
110	с точки	14	4
111	тем что	5	4
112	и это	2	4
113	ничего не	2	4
114	вместе с	6	4
115	не менее	7	3
116	уже в	4	3
117	для этого	2	3
118	но так	2	3
119	в каждом	5	3
120	в такой	2	3
121	в том	7	3
122	такой же	2	3
123	совсем не	5	3
124	до конца	4	3
125	в реальном	5	3
126	но для	2	3
127	в него	3	3
128	в виду	3	3
129	в котором	2	3
130	с ее	2	3
131	мы видели	4	3
132	жизни и	4	3
133	другой стороны	5	3
134	вот как	2	3
135	его и	3	3
136	в одной	5	3
137	их в	3	3
138	говорит он	5	3
139	в ней	5	3
140	нуждается в	3	3
141	говорить о	2	3
142	в высшей	2	3
143	как он	2	3
144	конце концов	2	3
145	большинстве случаев	5	3
146	бы в	6	3
147	а что	3	3
148	сознания и	2	3
149	внутренняя речь	2	3
150	установкой на	2	3
151	не как	2	3
152	и во	2	3
153	раз и	3	3
154	по себе	4	3
155	в ее	4	3
156	том что	4	3
157	так чтобы	2	3
158	между тем	7	3
159	еще в	3	3
160	нет и	3	3
161	в своей	6	3
162	к самому	2	3
163	совсем другое	2	3
164	сводится к	5	3
165	и как	4	3
166	без исключения	5	3
167	функции в	3	3
168	высшей степени	2	3
169	теперь на	2	3
170	может войти	4	2
171	в роман	4	2
172	в сторону	2	2
173	тому что	3	2
174	а вовсе	4	2
175	столь же	3	2
176	вообще не	2	2
177	переходит в	2	2
178	в кругозор	2	2
179	именно потому	2	2
180	вследствие этого	3	2
181	или иной	2	2
182	тем не	2	2
183	мы знаем	4	2
184	мы и	3	2
185	же слова	2	2
186	в большинстве	4	2
187	в последнем	2	2
188	кажется что	2	2
189	увидеть и	2	2
190	совпадает с	2	2
191	же и	4	2
192	со всею	2	2
193	был бы	2	2
194	не является	5	2
195	он может	2	2
196	друг друга	5	2
197	и со	2	2
198	отличается от	2	2
199	в своем	2	2
200	и только	2	2
201	т д	6	2
202	же он	2	2
203	те же	3	2
204	пределах одного	2	2
205	увидим что	2	2
206	без труда	2	2
207	в которых	3	2
208	и мир	2	2
209	о том	4	2
210	сказать что	3	2
211	слово в	2	2
212	к которому	2	2
213	и лишь	2	2
214	нисколько не	2	2
215	всех этих	2	2
216	смысле этого	2	2
217	отнюдь не	8	2
218	однако в	2	2
219	в них	3	2
220	здесь и	6	2
221	в жизни	11	2
222	на тему	2	2
223	все без	3	2
224	как его	9	2
225	это и	2	2
226	а к	2	2
227	более того	6	2
228	то в	2	2
229	того же	3	2
230	было бы	6	2
231	мы увидим	2	2
232	конечно не	4	2
233	за пределы	2	2
234	во всех	3	2
235	и потому	5	2
236	о нем	3	2
237	войти в	5	2
238	так в	2	2
239	слова как	2	2
240	в отличие	2	2
241	входит в	8	2
242	бы не	2	2
243	жизнь и	3	2
244	в той	3	2
245	уже не	3	2
246	той же	3	2
247	тому как	5	2
248	подобно тому	4	2
249	и ее	6	2
250	мы без	2	2
251	так сказать	5	2
252	отличие от	2	2
