N	2gram	Losev_Dial_3	Myshleni
1	в этом	8	29
2	точки зрения	25	28
3	и в	24	26
4	не только	23	24
5	для себя	2	24
6	то что	14	24
7	таким образом	13	23
8	с точки	14	21
9	в том	5	18
10	и не	27	18
11	для того	3	18
12	том что	8	17
13	потому что	7	16
14	как и	7	15
15	того что	12	14
16	так же	4	14
17	так как	6	14
18	как мы	2	14
19	что в	7	12
20	и его	5	12
21	но и	9	11
22	только не	10	11
23	в слове	3	11
24	не может	19	11
25	тому что	4	9
26	в самом	7	9
27	что мы	8	9
28	в сущности	10	9
29	тем что	3	9
30	в себе	2	9
31	же как	2	8
32	то же	6	8
33	что она	9	8
34	сказать что	4	8
35	что он	13	8
36	ее в	2	8
37	тем самым	3	8
38	той же	3	8
39	только в	5	8
40	к тому	4	7
41	прежде всего	8	7
42	может быть	13	7
43	и к	5	7
44	мы не	5	7
45	и то	4	7
46	вопрос о	5	6
47	в смысле	2	6
48	нас к	2	6
49	и тем	2	6
50	именно в	2	6
51	как на	5	6
52	как бы	3	6
53	все что	3	6
54	и что	15	6
55	было бы	5	6
56	все эти	3	6
57	все же	3	6
58	самом деле	6	6
59	а не	26	6
60	что это	12	6
61	с этой	5	5
62	оно есть	2	5
63	одной стороны	3	5
64	если бы	6	5
65	и следовательно	2	5
66	в виду	7	5
67	с одной	3	5
68	никак не	2	5
69	и с	6	5
70	одно из	5	5
71	бы в	2	5
72	как это	5	5
73	тогда когда	5	5
74	в силу	3	5
75	она не	3	5
76	только что	4	5
77	и для	2	5
78	что этот	2	5
79	в данном	2	5
80	не менее	11	4
81	не могут	4	4
82	никогда не	7	4
83	что у	2	4
84	с другой	4	4
85	и от	3	4
86	не можем	2	4
87	на то	3	4
88	так что	8	4
89	целый ряд	2	4
90	то и	3	4
91	этой точки	2	4
92	друг друга	3	4
93	и во	2	4
94	в его	2	4
95	о том	6	4
96	но в	2	4
97	еще не	2	4
98	не есть	54	4
99	это и	7	4
100	что оно	7	4
101	должны быть	3	4
102	не в	3	4
103	это есть	8	4
104	и только	6	4
105	учения о	2	4
106	учение о	8	3
107	я не	6	3
108	в одинаковой	2	3
109	для этого	2	3
110	все это	6	3
111	это не	4	3
112	из этих	2	3
113	есть то	6	3
114	одно и	5	3
115	тем не	10	3
116	но это	5	3
117	есть в	3	3
118	для него	4	3
119	в ней	2	3
120	и является	2	3
121	в основе	3	3
122	из двух	3	3
123	на котором	2	3
124	только и	2	3
125	но только	4	3
126	и по	2	3
127	в мысли	2	3
128	он не	5	3
129	мы уже	3	3
130	в первом	2	3
131	по себе	20	3
132	есть не	9	3
133	об этом	6	3
134	во всем	3	3
135	в то	5	3
136	но не	2	3
137	в одной	3	3
138	и о	3	3
139	и потому	2	3
140	нет и	4	3
141	что и	6	3
142	этого мы	2	3
143	так и	5	3
144	только на	7	3
145	как раз	7	3
146	из того	2	3
147	только потому	2	3
148	к нему	3	3
149	отличается от	8	3
150	в чем	4	3
151	перед нами	3	2
152	что если	2	2
153	она должна	2	2
154	можно ли	5	2
155	себя и	2	2
156	никто не	2	2
157	точно так	2	2
158	что все	14	2
159	следовательно не	2	2
160	то время	4	2
161	показывает что	2	2
162	только о	3	2
163	мы знаем	3	2
164	для нас	2	2
165	ни в	9	2
166	что его	5	2
167	мы и	4	2
168	а из	2	2
169	случае не	3	2
170	несмотря на	2	2
171	или в	2	2
172	но для	2	2
173	но если	6	2
174	в нем	3	2
175	есть только	12	2
176	только одно	2	2
177	то как	2	2
178	в их	2	2
179	того и	2	2
180	время как	4	2
181	обе стороны	2	2
182	это привело	2	2
183	и больше	4	2
184	не имеет	11	2
185	должно быть	3	2
186	а в	2	2
187	что для	5	2
188	в своих	2	2
189	также и	2	2
190	мере в	3	2
191	и ничего	4	2
192	и есть	16	2
193	к этой	2	2
194	возможно только	6	2
195	с этим	3	2
196	вовсе не	13	2
197	и здесь	2	2
198	у нас	4	2
199	то в	2	2
200	ведь это	2	2
201	со всеми	2	2
202	совершенно не	2	2
203	только к	2	2
204	ее от	2	2
205	из этого	2	2
206	что же	11	2
207	но то	2	2
208	на основании	2	2
209	даже если	2	2
210	и она	2	2
211	что не	5	2
212	из которых	3	2
213	и он	2	2
214	нас в	2	2
215	во всяком	2	2
216	могут быть	2	2
217	и ее	3	2
218	если же	8	2
219	мы говорим	2	2
220	ничего не	17	2
221	может и	2	2
