N	2gram	Voloshinov_2	Myshleni
1	в том	7	33
2	том что	10	27
3	точки зрения	17	26
4	то что	4	20
5	в этом	15	19
6	с точки	13	18
7	того что	4	17
8	и в	19	15
9	не только	13	15
10	речи и	13	15
11	что в	2	14
12	таким образом	14	14
13	и речи	2	13
14	что он	4	12
15	того чтобы	6	12
16	и т.д	4	12
17	в самом	6	11
18	в процессе	18	11
19	но и	10	10
20	было бы	4	10
21	для того	6	10
22	мы не	2	10
23	мы можем	6	10
24	в своем	2	9
25	может быть	28	9
26	не является	8	9
27	не может	18	9
28	о том	3	9
29	в сущности	14	9
30	связи с	13	9
31	так и	10	8
32	никогда не	7	8
33	не в	10	8
34	если бы	11	8
35	к тому	6	7
36	мы знаем	2	7
37	высшей степени	3	7
38	одной стороны	3	7
39	с одной	3	7
40	и не	19	7
41	в высшей	3	7
42	на основе	3	7
43	как бы	19	7
44	по себе	3	7
45	он не	3	7
46	и т.п	10	7
47	во всяком	3	7
48	речи к	2	7
49	что это	2	6
50	в отношении	4	6
51	точку зрения	2	6
52	как мы	15	6
53	в этой	3	6
54	мы уже	6	6
55	на то	4	6
56	мы видели	4	6
57	по отношению	8	6
58	в связи	7	6
59	с другой	3	6
60	сказать что	4	6
61	в истории	3	6
62	но в	7	6
63	в зависимости	2	6
64	вовсе не	11	6
65	в учении	2	6
66	как и	9	6
67	зависимости от	2	6
68	вместе с	2	6
69	если мы	6	6
70	самом деле	9	6
71	речи в	10	6
72	всяком случае	2	6
73	там где	2	6
74	это не	4	5
75	уже в	2	5
76	вопрос о	2	5
77	смысле слова	5	5
78	и их	4	5
79	с помощью	6	5
80	и даже	2	5
81	речь и	4	5
82	друг друга	2	5
83	социальной среды	3	5
84	речью и	2	5
85	отношению к	8	5
86	внутренней речи	7	5
87	приводит к	2	5
88	то же	16	5
89	связана с	2	4
90	независимо от	2	4
91	прежде всего	7	4
92	является для	2	4
93	что оно	3	4
94	речи мы	6	4
95	не имеет	3	4
96	так же	5	4
97	а в	3	4
98	и с	2	4
99	в начале	2	4
100	так как	3	4
101	с его	8	4
102	к которым	3	4
103	к этому	5	4
104	все же	5	4
105	в качестве	3	4
106	в своей	3	4
107	как раз	4	4
108	а с	2	4
109	хотя бы	6	4
110	и его	16	4
111	только в	8	4
112	все время	2	3
113	в собственном	2	3
114	что они	2	3
115	для него	9	3
116	при этом	9	3
117	смысле этого	4	3
118	и до	3	3
119	языка и	15	3
120	все эти	3	3
121	они не	2	3
122	лишь в	14	3
123	с другими	3	3
124	в основе	9	3
125	и все	6	3
126	не существует	3	3
127	и особенно	2	3
128	с этим	3	3
129	лежит в	2	3
130	тем более	5	3
131	но не	2	3
132	того же	5	3
133	одной из	3	3
134	для себя	4	3
135	собственном смысле	2	3
136	только что	3	3
137	и значением	6	3
138	на самом	7	3
139	а не	9	3
140	речь в	4	3
141	или в	2	3
142	значение в	4	3
143	в данном	5	3
144	это же	2	3
145	в отличие	3	3
146	и ее	4	3
147	этого слова	5	3
148	и это	3	3
149	отличие от	3	3
150	ничего не	4	3
151	в этих	3	2
152	перед нами	3	2
153	столь же	3	2
154	и речь	2	2
155	на все	2	2
156	или иной	5	2
157	как процесс	2	2
158	ни в	6	2
159	и как	6	2
160	и более	7	2
161	категорий и	2	2
162	но что	2	2
163	той или	4	2
164	и самого	2	2
165	в котором	3	2
166	и тем	4	2
167	на этой	5	2
168	могут быть	3	2
169	в их	5	2
170	должно быть	3	2
171	не следует	2	2
172	но для	2	2
173	в более	2	2
174	же самое	6	2
175	но ведь	3	2
176	однако и	2	2
177	или как	2	2
178	все те	4	2
179	от этого	2	2
180	у него	2	2
181	отнюдь не	8	2
182	следует что	4	2
183	связь с	4	2
184	к его	2	2
185	для всего	3	2
186	стороны и	2	2
187	именно в	2	2
188	подход к	2	2
189	мы увидим	2	2
190	прав в	2	2
191	за пределы	3	2
192	в его	5	2
193	должен быть	2	2
194	что и	3	2
195	во всех	6	2
196	или менее	2	2
197	и тогда	2	2
198	и для	7	2
199	и эта	2	2
200	которой мы	2	2
201	той же	3	2
202	речи которые	2	2
203	тем что	2	2
204	в себе	4	2
205	в другом	3	2
206	на протяжении	2	2
207	его к	2	2
208	более или	2	2
209	для данной	3	2
