N	2gram	Losev_Prob_2	PoTuStor
1	может быть	18	17
2	и в	35	16
3	прежде всего	11	9
4	таким образом	4	9
5	в этом	17	9
6	мы можем	6	9
7	и только	4	9
8	совершенно не	2	8
9	и с	10	8
10	точки зрения	2	8
11	не может	13	8
12	сказать что	24	7
13	не только	24	7
14	и это	5	6
15	и к	3	6
16	самом деле	4	6
17	при этом	3	6
18	конечно не	2	6
19	все эти	7	5
20	что такое	18	5
21	ни в	6	5
22	сознание и	2	5
23	еще не	10	5
24	как бы	4	5
25	в него	2	5
26	с самого	3	4
27	самого начала	2	4
28	и их	3	4
29	отнюдь не	5	4
30	но и	16	4
31	так и	7	4
32	все это	4	4
33	хотя бы	12	4
34	и все	5	4
35	мысли и	2	4
36	так как	7	4
37	и не	37	4
38	на самом	4	4
39	как мы	5	4
40	но мы	3	4
41	и ее	2	4
42	можно сказать	6	4
43	и наконец	3	4
44	и даже	11	4
45	и на	5	4
46	в этой	9	4
47	все что	3	4
48	только в	14	4
49	его в	3	4
50	для всех	2	4
51	но в	6	4
52	в его	7	4
53	на этой	2	3
54	и значение	4	3
55	в этих	4	3
56	что в	11	3
57	и есть	4	3
58	во всех	2	3
59	и др	2	3
60	вместе с	2	3
61	сих пор	4	3
62	даже не	3	3
63	этом смысле	5	3
64	учение о	2	3
65	и притом	3	3
66	крайней мере	6	3
67	в том	12	3
68	а в	4	3
69	том что	19	3
70	и как	4	3
71	с другими	5	3
72	то что	38	3
73	их в	4	3
74	в основе	3	3
75	по крайней	6	3
76	только как	3	3
77	только на	9	3
78	в общем	4	3
79	едва ли	9	3
80	в области	6	3
81	во всяком	13	3
82	до сих	4	3
83	всяком случае	10	3
84	не существует	6	2
85	и этот	3	2
86	в голову	2	2
87	не менее	13	2
88	нет и	3	2
89	с историей	2	2
90	может иметь	2	2
91	один из	3	2
92	не могут	4	2
93	что и	2	2
94	не есть	33	2
95	не будет	11	2
96	сознания и	2	2
97	другими словами	6	2
98	в частности	5	2
99	что не	5	2
100	а может	2	2
101	между собой	5	2
102	для этого	3	2
103	в них	2	2
104	если мы	9	2
105	вообще не	4	2
106	оно не	3	2
107	из этих	3	2
108	с этим	5	2
109	то же	5	2
110	с нею	2	2
111	что оно	2	2
112	не знает	3	2
113	только и	3	2
114	сводится к	2	2
115	что он	4	2
116	мы не	7	2
117	в одно	2	2
118	этой теории	4	2
119	что на	4	2
120	что мы	14	2
121	на первый	4	2
122	в науке	3	2
123	и по	3	2
124	но зато	2	2
125	и для	6	2
126	нам кажется	2	2
127	войти в	2	2
128	в область	4	2
129	для нас	9	2
130	как и	5	2
131	так же	5	2
132	но это	6	2
133	есть в	4	2
134	мы уже	3	2
135	совсем не	7	2
136	по своему	5	2
137	он не	2	2
138	между собою	4	2
139	в каком	4	2
140	не можем	4	2
141	существует только	2	2
142	говорить о	10	2
143	и вообще	16	2
144	об его	2	2
145	было бы	8	2
146	и мы	2	2
147	но ведь	3	2
148	о том	18	2
149	в самом	5	2
150	но как	6	2
151	только то	3	2
152	и о	4	2
153	и действительно	2	2
154	для меня	5	2
