N	2gram	Bakhtin_Fr_8	Problemy
1	и не	9	31
2	и в	56	29
3	в его	18	24
4	может быть	3	24
5	а не	2	22
6	в этом	14	22
7	как бы	11	19
8	в нем	8	19
9	точки зрения	6	19
10	для него	2	18
11	не только	8	15
12	то что	3	15
13	не как	2	14
14	но и	9	14
15	и его	12	14
16	то же	11	14
17	рядом с	3	14
18	в пределах	5	13
19	уже не	3	13
20	с точки	2	13
21	как и	5	12
22	о себе	2	12
23	точка зрения	2	12
24	не может	2	12
25	таким образом	17	12
26	в одном	2	10
27	в самом	9	10
28	в то	12	10
29	только в	9	10
30	там где	3	10
31	с его	5	9
32	это не	2	9
33	все же	2	9
34	в романе	21	9
35	но не	5	9
36	же время	10	9
37	все эти	15	9
38	если бы	2	9
39	в своем	3	8
40	до конца	11	8
41	что он	2	8
42	что в	5	8
43	последнее слово	5	8
44	в своей	2	8
45	потому что	6	8
46	в том	13	8
47	прежде всего	6	7
48	вовсе не	6	7
49	том что	8	7
50	не в	3	7
51	за пределы	4	7
52	зрения на	2	7
53	так и	13	7
54	в форме	3	7
55	и как	2	7
56	а в	2	7
57	и на	7	7
58	в себе	4	7
59	мира и	2	7
60	но в	6	7
61	все это	8	6
62	несмотря на	2	6
63	к нему	2	6
64	одним из	5	6
65	был бы	3	6
66	что она	2	6
67	как раз	2	6
68	самом деле	2	6
69	в мире	2	6
70	так же	2	6
71	на мир	2	6
72	его в	2	6
73	и потому	4	6
74	так как	4	6
75	перед нами	3	5
76	и др	8	5
77	было бы	2	5
78	более того	3	5
79	еще не	10	5
80	в сущности	8	5
81	и о	3	5
82	у него	7	5
83	он не	5	5
84	той же	6	5
85	на самом	2	5
86	в творчестве	5	5
87	мир и	2	5
88	с их	2	5
89	между тем	3	5
90	он и	2	5
91	с ним	2	5
92	в результате	5	4
93	в едином	3	4
94	в литературе	3	4
95	бы и	2	4
96	что и	3	4
97	его как	2	4
98	но это	2	4
99	и с	8	4
100	даже в	4	4
101	в процессе	5	4
102	в свете	4	4
103	не на	3	4
104	и для	2	4
105	не было	5	4
106	как мы	7	4
107	они не	5	4
108	и наконец	3	4
109	их в	4	4
110	в основе	4	4
111	в этой	6	4
112	так сказать	5	4
113	уже в	2	3
114	никогда не	5	3
115	в них	11	3
116	с другой	2	3
117	нового времени	2	3
118	романа в	2	3
119	мире в	2	3
120	точек зрения	2	3
121	ни в	2	3
122	одна из	4	3
123	кроме того	3	3
124	себе и	2	3
125	в духе	4	3
126	и до	10	3
127	в их	3	3
128	другой стороны	2	3
129	на котором	2	3
130	например в	4	3
131	и построения	2	3
132	здесь с	3	3
133	и здесь	3	3
134	в своих	4	3
135	сказать что	3	3
136	но с	2	3
137	как к	2	3
138	далеко не	2	3
139	бы в	3	3
140	все его	3	3
141	всех этих	3	2
142	связи с	6	2
143	друг другу	2	2
144	то ни	2	2
145	с этой	2	2
146	и во	2	2
147	для своего	2	2
148	с начала	3	2
149	для понимания	2	2
150	в условиях	5	2
151	его к	3	2
152	и ее	4	2
153	и к	4	2
154	его творчество	3	2
155	так что	3	2
156	мы видим	6	2
157	как целое	2	2
158	не потому	2	2
159	бы то	2	2
160	при этом	4	2
161	благодаря этому	2	2
162	есть и	5	2
163	своего времени	6	2
164	и сам	2	2
165	конечно не	4	2
166	лишь там	2	2
167	которые были	2	2
168	наконец в	4	2
169	все те	2	2
170	до сих	8	2
171	в котором	2	2
172	его творчестве	2	2
173	один из	5	2
174	в большинстве	7	2
175	на его	6	2
176	начала и	4	2
177	в первой	3	2
178	ни одного	2	2
179	сих пор	8	2
180	данном случае	2	2
181	мы уже	10	2
182	ни было	2	2
183	во всей	2	2
184	в отношении	5	2
185	в изображении	4	2
186	и даже	8	2
187	на языке	2	2
188	в той	6	2
189	здесь мы	3	2
190	весь этот	2	2
191	из которых	2	2
192	между ними	2	2
193	конечно и	3	2
194	в данном	2	2
195	в которых	2	2
196	в ней	4	2
197	но он	3	2
198	как например	3	2
199	во все	3	2
200	со всею	3	2
201	большинстве случаев	6	2
202	в которой	4	2
203	нет ни	2	2
204	по преимуществу	2	2
