N	2gram	Bakhtin_Pr_4	Istorich
1	и в	46	22
2	мы имеем	3	19
3	в этом	16	17
4	что в	4	15
5	не только	14	14
6	но и	12	12
7	и не	27	12
8	и пр	2	11
9	может быть	23	11
10	в этих	4	11
11	или в	8	11
12	еще не	7	10
13	таким образом	4	10
14	но в	6	10
15	что он	6	9
16	в нем	17	9
17	что и	3	9
18	вместе с	2	9
19	в том	9	9
20	с этим	2	8
21	том что	4	8
22	как мы	12	8
23	другой стороны	3	7
24	с другой	3	7
25	но не	4	7
26	то что	4	7
27	уже не	4	7
28	этих случаях	2	7
29	и здесь	4	7
30	так как	5	7
31	там где	2	7
32	это не	5	6
33	мы уже	3	6
34	то и	2	6
35	а в	2	6
36	то же	6	6
37	а не	11	6
38	друг друга	6	6
39	так в	2	6
40	мы можем	4	6
41	ничего не	2	6
42	если бы	3	6
43	не менее	2	5
44	живет в	2	5
45	так что	2	5
46	до сих	8	5
47	есть и	2	5
48	все же	4	5
49	он не	4	5
50	сих пор	8	5
51	к нему	5	5
52	могут быть	2	5
53	у меня	3	5
54	в этой	3	5
55	и другие	3	4
56	у нас	2	4
57	не в	10	4
58	в пределах	10	4
59	только в	6	4
60	на этом	3	4
61	она не	3	4
62	они не	2	4
63	одним из	3	4
64	к ней	2	4
65	отношение к	3	4
66	для нас	2	4
67	мы здесь	2	4
68	и его	6	4
69	и на	11	4
70	в данном	2	4
71	не может	19	4
72	но он	3	4
73	тем что	3	4
74	имеем в	3	4
75	и они	2	4
76	все эти	4	4
77	в других	2	4
78	и с	7	4
79	превращается в	4	3
80	целый ряд	2	3
81	в одной	2	3
82	о себе	5	3
83	и все	9	3
84	прежде всего	9	3
85	стороны и	2	3
86	от них	2	3
87	очень часто	4	3
88	к тому	2	3
89	и к	9	3
90	как и	12	3
91	и как	2	3
92	но это	6	3
93	все что	2	3
94	у него	5	3
95	было бы	3	3
96	мы увидим	6	3
97	в его	9	3
98	никогда не	6	3
99	вступить в	2	3
100	все равно	2	3
101	на том	2	3
102	так же	3	3
103	сказать что	2	3
104	потому что	4	3
105	он и	4	3
106	из этих	3	3
107	далеко не	3	3
108	о том	5	3
109	здесь не	4	3
110	их в	3	3
111	одном из	2	3
112	героя с	2	2
113	не было	2	2
114	все время	2	2
115	здесь и	3	2
116	и так	2	2
117	в особом	2	2
118	в одном	11	2
119	в жизни	5	2
120	на все	2	2
121	вовсе не	9	2
122	вопрос о	2	2
123	но конечно	2	2
124	нам уже	3	2
125	можно сказать	4	2
126	во всяком	2	2
127	ни в	6	2
128	но все	2	2
129	такой же	3	2
130	одна из	2	2
131	как в	4	2
132	при этом	5	2
133	никому не	2	2
134	не дает	2	2
135	на себя	4	2
136	совершенно не	4	2
137	например в	4	2
138	себе и	3	2
139	и о	3	2
140	же как	2	2
141	да и	4	2
142	хотя и	6	2
143	но этот	3	2
144	и он	6	2
145	в котором	5	2
146	к жизни	2	2
147	то это	3	2
148	отношению к	5	2
149	и это	3	2
150	жизни и	5	2
151	но она	2	2
152	образом и	3	2
153	так и	4	2
154	только на	3	2
155	он ничего	2	2
156	по отношению	5	2
157	в своем	3	2
158	той же	3	2
159	еще более	3	2
160	этот вопрос	2	2
161	и что	3	2
162	и даже	3	2
163	и для	3	2
164	а то	3	2
165	в которых	2	2
166	между тем	2	2
167	точки зрения	11	2
168	в другом	2	2
169	в то	5	2
170	ту же	2	2
171	большинстве случаев	8	2
172	в него	6	2
173	с собой	3	2
