N	2gram	Bakhtin_Fr_4	Narrotol
1	не только	10	31
2	но и	9	27
3	и не	16	23
4	при этом	3	19
5	может быть	2	15
6	в частности	3	14
7	в качестве	3	14
8	как и	12	13
9	только в	2	12
10	в этом	11	12
11	и в	29	11
12	своего рода	6	10
13	и его	8	10
14	времени и	2	9
15	то что	4	9
16	то есть	21	9
17	то же	10	8
18	в том	7	8
19	со стороны	2	8
20	и т.п	12	8
21	не может	2	8
22	уже не	2	8
23	у него	5	7
24	том что	3	7
25	но в	12	7
26	к тому	2	6
27	а также	2	6
28	не мог	2	6
29	как бы	8	6
30	один из	4	6
31	жизни и	4	6
32	как раз	2	6
33	или в	2	6
34	в себе	3	6
35	в его	8	6
36	в этой	13	6
37	перед нами	4	5
38	в своей	5	5
39	так и	11	5
40	и на	11	5
41	точки зрения	4	5
42	с его	4	4
43	о чем	2	4
44	никогда не	2	4
45	в литературе	4	4
46	соответствии с	2	4
47	все же	3	4
48	то в	3	4
49	но не	2	4
50	же время	8	4
51	прежде всего	8	4
52	еще не	4	4
53	к нему	3	4
54	в ней	3	4
55	в нем	5	4
56	из них	6	4
57	как в	2	4
58	того что	3	4
59	того чтобы	3	4
60	хотя и	2	4
61	в то	10	4
62	что у	3	4
63	о том	2	4
64	в эпизоде	2	4
65	тому как	3	3
66	но они	4	3
67	в нашем	4	3
68	в своем	3	3
69	это не	5	3
70	в жизни	2	3
71	что он	4	3
72	еще раз	2	3
73	и как	3	3
74	но как	3	3
75	как известно	2	3
76	для того	3	3
77	и о	5	3
78	он не	3	3
79	начала и	3	3
80	именно в	2	3
81	в слове	2	3
82	и то	2	3
83	также и	4	3
84	их в	2	3
85	и с	9	3
86	подобно тому	3	3
87	этого эпизода	7	3
88	как будто	2	3
89	и все	13	3
90	о своей	2	2
91	в этих	2	2
92	его и	2	2
93	в конце	9	2
94	в сущности	6	2
95	о его	2	2
96	как мы	10	2
97	да и	2	2
98	в романе	10	2
99	с ее	3	2
100	по своему	4	2
101	между ними	2	2
102	до конца	5	2
103	если в	2	2
104	раз в	2	2
105	себя в	2	2
106	где они	2	2
107	другой стороны	3	2
108	жизни в	2	2
109	в особенности	2	2
110	в году	3	2
111	и вот	3	2
112	в той	2	2
113	и даже	3	2
114	с другой	4	2
115	и для	2	2
116	друг друга	2	2
117	особенно в	3	2
118	роль в	3	2
119	с ними	3	2
120	в результате	4	2
121	сказать что	5	2
122	мы можем	3	2
123	он и	5	2
124	связи с	2	2
125	один и	2	2
126	дело в	2	2
127	здесь не	3	2
128	так сказать	2	2
129	в чем	3	2
130	с ним	2	2
