N	2gram	Voloshinov_2	Komedia
1	и в	19	22
2	том что	10	12
3	в том	7	11
4	но и	10	11
5	не только	13	10
6	в то	8	10
7	как и	9	9
8	может быть	28	9
9	таким образом	14	8
10	и не	19	8
11	и его	16	8
12	о том	3	8
13	в этой	3	7
14	что в	2	6
15	в отношении	4	6
16	что он	4	6
17	к тому	6	6
18	ни в	6	6
19	тому же	2	6
20	то же	16	6
21	не в	10	6
22	а в	3	6
23	уже в	2	5
24	с другой	3	5
25	прежде всего	7	5
26	при этом	9	5
27	мы встречаем	2	5
28	в его	5	5
29	в истории	3	5
30	так и	10	5
31	и даже	2	5
32	между тем	6	5
33	именно в	2	4
34	в их	5	4
35	к этому	5	4
36	как мы	15	4
37	в другом	3	4
38	на протяжении	2	4
39	что они	2	4
40	в качестве	3	4
41	же время	8	4
42	в котором	3	4
43	и особенно	2	4
44	в нем	11	4
45	что и	3	4
46	тем что	2	4
47	точки зрения	17	4
48	так как	3	4
49	но в	7	4
50	мы можем	6	4
51	место в	2	3
52	все более	2	3
53	вопрос о	2	3
54	на то	4	3
55	в тех	2	3
56	как из	2	3
57	у нас	3	3
58	и как	6	3
59	здесь в	2	3
60	одной стороны	3	3
61	одной из	3	3
62	в начале	2	3
63	и у	2	3
64	и о	2	3
65	у него	2	3
66	да и	3	3
67	он не	3	3
68	все же	5	3
69	отношению к	8	3
70	так же	5	3
71	по отношению	8	3
72	с одной	3	3
73	здесь мы	3	3
74	мы не	2	3
75	как раз	4	3
76	и на	5	3
77	в более	2	3
78	в этом	15	3
79	и с	2	3
80	в виде	2	3
81	могут быть	3	3
82	и ее	4	3
83	только в	8	3
84	и все	6	3
85	его в	7	3
86	ничего не	4	3
87	и здесь	5	2
88	ни было	6	2
89	независимо от	2	2
90	за пределы	3	2
91	то ни	5	2
92	столь же	3	2
93	на все	2	2
94	вовсе не	11	2
95	на такое	2	2
96	в свою	6	2
97	мы знаем	2	2
98	он был	2	2
99	мы видели	4	2
100	слова о	4	2
101	из всего	2	2
102	одна из	7	2
103	но не	2	2
104	того же	5	2
105	до конца	2	2
106	до сих	3	2
107	еще не	3	2
108	было бы	4	2
109	в самом	6	2
110	и самого	2	2
111	или может	2	2
112	относится к	3	2
113	всяком случае	2	2
114	для себя	4	2
115	и тем	4	2
116	то что	4	2
117	бы то	4	2
118	не к	3	2
119	вместе с	2	2
120	или менее	2	2
121	только что	3	2
122	в сущности	14	2
123	не может	18	2
124	в форме	5	2
125	к нему	5	2
126	или в	2	2
127	не следует	2	2
128	и формы	3	2
129	во всяком	3	2
130	чем же	3	2
131	в себе	4	2
132	же самое	6	2
133	отличие от	3	2
134	ли это	2	2
135	сих пор	3	2
