N	2gram	Voloshinov_1	Literetu
1	не только	5	24
2	при этом	7	19
3	в качестве	2	17
4	но и	4	17
5	а не	2	16
6	в том	4	16
7	том что	5	14
8	может быть	13	13
9	и не	16	12
10	в этом	13	12
11	прежде всего	11	11
12	в своем	2	11
13	то что	10	10
14	хх века	2	10
15	не в	4	8
16	в целом	2	8
17	и в	15	8
18	только в	6	8
19	не менее	3	7
20	я не	3	7
21	в его	9	7
22	как бы	11	7
23	уже не	5	7
24	в себе	4	7
25	я и	6	7
26	в жизни	5	6
27	как и	6	6
28	себя в	2	6
29	того что	2	6
30	точки зрения	13	6
31	с его	8	5
32	что он	8	5
33	же время	5	5
34	как в	3	5
35	не может	13	5
36	то же	7	5
37	одним из	3	5
38	в данном	3	5
39	в то	6	5
40	для этого	4	4
41	это не	2	4
42	о себе	2	4
43	но не	5	4
44	еще не	7	4
45	все же	5	4
46	в своей	9	4
47	данном случае	3	4
48	со стороны	2	4
49	так и	10	4
50	и т.п	2	4
51	никогда не	7	4
52	и его	15	4
53	как раз	2	4
54	в своих	4	4
55	в этой	5	4
56	мир в	2	4
57	в основе	3	3
58	не было	4	3
59	в душе	13	3
60	что в	6	3
61	в сознание	9	3
62	и есть	2	3
63	самого себя	2	3
64	сводится к	3	3
65	одна из	3	3
66	с их	3	3
67	и прежде	5	3
68	века в	2	3
69	в самом	6	3
70	у него	3	3
71	один из	4	3
72	и др	8	3
73	жизни и	5	3
74	приводит к	2	3
75	по отношению	11	3
76	а в	6	3
77	таким образом	21	3
78	и даже	2	3
79	той же	2	3
80	потому что	4	3
81	во всяком	4	3
82	одно из	3	3
83	нуждается в	2	3
84	он и	2	3
85	к себе	3	3
86	но в	9	3
87	далеко не	4	3
88	его в	8	3
89	дело в	2	3
90	в области	3	3
91	на этом	5	2
92	этого не	2	2
93	для них	3	2
94	отнюдь не	2	2
95	все они	2	2
96	из этих	4	2
97	человека и	6	2
98	в себя	5	2
99	а потому	2	2
100	к тому	4	2
101	тем не	2	2
102	для него	5	2
103	читателя в	3	2
104	было бы	6	2
105	по поводу	2	2
106	на один	2	2
107	за пределы	2	2
108	в искусстве	3	2
109	так называемый	4	2
110	всяком случае	3	2
111	на почве	2	2
112	не является	3	2
113	должен быть	2	2
114	из наиболее	3	2
115	в нем	4	2
116	отношению к	9	2
117	только то	3	2
118	не остается	3	2
119	только на	2	2
120	и только	4	2
121	этом отношении	2	2
122	все эти	9	2
123	из того	2	2
124	чтобы не	2	2
125	это как	3	2
126	самом деле	7	2
127	ко всему	2	2
128	во втором	3	2
129	что такое	3	2
130	хотя бы	7	2
131	с точки	10	2
132	к смерти	4	2
133	роль в	6	2
134	и то	2	2
135	между тем	2	2
136	могут быть	6	2
137	на себя	2	2
138	является по	2	2
139	в сознании	3	2
