N	2gram	Potebnia_M_3	StatiiOP
1	и в	30	29
2	том что	18	27
3	в том	32	27
4	в этом	10	21
5	но и	19	19
6	что в	17	19
7	не только	21	19
8	о том	2	17
9	что он	6	13
10	в его	4	13
11	то что	18	11
12	все это	4	11
13	в которой	3	11
14	к тому	7	10
15	таким образом	14	10
16	в своем	5	9
17	и т	5	9
18	так и	11	9
19	этом отношении	2	9
20	и не	15	9
21	как на	5	9
22	потому что	46	9
23	он не	4	9
24	по поводу	4	8
25	но все	2	7
26	с тем	7	7
27	так например	2	7
28	в самом	8	7
29	в ней	8	7
30	в котором	4	7
31	в своей	2	7
32	вместе с	12	7
33	тому что	3	7
34	того как	4	7
35	для того	4	7
36	не столько	2	7
37	об этом	2	6
38	в одном	2	6
39	вовсе не	7	6
40	до сих	3	6
41	все же	2	6
42	т д	3	6
43	и что	10	6
44	того чтобы	3	6
45	и его	4	6
46	и на	3	6
47	прежде всего	3	5
48	была бы	4	5
49	было бы	9	5
50	как бы	3	5
51	сих пор	3	5
52	в языке	7	5
53	а не	15	5
54	того что	18	5
55	между тем	9	5
56	точки зрения	2	5
57	а как	2	4
58	до того	4	4
59	именно в	3	4
60	с другой	7	4
61	к этому	3	4
62	не в	15	4
63	для него	9	4
64	если б	5	4
65	и о	2	4
66	в нем	9	4
67	в речи	2	4
68	связи с	2	4
69	и с	2	4
70	не менее	5	3
71	что это	4	3
72	это слово	4	3
73	оно не	4	3
74	с этим	6	3
75	с нею	2	3
76	в образе	3	3
77	по себе	16	3
78	ни в	2	3
79	так что	7	3
80	но это	6	3
81	в начале	3	3
82	но не	7	3
83	одной из	2	3
84	например в	6	3
85	должно было	2	3
86	у меня	2	3
87	и даже	2	3
88	из них	6	3
89	другой стороны	4	3
90	самом деле	2	3
91	как в	10	3
92	в их	2	3
93	т п	2	3
94	а с	2	3
95	не было	4	3
96	тем что	7	3
97	и по	4	3
98	так же	3	3
99	появления в	2	3
100	отношении к	2	3
101	что эта	2	3
102	иметь в	2	3
103	не то	3	3
104	во многом	2	2
105	во время	2	2
106	есть еще	3	2
107	ему не	2	2
108	только не	2	2
109	если бы	12	2
110	или лучше	2	2
111	ближайшим образом	2	2
112	в них	5	2
113	что с	2	2
114	или с	2	2
115	в какой	2	2
116	с этой	2	2
117	что собственно	2	2
118	если не	4	2
119	и теперь	6	2
120	связь с	3	2
121	что именно	4	2
122	только по	5	2
123	бы ни	3	2
124	что и	13	2
125	к своему	2	2
126	тем не	3	2
127	в ее	2	2
128	только потому	3	2
129	как и	10	2
130	такое же	3	2
131	и как	5	2
132	лучше сказать	2	2
133	в этой	2	2
134	что я	5	2
135	что они	2	2
136	него самого	3	2
137	в то	10	2
138	по своему	2	2
139	очевидно что	5	2
140	не дает	2	2
141	несмотря на	2	2
142	на его	2	2
143	может быть	28	2
144	том же	2	2
145	никак не	3	2
146	тем же	4	2
147	и потому	4	2
148	искусства и	3	2
149	на то	2	2
150	даже в	2	2
151	только в	21	2
152	не к	4	2
153	со стороны	3	2
154	или менее	3	2
155	только что	8	2
156	не может	6	2
157	тогда как	2	2
158	то же	23	2
159	при этом	3	2
160	там где	3	2
161	более или	3	2
162	что такое	2	2
163	не имеет	6	2
164	а к	3	2
165	сказать что	5	2
166	эти слова	2	2
167	языка в	5	2
168	с и	3	2
169	в каком	5	2
170	в себе	16	2
171	и вообще	3	2
172	в один	4	2
173	на это	4	2
174	его в	3	2
175	и это	4	2
176	том смысле	3	2
177	так как	13	2
178	не нашел	2	2
179	в области	2	2
180	этой мысли	2	2
181	это было	3	2
