N	2gram	Bakhtin_Pr_2	formyVre
1	и в	43	50
2	то есть	4	33
3	в романе	3	32
4	в этом	13	25
5	в нем	12	24
6	человека в	4	17
7	и его	8	16
8	прежде всего	10	15
9	и не	29	14
10	как мы	10	14
11	вовсе не	5	13
12	как раз	4	13
13	в его	10	13
14	по существу	3	12
15	так и	3	12
16	человека и	2	11
17	может быть	23	11
18	таким образом	5	11
19	мы уже	3	11
20	то же	8	11
21	и как	2	10
22	времени и	2	10
23	но в	10	10
24	в конце	2	9
25	в том	6	9
26	же время	5	9
27	и др	2	9
28	все эти	5	9
29	в то	7	9
30	не только	11	9
31	с его	4	9
32	ничего не	3	9
33	в самом	7	8
34	его жизни	2	8
35	и т	13	8
36	и их	3	8
37	но и	14	8
38	и на	10	8
39	как и	14	8
40	того же	3	8
41	ни в	2	8
42	т п	9	8
43	для себя	2	7
44	героя и	5	7
45	так сказать	6	7
46	все же	3	6
47	это не	3	6
48	образ человека	2	6
49	например в	2	6
50	в их	3	6
51	не может	18	6
52	лишь в	8	6
53	так же	2	6
54	в результате	4	6
55	так как	4	6
56	у него	6	6
57	с этим	2	6
58	и все	6	6
59	в жизни	3	6
60	во всех	4	6
61	то что	7	6
62	как в	2	6
63	что в	4	5
64	в образе	2	5
65	не в	11	5
66	с самим	8	5
67	в пределах	16	5
68	значение в	2	5
69	и до	4	5
70	время как	2	5
71	точки зрения	13	5
72	но все	2	5
73	если бы	3	5
74	но не	5	5
75	еще не	9	5
76	он не	9	5
77	отношению к	5	5
78	могут быть	3	5
79	но на	2	4
80	в своем	4	4
81	как человек	2	4
82	своей жизни	2	4
83	мы и	2	4
84	кроме того	3	4
85	до конца	4	4
86	европейского романа	2	4
87	и следовательно	3	4
88	в котором	6	4
89	романа но	2	4
90	все это	5	4
91	и с	5	4
92	именно как	2	4
93	к себе	7	4
94	между собой	2	4
95	в них	4	4
96	то время	2	4
97	конечно не	2	4
98	в процессе	2	4
99	или как	4	4
100	себе самому	4	4
101	в той	5	4
102	том что	2	4
103	и для	3	4
104	и то	2	4
105	только в	4	4
106	и это	4	4
107	здесь не	6	4
108	например у	2	3
109	не могут	4	3
110	себя и	3	3
111	в этих	6	3
112	в отношении	3	3
113	к тому	4	3
114	да и	5	3
115	при этом	6	3
116	себе и	4	3
117	хотя и	5	3
118	в виду	3	3
119	здесь нет	3	3
120	со всеми	3	3
121	в форме	2	3
122	по отношению	5	3
123	отношения к	2	3
124	но эта	2	3
125	в одно	3	3
126	а в	5	3
127	их в	4	3
128	сказать что	2	3
129	самим собою	5	3
130	его в	3	3
131	авантюрного романа	2	3
132	в одном	12	3
133	а как	4	3
134	не знает	3	3
135	на фоне	5	3
136	что было	2	3
137	уже говорили	3	3
138	одно и	2	3
139	в сущности	9	3
140	что и	3	3
141	сих пор	7	3
142	только на	3	3
143	всем этим	2	3
144	еще более	2	3
145	а не	7	3
146	что не	2	3
147	между ними	4	3
148	мы не	4	3
149	в таком	2	3
150	или в	8	3
151	более того	4	3
152	во всяком	2	3
153	и ее	3	3
154	в себе	5	3
155	входит в	2	3
156	все его	2	3
157	до сих	7	3
158	уже в	2	2
159	мы будем	3	2
160	никогда не	9	2
161	о своей	3	2
162	он только	2	2
163	его и	2	2
164	с другой	4	2
165	и нет	4	2
166	на материале	2	2
167	была бы	2	2
168	вопрос о	2	2
169	или иной	3	2
170	для нас	2	2
171	как если	2	2
172	тому же	3	2
173	с их	2	2
174	лишь как	2	2
175	есть в	3	2
176	в глаза	2	2
177	для него	8	2
178	не входят	2	2
179	но для	3	2
180	в целом	2	2
181	отношение к	2	2
182	в самой	4	2
183	того что	2	2
184	и даже	3	2
185	рядом с	5	2
186	не входит	2	2
187	в которых	2	2
188	друг на	2	2
189	самим собой	3	2
190	также и	3	2
191	же и	4	2
192	но он	4	2
193	той или	3	2
194	и еще	2	2
195	и является	2	2
196	на друга	2	2
197	во всем	3	2
198	как он	2	2
199	с ним	3	2
200	человек и	2	2
201	в романах	3	2
202	имеется и	2	2
203	вне его	2	2
204	друг к	2	2
205	к другому	5	2
206	в стороне	2	2
207	не как	6	2
208	раз и	2	2
209	по себе	11	2
210	стороны и	3	2
211	в различных	3	2
212	и к	3	2
213	об этом	2	2
214	но конечно	2	2
215	авантюрный роман	2	2
216	одна из	2	2
217	здесь в	3	2
218	было бы	5	2
219	не место	2	2
220	том же	4	2
221	на почве	2	2
222	в своей	4	2
223	к другу	2	2
224	как бы	22	2
225	быть и	2	2
226	ее в	2	2
227	момент его	2	2
228	всего этого	2	2
229	совершенно не	4	2
230	в отличие	4	2
231	если мы	2	2
232	уже не	3	2
233	и эта	2	2
234	с точки	8	2
235	хотя бы	2	2
236	той же	3	2
237	нет но	2	2
238	автора и	2	2
239	тем что	3	2
240	на себя	2	2
241	того и	3	2
242	ту же	2	2
243	далеко не	4	2
244	слова и	12	2
245	дело в	2	2
246	там где	4	2
247	отличие от	4	2
