N	2gram	Losev_Vlad_2	Problema
1	то что	20	42
2	вовсе не	4	35
3	то есть	7	33
4	и в	30	32
5	и не	18	31
6	не есть	4	29
7	не менее	7	19
8	в этом	20	19
9	тем не	6	18
10	не только	12	17
11	потому что	9	16
12	по себе	5	15
13	а не	7	15
14	в виде	3	15
15	в себе	6	15
16	как бы	5	14
17	может быть	7	14
18	у нас	6	14
19	но в	8	14
20	в нем	4	13
21	сказать что	11	13
22	что в	12	12
23	а именно	6	12
24	том что	12	12
25	так и	5	12
26	есть нечто	2	11
27	и даже	10	11
28	также и	6	11
29	о том	4	11
30	так как	5	11
31	то же	4	10
32	прежде всего	6	10
33	в этой	4	10
34	об этом	6	10
35	нет ничего	3	10
36	ничего не	2	10
37	но не	3	9
38	в том	18	9
39	но и	8	9
40	и что	5	9
41	так же	4	9
42	раз и	2	9
43	по своему	2	9
44	что же	8	9
45	того чтобы	2	9
46	то с	2	9
47	в таком	3	9
48	в данном	3	9
49	и это	3	9
50	на то	2	8
51	данном случае	2	8
52	не может	9	8
53	все эти	5	8
54	и о	4	8
55	и на	4	8
56	даже и	3	8
57	он и	3	8
58	когда мы	3	8
59	было бы	9	8
60	в своей	5	8
61	для того	2	8
62	но это	4	8
63	содержит в	4	7
64	никогда не	7	7
65	ни в	7	7
66	такого рода	2	7
67	все это	5	7
68	того что	5	7
69	всех этих	3	7
70	в них	3	7
71	и все	7	7
72	что он	13	7
73	во всех	3	7
74	как мы	11	7
75	во всяком	6	7
76	сам по	2	7
77	только в	6	7
78	здесь не	4	7
79	и есть	2	6
80	в конце	13	6
81	так что	5	6
82	и как	3	6
83	при этом	5	6
84	в самом	2	6
85	и если	4	6
86	хотя и	6	6
87	в виду	2	6
88	таким образом	3	6
89	это не	2	6
90	и то	5	6
91	его в	4	6
92	как это	7	6
93	о чем	6	6
94	в то	9	6
95	в его	11	6
96	разного рода	4	6
97	в своем	8	5
98	можно сказать	4	5
99	для нас	7	5
100	мы уже	2	5
101	в котором	5	5
102	еще и	6	5
103	мы должны	4	5
104	с тем	2	5
105	то в	5	5
106	тем более	3	5
107	связи с	8	5
108	некоторого рода	2	5
109	но уже	2	5
110	совсем не	4	4
111	казалось бы	2	4
112	именно в	4	4
113	точно так	3	4
114	не в	9	4
115	в дальнейшем	5	4
116	философии и	3	4
117	по поводу	4	4
118	не говоря	3	4
119	в их	2	4
120	не было	10	4
121	а в	11	4
122	их в	2	4
123	как он	2	4
124	конце концов	3	4
125	с которыми	4	4
126	же в	2	4
127	никак не	3	4
128	а также	10	4
129	ровно ничего	2	4
130	как в	3	4
131	если не	2	4
132	и притом	2	4
133	и для	3	4
134	в связи	8	4
135	и вообще	10	4
136	что вы	2	3
137	уже в	3	3
138	что это	4	3
139	что не	2	3
140	в этих	4	3
141	в отношении	3	3
142	что его	4	3
143	но все	2	3
144	более или	3	3
145	никак нельзя	3	3
146	несмотря на	4	3
147	всяком случае	6	3
148	в настоящее	2	3
149	хотя бы	3	3
150	другими словами	5	3
151	и его	6	3
152	только и	3	3
153	в теории	2	3
154	и вполне	3	3
155	а уже	2	3
156	же и	2	3
157	с этим	5	3
158	но он	3	3
159	точки зрения	7	3
160	настоящее время	2	3
161	сколько угодно	2	3
162	однако здесь	2	3
163	с ним	5	3
164	или как	2	3
165	нисколько не	2	3
166	уже и	2	3
167	для себя	5	3
168	же касается	5	3
169	и во	2	3
170	как и	5	3
171	учение о	3	3
172	того же	5	3
173	есть и	2	3
174	здесь в	2	3
175	к тому	2	3
176	он не	4	3
177	о нем	2	3
178	или менее	3	3
179	да и	3	3
180	от нас	2	3
181	того как	2	3
182	уже не	3	3
183	не на	2	3
184	на этот	4	3
185	к нему	2	3
186	с точки	3	3
187	можно было	2	3
188	очень много	2	3
189	как будто	2	3
190	дело в	3	3
191	в чем	2	3
192	он сам	2	2
193	мы будем	3	2
194	что если	2	2
195	в это	4	2
196	само собой	3	2
197	это мы	5	2
198	крайней мере	4	2
199	без всякого	2	2
200	нас выше	3	2
201	но что	5	2
202	для него	9	2
203	кроме того	9	2
204	и часто	2	2
205	на его	4	2
206	не о	2	2
207	так или	3	2
208	говоря уже	2	2
209	уже на	3	2
210	и до	2	2
211	только после	2	2
212	мы находим	2	2
213	и очень	2	2
214	не имеет	2	2
215	должно быть	3	2
216	что для	2	2
217	во многих	2	2
218	необходимо сказать	5	2
219	в результате	5	2
220	и с	14	2
221	эти последние	4	2
222	из этих	3	2
223	к его	2	2
224	не очень	4	2
225	даже вообще	2	2
226	я и	2	2
227	с его	4	2
228	однако в	2	2
229	по крайней	4	2
230	у вас	2	2
231	на первый	2	2
232	уже давно	2	2
233	о его	5	2
234	увидим ниже	2	2
235	это тоже	2	2
236	по существу	3	2
237	что пишет	4	2
238	и при	2	2
239	петра i	2	2
240	она не	2	2
241	и может	2	2
242	сказать о	3	2
243	о своем	2	2
244	есть его	2	2
245	в сущности	2	2
246	между прочим	7	2
247	и потому	2	2
248	и особенно	3	2
249	гораздо более	2	2
250	вместе с	8	2
251	собственно говоря	2	2
252	а это	3	2
253	мы не	2	2
254	или иначе	3	2
255	нас в	2	2
256	поскольку в	3	2
257	едва ли	3	2
258	в которой	4	2
259	в области	3	2
260	учения о	3	2
261	не то	3	2
262	этот раз	3	2
263	это было	4	2
