N	2gram	Vygotskiy__5	Stilisti
1	и в	16	42
2	как бы	5	27
3	не только	16	27
4	прежде всего	3	22
5	и т.д	4	20
6	внутренней речи	7	18
7	хотя бы	5	17
8	но и	6	15
9	то же	8	15
10	и не	12	14
11	может быть	9	12
12	не может	18	12
13	точки зрения	18	11
14	как и	8	11
15	и как	3	10
16	что мы	4	10
17	мы должны	8	10
18	как мы	10	10
19	в этом	25	10
20	при этом	4	9
21	в то	5	9
22	то что	26	9
23	для того	14	9
24	мы не	3	9
25	все же	3	8
26	в ней	2	8
27	таким образом	19	8
28	с тем	3	8
29	тем самым	8	8
30	никогда не	5	7
31	зависимости от	2	7
32	и от	2	7
33	и тем	3	7
34	и на	6	7
35	потому что	21	7
36	так как	16	7
37	в зависимости	2	7
38	слов и	2	7
39	было бы	10	7
40	а не	10	7
41	того чтобы	17	7
42	и его	3	7
43	мы можем	6	7
44	только в	10	7
45	в которой	5	7
46	ничего не	5	7
47	мы будем	2	6
48	не в	6	6
49	в этой	6	6
50	в свою	4	6
51	на его	2	6
52	язык и	2	6
53	в нем	7	6
54	во всех	2	6
55	в процессе	13	6
56	так и	7	6
57	речи и	6	6
58	в области	12	6
59	тому что	5	5
60	и следовательно	6	5
61	и является	3	5
62	не является	5	5
63	мы видели	3	5
64	и их	4	5
65	те же	2	5
66	с помощью	10	5
67	а в	3	5
68	и с	3	5
69	обратное влияние	3	5
70	же самое	4	5
71	как это	8	5
72	же мы	2	5
73	точек зрения	4	5
74	в его	11	5
75	вместе с	4	5
76	в той	6	5
77	т.д и	2	5
78	с точки	9	5
79	той же	4	5
80	самого начала	5	4
81	можно сказать	5	4
82	к тому	6	4
83	с самого	5	4
84	но все	2	4
85	свою очередь	3	4
86	в качестве	4	4
87	в самом	4	4
88	точка зрения	8	4
89	все это	2	4
90	языка и	6	4
91	того что	16	4
92	речь и	4	4
93	так же	15	4
94	о том	8	4
95	его в	2	4
96	бы в	4	4
97	но в	6	4
98	если бы	8	4
99	внутренняя речь	7	4
100	и к	2	4
101	у нас	2	4
102	мы видим	4	4
103	а с	2	4
104	если мы	7	4
105	самом деле	3	4
106	можно было	5	4
107	и то	4	4
108	вопроса о	3	4
109	до того	2	3
110	его и	3	3
111	что у	2	3
112	это не	4	3
113	этом случае	3	3
114	но что	3	3
115	и тому	2	3
116	в котором	2	3
117	в целом	4	3
118	из них	2	3
119	жизни и	2	3
120	от того	3	3
121	что оно	6	3
122	во второй	2	3
123	и даже	2	3
124	их в	2	3
125	сказать что	13	3
126	и здесь	2	3
127	ни на	2	3
128	в виду	2	3
129	что было	2	3
130	в одном	3	3
131	но при	2	3
132	если он	2	3
133	том что	15	3
134	еще не	4	3
135	и развития	12	3
136	что и	3	3
137	отношения к	2	3
138	только на	2	3
139	связи с	3	3
140	не знает	5	3
141	зависимость между	2	3
142	ответ на	3	3
143	и поэтому	2	3
144	зависит от	4	2
145	мы имели	2	2
146	в частности	3	2
147	друг другу	2	2
148	в какой	6	2
149	вопрос о	12	2
150	как уже	3	2
151	в том	18	2
152	тому же	2	2
153	развития в	6	2
154	а этот	2	2
155	только одним	2	2
156	но это	3	2
157	очевидно что	2	2
158	на отдельные	2	2
159	для него	5	2
160	до конца	3	2
161	в пределах	4	2
162	с развитием	2	2
163	эти три	2	2
164	но мы	5	2
165	не с	2	2
166	в этих	3	2
167	отношение к	11	2
168	в первой	2	2
169	в отношении	9	2
170	этом отношении	5	2
171	еще и	3	2
172	все эти	4	2
173	который мы	2	2
174	должно быть	8	2
175	речь есть	3	2
176	в своих	2	2
177	по своей	3	2
178	что эти	2	2
179	к которому	4	2
180	в жизни	2	2
181	в основе	8	2
182	речи но	2	2
183	между собой	13	2
184	с этим	3	2
185	речи то	2	2
186	к этому	3	2
187	связанные с	6	2
188	что он	25	2
189	есть не	2	2
190	видим что	2	2
191	к полному	2	2
192	ответить на	4	2
193	речи не	4	2
194	представляет собой	7	2
195	но не	10	2
196	по своему	3	2
197	тот же	5	2
198	одной из	3	2
199	мы говорили	2	2
200	которые являются	2	2
201	оно является	3	2
202	и потому	2	2
203	на развитие	2	2
204	не есть	4	2
205	в своей	2	2
206	сих пор	3	2
207	как в	5	2
208	должны были	2	2
209	перейти к	3	2
210	из которых	3	2
211	к нему	3	2
212	с ним	5	2
213	этот вопрос	6	2
214	между двумя	3	2
215	тем что	5	2
216	значений слов	4	2
217	как с	3	2
