N	2gram	Propp_Isto_7	Psycholo
1	то что	7	44
2	и в	24	33
3	в этом	12	28
4	как бы	4	25
5	и что	10	25
6	потому что	9	24
7	может быть	14	22
8	том что	10	22
9	что в	13	21
10	в том	7	21
11	о том	9	20
12	что он	21	20
13	как это	2	14
14	что это	6	13
15	таким образом	7	13
16	и не	4	13
17	так же	6	13
18	сказать что	2	13
19	все это	8	13
20	в самом	2	12
21	и все	6	12
22	так как	8	12
23	было бы	2	12
24	он не	6	11
25	на то	3	10
26	что она	5	10
27	не может	14	10
28	и если	3	9
29	то же	8	9
30	в конце	3	8
31	совершенно ясно	4	8
32	вместе с	7	8
33	для нас	6	7
34	так что	3	7
35	в нем	6	7
36	не только	21	7
37	когда он	3	7
38	перед нами	2	6
39	тому что	2	6
40	это не	10	6
41	что они	3	6
42	и т	17	6
43	после этого	3	6
44	все эти	2	6
45	но он	2	6
46	точки зрения	4	6
47	что мы	3	6
48	во время	6	6
49	у него	10	6
50	мы видим	10	6
51	мы должны	4	6
52	а не	8	6
53	никогда не	4	5
54	мы не	4	5
55	и на	2	5
56	вовсе не	4	5
57	как он	6	5
58	только после	2	5
59	с ним	5	5
60	мы можем	4	5
61	с этим	2	5
62	связь с	2	5
63	как и	6	5
64	мы уже	4	5
65	и его	3	5
66	все же	9	5
67	и это	2	5
68	что у	4	4
69	так например	2	4
70	том чтобы	3	4
71	из них	2	4
72	а в	10	4
73	не просто	2	4
74	того что	6	4
75	с этой	6	4
76	знаем что	3	4
77	при помощи	3	4
78	и так	2	4
79	к этому	2	4
80	об этом	6	4
81	одна из	7	4
82	и о	2	4
83	говорит о	2	4
84	не будет	2	4
85	ее в	3	4
86	на него	2	4
87	как мы	3	4
88	что не	2	4
89	этот вопрос	2	4
90	только в	6	4
91	в которой	2	4
92	же как	4	3
93	с одной	5	3
94	точно так	2	3
95	и говорит	4	3
96	к которой	2	3
97	ни в	2	3
98	что его	2	3
99	тот же	2	3
100	не можем	2	3
101	одной стороны	5	3
102	например в	3	3
103	и другую	2	3
104	то это	5	3
105	но и	11	3
106	конечно не	2	3
107	здесь мы	5	3
108	увидим что	2	3
109	уже знаем	3	3
110	и здесь	12	3
111	в то	2	3
112	его в	3	3
113	та же	2	3
114	видит в	2	3
115	в основе	2	3
116	всех этих	6	3
117	должен был	2	3
118	но не	6	3
119	до сих	2	3
120	она не	2	3
121	он говорит	2	3
122	что и	8	3
123	сих пор	3	3
124	так и	5	3
125	как в	12	3
126	и он	3	3
127	что этот	2	3
128	тем что	6	3
129	на этот	2	3
130	как только	2	2
131	уже в	3	2
132	с другой	9	2
133	в одной	2	2
134	и от	2	2
135	из этих	3	2
136	прежде всего	2	2
137	вопрос о	3	2
138	в тех	5	2
139	мы знаем	2	2
140	без всякого	2	2
141	но все	4	2
142	и другое	2	2
143	при этом	4	2
144	в действительности	2	2
145	может его	3	2
146	себе и	3	2
147	в каких	2	2
148	в котором	2	2
149	один из	7	2
150	в их	4	2
151	другой стороны	8	2
152	т д	16	2
153	и наконец	3	2
154	не имеет	4	2
155	его не	2	2
156	время как	2	2
157	можно найти	2	2
158	в руках	2	2
159	во всем	2	2
160	не в	9	2
161	мы имеем	12	2
162	но в	5	2
163	с его	3	2
164	он может	4	2
165	в них	3	2
166	лежит в	2	2
167	если он	3	2
168	думать что	2	2
169	видим что	3	2
170	ли он	4	2
171	в ее	2	2
172	по существу	4	2
173	представляет собой	4	2
174	что при	2	2
175	мы увидим	6	2
176	кажется что	3	2
177	ее на	4	2
178	во всех	7	2
179	не по	2	2
180	должно было	2	2
181	и когда	2	2
182	не все	3	2
183	что эти	2	2
184	со стороны	2	2
185	оказывается что	2	2
186	нами в	2	2
187	все дело	2	2
188	то время	2	2
189	и она	3	2
190	что царь	3	2
191	и эта	2	2
192	почти всегда	2	2
193	ничем не	2	2
194	и ее	2	2
195	связи с	3	2
196	в русской	5	2
197	героя и	5	2
198	ничего не	5	2
199	то чтобы	2	2
200	отца и	2	2
