N	2gram	Vinokur_Ku_1	Problemy
1	и в	24	34
2	и не	12	29
3	как бы	7	27
4	что он	6	23
5	в его	12	22
6	может быть	13	19
7	в нем	4	19
8	не может	7	19
9	и все	2	19
10	как и	2	18
11	к себе	4	17
12	но в	2	16
13	все это	6	16
14	и его	5	16
15	в этом	14	16
16	и с	5	15
17	прежде всего	9	15
18	что я	2	15
19	он не	2	15
20	то же	8	14
21	самом деле	9	13
22	т е	38	12
23	но и	6	12
24	же время	2	12
25	потому что	23	12
26	в то	2	12
27	себя самого	2	11
28	вовсе не	10	11
29	в сущности	3	11
30	то что	9	11
31	на самом	2	11
32	не только	10	10
33	слова и	4	10
34	не в	11	9
35	а не	8	9
36	никогда не	2	8
37	в самом	10	8
38	и т	33	8
39	так же	4	8
40	точки зрения	14	8
41	с ним	5	8
42	что же	6	8
43	и для	2	8
44	я не	2	7
45	что в	17	7
46	и даже	3	7
47	этого слова	3	7
48	все же	12	7
49	что не	5	7
50	там где	4	7
51	что они	4	6
52	в пределах	4	6
53	от себя	2	6
54	и на	4	6
55	с ними	4	6
56	слово с	2	6
57	с его	4	6
58	отношению к	9	6
59	так и	7	6
60	т п	18	6
61	в себе	3	6
62	только в	11	6
63	что это	5	5
64	это не	7	5
65	к тому	5	5
66	так что	4	5
67	но все	2	5
68	и что	5	5
69	того что	9	5
70	всяком случае	5	5
71	себе и	2	5
72	в целом	4	5
73	из них	4	5
74	по отношению	8	5
75	таким образом	12	5
76	не мог	2	5
77	лишь в	2	5
78	а в	5	5
79	с тем	5	5
80	это слово	3	5
81	в одном	3	5
82	даже в	3	5
83	что и	4	5
84	к своему	2	5
85	ни одного	2	5
86	хотя бы	10	5
87	в слове	2	5
88	во всяком	5	5
89	с другой	7	4
90	что все	2	4
91	ни в	2	4
92	при этом	6	4
93	на его	3	4
94	в общем	3	4
95	все эти	6	4
96	рядом с	5	4
97	даже и	3	4
98	так как	9	4
99	если бы	9	4
100	как раз	8	4
101	этом смысле	3	4
102	но не	5	4
103	еще не	5	4
104	бы и	2	4
105	как в	4	4
106	все равно	2	4
107	с точки	9	4
108	тем что	8	4
109	ничего не	2	4
110	вместе с	7	4
111	не менее	7	3
112	уже в	3	3
113	для этого	3	3
114	в каждом	2	3
115	его к	3	3
116	в том	30	3
117	что его	2	3
118	что с	2	3
119	до конца	2	3
120	хотя и	3	3
121	в виду	5	3
122	в котором	3	3
123	другой стороны	6	3
124	должно быть	3	3
125	в ней	6	3
126	нуждается в	3	3
127	бы в	7	3
128	под влиянием	3	3
129	этого не	2	3
130	по крайней	5	3
131	по себе	2	3
132	том что	21	3
133	между тем	5	3
134	со словом	3	3
135	бы уже	2	3
136	крайней мере	5	3
137	в своей	2	3
138	а с	3	3
139	если не	3	3
140	как я	2	3
141	сводится к	3	3
142	и как	2	3
143	слов в	2	3
144	и то	3	3
145	это было	2	3
146	не было	3	2
147	в сторону	2	2
148	свой предмет	2	2
149	тому что	3	2
150	с этой	2	2
151	и говорит	2	2
152	вопрос о	2	2
153	этом случае	2	2
154	или иной	3	2
155	тем не	4	2
156	в большинстве	2	2
157	в последнем	2	2
158	было в	2	2
159	и если	3	2
160	например в	5	2
161	что такое	6	2
162	же и	2	2
163	все те	2	2
164	был бы	2	2
165	не является	2	2
166	один из	4	2
167	и мысли	2	2
168	в своем	3	2
169	т д	14	2
170	что оно	3	2
171	того или	4	2
172	как на	3	2
173	увидим что	2	2
174	в которых	6	2
175	с этим	4	2
176	о том	9	2
177	и должно	2	2
178	к которому	3	2
179	перед вами	2	2
180	нисколько не	3	2
181	смысле этого	3	2
182	были бы	2	2
183	в них	7	2
184	он есть	3	2
185	не знаю	2	2
186	не с	3	2
187	и того	2	2
188	это и	4	2
189	того же	4	2
190	ли это	2	2
191	тот же	2	2
192	было бы	15	2
193	мы увидим	3	2
194	если б	2	2
195	конечно не	2	2
196	и потому	4	2
197	о нем	2	2
198	когда он	3	2
199	слова как	3	2
200	в силах	2	2
201	но с	2	2
202	в той	5	2
203	уже не	8	2
204	и он	3	2
205	речи в	4	2
206	в которой	6	2
207	той же	3	2
208	из письма	2	2
209	так сказать	5	2
210	о чем	2	2
