N	2gram	Tiupa_Lite_1	DiskursI
1	в качестве	17	34
2	не только	24	28
3	в том	16	23
4	а не	16	22
5	то есть	6	20
6	том что	14	19
7	тогда как	13	19
8	может быть	13	17
9	представляет собой	4	17
10	и в	8	16
11	как и	6	16
12	в этом	12	15
13	еще не	4	14
14	но и	17	14
15	коммуникативного события	7	14
16	при этом	19	13
17	и т.п	4	12
18	прежде всего	11	11
19	но не	4	11
20	и не	12	11
21	по своей	3	11
22	с другой	3	10
23	как в	5	10
24	далеко не	3	10
25	в частности	15	9
26	состоит в	11	9
27	в нем	2	9
28	отношению к	2	9
29	одной стороны	2	9
30	по отношению	3	9
31	не может	5	9
32	с одной	2	9
33	а также	5	8
34	отнюдь не	2	8
35	своего рода	11	8
36	так и	4	8
37	о том	2	8
38	но в	3	8
39	в основе	3	7
40	художественного письма	9	7
41	в его	7	7
42	со стороны	4	7
43	то же	5	7
44	не было	3	7
45	роль в	2	7
46	в себе	7	7
47	только в	8	7
48	не в	8	7
49	в своем	11	6
50	в рамках	6	5
51	к тому	2	5
52	или иной	2	5
53	тому же	2	5
54	в силу	4	5
55	как бы	7	5
56	в своей	4	5
57	то что	10	5
58	коммуникативное событие	4	5
59	в отличие	5	5
60	а в	3	5
61	в себя	2	5
62	в их	3	5
63	сводится к	3	5
64	отличие от	5	5
65	в данном	5	5
66	с его	5	4
67	что в	3	4
68	не является	2	4
69	для себя	5	4
70	во втором	2	4
71	не как	4	4
72	что он	5	4
73	уже не	7	4
74	для него	2	4
75	в целом	8	4
76	же время	5	4
77	связи с	6	4
78	такого рода	10	4
79	лишь в	4	4
80	что не	2	4
81	потому что	3	4
82	между тем	2	4
83	могут быть	2	4
84	как правило	2	4
85	во мне	2	3
86	однако в	2	3
87	того же	2	3
88	столь же	4	3
89	это не	4	3
90	по мысли	2	3
91	но при	2	3
92	не сводится	3	3
93	и того	2	3
94	различного рода	2	3
95	с.с аверинцева	2	3
96	эстетической деятельности	4	3
97	литературного произведения	4	3
98	в самом	3	3
99	при всей	3	3
100	еще в	4	3
101	один из	3	3
102	хотя бы	2	3
103	на смену	6	3
104	все же	4	3
105	и.п смирнова	3	3
106	из них	4	3
107	ли не	3	3
108	таким образом	3	3
109	и.п смирнов	2	3
110	того что	6	3
111	и даже	3	3
112	ведет к	4	3
113	в сферу	2	3
114	в своих	4	3
115	тем что	2	3
116	точки зрения	6	3
117	в то	5	3
118	тому как	2	3
119	также и	3	3
120	коммуникативная стратегия	5	3
121	мира в	3	3
122	не менее	7	2
123	и есть	3	2
124	никогда не	4	2
125	к себе	3	2
126	обнаруживаются в	2	2
127	одного из	3	2
128	для понимания	2	2
129	в году	13	2
130	различие между	2	2
131	но одновременно	2	2
132	по выражению	2	2
133	эстетического субъекта	9	2
134	в пределах	3	2
135	е годы	2	2
136	на этом	2	2
137	своего времени	2	2
138	в сущности	2	2
139	в принципе	3	2
140	одним из	5	2
141	в равной	2	2
142	и др	3	2
143	произведение в	2	2
144	например в	3	2
145	не могло	2	2
146	говоря уже	2	2
147	из наиболее	2	2
148	и тем	4	2
149	силу своей	3	2
150	не есть	2	2
151	себя в	6	2
152	в культуре	3	2
153	на том	2	2
154	дело не	2	2
155	в е	2	2
156	в тексте	8	2
157	данном случае	4	2
158	приводит к	3	2
159	за пределы	2	2
160	для своего	2	2
161	своей собственной	2	2
162	уже в	5	2
163	сознания в	12	2
164	адресата в	2	2
165	более чем	3	2
166	х годов	2	2
167	исходя из	3	2
168	и его	4	2
169	во всяком	3	2
170	одну из	2	2
171	этой причине	2	2
172	подобно тому	2	2
173	на себя	2	2
174	в другом	2	2
175	не говоря	2	2
176	в этой	4	2
177	автора в	2	2
178	по этой	2	2
179	и адресата	4	2
180	особого рода	2	2
181	в виду	3	2
