N	2gram	Vygotskiy__2	Vladivir
1	и в	15	31
2	не только	15	24
3	но и	10	19
4	то что	20	18
5	и не	7	17
6	у него	2	15
7	и даже	5	15
8	том что	27	14
9	что в	14	14
10	в этом	19	14
11	и с	4	14
12	что он	12	12
13	по поводу	4	12
14	в его	2	12
15	но в	6	12
16	с его	4	11
17	в том	33	11
18	философии и	3	11
19	потому что	7	11
20	о том	9	11
21	также и	2	10
22	он не	7	10
23	никогда не	8	9
24	как мы	6	9
25	а в	4	9
26	в течение	2	9
27	только в	4	9
28	и по	3	8
29	так как	4	8
30	уже в	5	7
31	для него	3	7
32	об этом	3	7
33	как раз	4	7
34	и его	4	7
35	как это	6	7
36	сказать что	6	7
37	мы уже	6	7
38	к этому	4	6
39	и к	6	6
40	можно сказать	2	6
41	в качестве	4	6
42	того же	3	6
43	и сам	3	6
44	может быть	9	6
45	в котором	2	6
46	так и	8	6
47	не может	9	6
48	то же	5	6
49	и что	8	6
50	на этот	6	6
51	то он	2	6
52	а с	4	5
53	все это	4	5
54	вовсе не	6	5
55	на то	6	5
56	не в	8	5
57	а также	2	5
58	что и	2	5
59	когда он	3	5
60	что же	2	5
61	с ним	3	5
62	в своем	9	4
63	что у	3	4
64	и все	3	4
65	и теперь	2	4
66	этом смысле	2	4
67	для нас	4	4
68	к ней	2	4
69	в себе	2	4
70	что его	4	4
71	и вообще	2	4
72	как и	6	4
73	и как	2	4
74	в этой	6	4
75	по своей	6	4
76	и особенно	3	4
77	в своей	4	4
78	в истории	6	4
79	говорит что	5	4
80	что для	3	4
81	несмотря на	4	4
82	во всем	2	4
83	как он	6	4
84	в которой	4	4
85	мы увидим	2	3
86	в общем	3	3
87	но на	3	3
88	к тому	7	3
89	отнюдь не	2	3
90	с другой	6	3
91	он как	2	3
92	как в	4	3
93	увидим ниже	2	3
94	но не	3	3
95	что они	3	3
96	более или	2	3
97	но что	2	3
98	ничего не	3	3
99	тот же	7	3
100	и из	2	3
101	за пределы	2	3
102	все же	4	3
103	в целом	10	3
104	вместе с	6	3
105	или менее	2	3
106	в отношении	6	3
107	мы хотели	2	3
108	в связи	6	3
109	и речи	13	3
110	таким образом	14	3
111	все эти	3	3
112	на одной	2	3
113	едва ли	7	3
114	он в	3	3
115	с в	4	3
116	к его	2	3
117	в начале	4	3
118	во время	3	3
119	можно считать	2	2
120	тем что	2	2
121	он сам	3	2
122	нисколько не	2	2
123	мы будем	3	2
124	с и	4	2
125	уже и	2	2
126	в частности	6	2
127	по этому	6	2
128	нет и	2	2
129	в них	4	2
130	хотя бы	4	2
131	по существу	5	2
132	указывает на	2	2
133	что все	4	2
134	на все	2	2
135	его к	2	2
136	одной из	3	2
137	мы знаем	7	2
138	и можно	2	2
139	ни в	2	2
140	которой мы	2	2
141	тем более	3	2
142	все что	5	2
143	что с	5	2
144	при этом	3	2
145	того что	17	2
146	было бы	10	2
147	и мы	2	2
148	что на	2	2
149	в самом	11	2
150	том чтобы	4	2
151	всяком случае	6	2
152	даже в	4	2
153	сам с	2	2
154	для себя	3	2
155	и до	3	2
156	из них	3	2
157	речи с	5	2
158	всей его	2	2
159	со стороны	3	2
160	что она	3	2
161	только что	3	2
162	но мы	3	2
163	которых он	3	2
164	и для	2	2
165	и других	2	2
166	лишь в	3	2
167	он говорит	3	2
168	тем самым	3	2
169	того чтобы	12	2
170	для того	10	2
171	что мы	9	2
172	своей жизни	2	2
173	той же	2	2
174	существу дела	2	2
175	значение для	4	2
176	в результате	3	2
177	во всяком	7	2
178	больше чем	2	2
179	к этой	3	2
180	точки зрения	26	2
181	к себе	2	2
182	из этих	4	2
183	мы должны	6	2
184	и это	3	2
