N	2gram	Tiupa_Narr_2	Problemy
1	и в	13	35
2	как бы	6	31
3	и не	14	27
4	что он	5	24
5	в его	6	21
6	но в	6	19
7	не может	8	18
8	к себе	7	18
9	как и	4	18
10	себе самому	5	18
11	в нем	5	16
12	то есть	9	16
13	к другому	2	16
14	то же	4	15
15	и все	4	15
16	но и	15	14
17	для него	4	14
18	может быть	10	14
19	и его	3	14
20	в этом	13	14
21	с другим	2	13
22	что я	3	13
23	он не	5	13
24	прежде всего	6	12
25	и к	6	12
26	в другом	4	12
27	в то	5	11
28	не в	8	10
29	самом деле	3	10
30	же время	3	10
31	не только	26	10
32	то что	8	10
33	героя и	2	10
34	на самом	2	9
35	я не	5	8
36	так и	9	8
37	потому что	2	8
38	все же	6	8
39	и для	3	8
40	и сам	3	7
41	я сам	2	7
42	так же	2	7
43	а в	9	7
44	самим собой	3	7
45	точки зрения	5	7
46	с ним	4	7
47	с его	3	7
48	вовсе не	2	7
49	еще не	2	7
50	себе и	2	7
51	для себя	3	7
52	отношению к	5	7
53	в виде	2	7
54	таким образом	5	7
55	он сам	2	6
56	что в	4	6
57	к тому	9	6
58	но это	2	6
59	что они	3	6
60	и что	2	6
61	у меня	2	6
62	в самом	2	6
63	что у	2	6
64	но не	3	6
65	и т.п	6	6
66	в слове	3	6
67	по отношению	5	6
68	только в	11	6
69	в конце	4	5
70	себе самом	2	5
71	в том	14	5
72	да и	3	5
73	как к	3	5
74	и даже	3	5
75	с ними	3	5
76	во время	2	5
77	на него	5	5
78	как в	5	5
79	внутренней речи	3	5
80	к своему	2	5
81	героя в	6	5
82	в себе	8	5
83	на протяжении	5	5
84	никогда не	6	4
85	с другой	5	4
86	его внутренней	2	4
87	или иной	3	4
88	но зато	2	4
89	в мире	4	4
90	между тем	3	4
91	но он	2	4
92	той или	3	4
93	бы в	2	4
94	у него	6	4
95	как раз	3	4
96	по своему	2	4
97	в своей	4	4
98	только на	2	4
99	в той	5	4
100	а не	17	4
101	и у	4	4
102	я в	5	4
103	что это	4	4
104	в чем	2	4
105	все его	4	4
106	тому же	4	3
107	в него	2	3
108	в целом	3	3
109	в форме	5	3
110	все эти	3	3
111	того что	6	3
112	это не	3	3
113	для других	3	3
114	сказать что	3	3
115	говорить о	2	3
116	в начале	2	3
117	в котором	5	3
118	в ее	4	3
119	том что	13	3
120	было бы	2	3
121	со всеми	2	3
122	не могу	2	3
123	что и	2	3
124	только что	2	3
125	а с	2	3
126	сводится к	9	3
127	уже не	4	3
128	другого человека	2	3
129	которой он	3	3
130	и т.д	4	3
131	ничего не	6	3
132	так сказать	3	2
133	не менее	4	2
134	времени и	4	2
135	в душе	2	2
136	тому что	3	2
137	о них	2	2
138	столь же	2	2
139	с этой	3	2
140	я уже	2	2
141	себя но	2	2
142	что с	2	2
143	при этом	14	2
144	со своим	2	2
145	хотя и	5	2
146	в своем	6	2
147	те же	2	2
148	достоевского и	2	2
149	и по	3	2
150	тому как	2	2
151	характер и	3	2
152	но для	2	2
153	в ней	2	2
154	к ней	3	2
155	по своей	3	2
156	о том	5	2
157	как он	2	2
158	а как	3	2
159	однако в	2	2
160	и другого	2	2
161	в жизни	6	2
162	раз в	2	2
163	и того	3	2
164	бы с	2	2
165	в произведениях	3	2
166	о нем	3	2
167	с таким	2	2
168	себя в	2	2
169	своего рода	9	2
170	говорит о	2	2
171	в отличие	5	2
172	и он	2	2
173	хотя бы	2	2
174	с точки	2	2
175	той же	2	2
176	можно было	2	2
177	в рассказе	4	2
178	не случайно	2	2
179	пока еще	3	2
180	вступает в	2	2
181	подобно тому	2	2
182	всей своей	2	2
183	героя на	2	2
184	в каждой	2	2
185	отличие от	5	2
