N	2gram	Propp_Isto_1	Komedia
1	и в	28	22
2	и не	9	21
3	т е	10	16
4	том что	7	13
5	в том	9	12
6	таким образом	8	12
7	со стороны	2	11
8	так как	6	11
9	в доме	2	10
10	потому что	4	10
11	до сих	5	9
12	вместе с	6	9
13	сих пор	5	9
14	если бы	8	8
15	в своем	5	8
16	что он	10	8
17	в его	5	8
18	что и	6	8
19	в этом	8	8
20	о том	9	8
21	его в	6	8
22	об этом	4	7
23	при этом	3	7
24	то же	12	7
25	не по	2	7
26	а в	7	7
27	во время	3	6
28	к этому	2	6
29	ясно что	2	6
30	еще не	7	6
31	к тому	6	6
32	может быть	25	6
33	как раз	2	6
34	и что	10	6
35	так что	4	6
36	и его	3	6
37	в то	3	6
38	не менее	6	5
39	связи с	4	5
40	что в	12	5
41	прежде всего	10	5
42	то это	3	5
43	а по	2	5
44	как это	3	5
45	не только	12	5
46	из них	3	5
47	все это	4	5
48	по отношению	3	5
49	из дома	6	5
50	он не	2	5
51	тем что	3	5
52	с ним	2	5
53	но в	8	5
54	с самого	2	4
55	самого начала	2	4
56	с тем	4	4
57	но все	4	4
58	должен был	3	4
59	однако в	2	4
60	между собой	4	4
61	с другой	6	4
62	вовсе не	2	4
63	и здесь	7	4
64	все же	10	4
65	не в	9	4
66	не дает	2	4
67	в ней	7	4
68	и т	25	4
69	то что	9	4
70	когда он	6	4
71	но и	10	4
72	на него	4	4
73	что она	5	4
74	из дому	5	4
75	а не	15	4
76	и для	4	4
77	так же	7	4
78	в себе	2	4
79	в связи	4	4
80	бы в	2	4
81	так и	9	4
82	хотя бы	4	4
83	и с	4	4
84	в частности	2	3
85	никогда не	14	3
86	то ни	2	3
87	в какой	3	3
88	на них	2	3
89	с этим	4	3
90	в нем	2	3
91	на то	4	3
92	нисколько не	2	3
93	тем не	6	3
94	в ее	2	3
95	как и	4	3
96	в начале	3	3
97	в этой	6	3
98	одной стороны	4	3
99	было бы	7	3
100	и тот	2	3
101	и мы	2	3
102	конечно не	2	3
103	к ним	4	3
104	на этот	2	3
105	как бы	2	3
106	один из	4	3
107	отношению к	3	3
108	в целом	2	3
109	даже не	2	3
110	приводит к	2	3
111	дело с	2	3
112	не может	15	3
113	с одной	4	3
114	что не	2	3
115	столь же	2	3
116	и даже	4	3
117	не так	2	3
118	их в	5	3
119	одной из	2	3
120	но если	2	3
121	представляет собой	4	3
122	не знает	5	3
123	же самое	3	3
124	на это	2	3
125	как он	2	3
126	и этим	2	3
127	ничего не	2	3
128	том как	2	3
129	в основе	4	2
130	на вопрос	2	2
131	только для	2	2
132	что их	2	2
133	ни было	2	2
134	в качестве	5	2
135	не как	3	2
136	обстоит дело	4	2
137	как в	2	2
138	это не	7	2
139	а сам	2	2
140	в одном	5	2
141	в образе	3	2
142	не могут	2	2
143	если мы	3	2
144	к своему	2	2
145	мы знаем	4	2
146	а затем	2	2
147	отличие от	2	2
148	по существу	5	2
149	из всех	2	2
150	в силу	5	2
151	что они	5	2
152	бы то	2	2
153	что девушка	2	2
154	то время	3	2
155	в пределах	4	2
156	тот же	2	2
157	и если	2	2
158	одним из	2	2
159	не совсем	3	2
160	в конечном	2	2
161	и он	3	2
162	между ними	2	2
163	ни одной	2	2
164	в котором	3	2
165	был бы	2	2
166	должен быть	3	2
167	представляют собой	6	2
168	не с	3	2
169	во всех	2	2
170	наряду с	3	2
171	дело не	5	2
172	в их	3	2
173	как мы	3	2
174	другой стороны	5	2
175	отношения к	2	2
176	время как	3	2
177	мы не	10	2
178	из которых	3	2
179	в эпоху	2	2
180	за то	2	2
181	отказаться от	2	2
182	можно было	5	2
183	и на	4	2
184	между тем	2	2
185	в руки	3	2
186	вывод что	2	2
187	на улицу	2	2
188	в другом	3	2
189	видно что	6	2
190	что мы	7	2
191	из этого	2	2
192	здесь не	4	2
193	в области	2	2
