N	2gram	Bakhtin_Pr_1	Stilisti
1	и в	38	42
2	как бы	22	27
3	не только	9	27
4	прежде всего	13	22
5	хотя бы	4	17
6	но и	9	15
7	то же	5	15
8	и не	42	14
9	может быть	26	12
10	не может	27	12
11	точки зрения	8	11
12	как и	7	11
13	и как	8	10
14	мы должны	2	10
15	отнюдь не	19	10
16	как мы	7	10
17	в этом	15	10
18	при этом	5	9
19	в то	4	9
20	то что	8	9
21	для того	2	9
22	все же	6	8
23	в ней	4	8
24	таким образом	10	8
25	тем самым	4	8
26	в себе	4	8
27	и это	3	8
28	никогда не	5	7
29	и от	3	7
30	же время	3	7
31	и тем	3	7
32	и на	3	7
33	с его	2	7
34	было бы	8	7
35	а не	5	7
36	того чтобы	2	7
37	и его	16	7
38	мы можем	6	7
39	только в	13	7
40	ничего не	6	7
41	другими словами	2	6
42	или иной	2	6
43	мы будем	3	6
44	не в	7	6
45	в свою	2	6
46	в форме	4	6
47	в нем	15	6
48	во всех	11	6
49	так и	5	6
50	язык в	2	6
51	или как	3	6
52	в области	11	6
53	слова в	7	5
54	независимо от	13	5
55	в нашем	4	5
56	не является	3	5
57	с помощью	7	5
58	а в	6	5
59	и с	17	5
60	и наконец	6	5
61	же самое	2	5
62	того или	2	5
63	как это	2	5
64	или иного	2	5
65	в его	43	5
66	с точки	6	5
67	слова и	3	5
68	что это	2	4
69	в каждом	2	4
70	можно сказать	2	4
71	связаны с	2	4
72	художественного творчества	12	4
73	в самом	7	4
74	той или	2	4
75	точка зрения	3	4
76	все это	3	4
77	того что	2	4
78	о том	4	4
79	его в	9	4
80	но в	4	4
81	если бы	3	4
82	и к	3	4
83	у нас	2	4
84	мы увидим	3	4
85	себя в	2	4
86	на него	3	4
87	всех своих	2	4
88	к своему	2	4
89	самом деле	6	4
90	и пр	2	4
91	в слове	3	4
92	можно было	4	4
93	то есть	46	4
94	вопроса о	3	4
95	как только	3	3
96	или иное	2	3
97	это не	5	3
98	содержание и	2	3
99	слова но	3	3
100	как таковой	2	3
101	здесь мы	2	3
102	связь и	2	3
103	и эта	2	3
104	хотя и	3	3
105	в котором	2	3
106	в целом	3	3
107	не к	6	3
108	что оно	2	3
109	лишь в	2	3
110	и даже	3	3
111	нуждается в	2	3
112	сказать что	4	3
113	и здесь	2	3
114	в начале	2	3
115	в виду	4	3
116	вследствие этого	3	3
117	и все	3	3
118	в ее	4	3
119	том что	3	3
120	в тех	3	3
121	еще не	7	3
122	мы в	3	3
123	конечно не	5	3
124	нет и	3	3
125	что и	2	3
126	отношения к	6	3
127	да и	3	3
128	на самом	4	3
129	слово и	2	3
130	между ними	4	3
131	и для	11	3
132	то или	2	3
133	связи с	2	3
134	не знает	3	3
135	может стать	3	3
136	место в	8	2
137	в частности	2	2
138	в какой	2	2
139	будем называть	2	2
140	всех его	4	2
141	человека в	2	2
142	не всегда	6	2
143	не нужно	5	2
144	в мире	3	2
145	в том	8	2
146	но это	3	2
147	иметь дело	2	2
148	находит свое	2	2
149	в пределах	6	2
150	несмотря на	3	2
151	события и	2	2
152	в него	2	2
153	форме и	2	2
154	не с	4	2
155	в этих	2	2
156	отношение к	10	2
157	в связи	2	2
158	и содержание	3	2
159	не было	2	2
160	этом отношении	2	2
161	все эти	5	2
162	оценок и	2	2
163	должно быть	5	2
164	его не	2	2
165	и те	2	2
166	в своих	2	2
167	также и	3	2
168	все то	3	2
169	мы имеем	2	2
170	к которому	4	2
171	в основе	5	2
172	ни к	2	2
173	существенным моментом	2	2
174	к этому	2	2
175	ясно что	3	2
176	что он	2	2
177	есть не	2	2
178	на первый	2	2
179	а к	2	2
180	и при	2	2
181	к миру	3	2
182	но не	12	2
183	художественное творчество	7	2
184	миру и	2	2
185	одной из	3	2
186	помнить что	3	2
187	и потому	4	2
188	не есть	6	2
189	войти в	2	2
190	слова не	3	2
191	в своей	7	2
192	природы и	3	2
193	бытия в	3	2
194	связь с	3	2
195	как в	4	2
196	как нечто	3	2
197	здесь не	4	2
198	бы не	2	2
199	в значительной	2	2
200	из которых	2	2
201	к чему	2	2
202	и он	2	2
203	к нему	10	2
204	в дальнейшем	3	2
205	с ним	5	2
206	или в	2	2
207	тем что	2	2
208	и вообще	2	2
209	говорить и	2	2
210	со всех	2	2
