N	3gram	Bakhtin_Fr_6	formyVre
1	то же время	5	9
2	как мы уже	6	8
3	в то же	5	6
4	вполне понятно что	2	4
5	мы уже говорили	11	3
6	в этом отношении	3	3
7	до сих пор	3	3
8	мы уже сказали	3	2
9	а также и	2	2
10	с точки зрения	2	2
11	с одной стороны	4	2
12	одной стороны и	2	2
13	прямо сказать что	2	2
14	и в особенности	2	2
15	со всеми его	2	2
16	в последующие эпохи	2	2
17	можно прямо сказать	2	2
18	в xvii веке	2	2
19	существенную роль в	2	2
20	все то что	4	2
21	и прежде всего	2	2
22	в том что	2	2
23	но и в	2	2
