N	3gram	Vygotskiy__4	Myshleni
1	для того чтобы	19	14
2	в том что	12	11
3	с точки зрения	4	9
4	так же как	3	7
5	друг с другом	4	7
6	с самого начала	5	5
7	заключается в том	3	5
8	потому что он	2	5
9	то же самое	6	4
10	в то время	2	4
11	в сущности говоря	2	4
12	о том что	10	4
13	сама по себе	3	4
14	к тому чтобы	3	4
15	то время как	2	4
16	с одной стороны	3	3
17	можно было бы	4	3
18	не то что	3	3
19	так как это	3	3
20	до сих пор	3	3
21	не только не	2	3
22	вместо того чтобы	2	3
23	же самое что	2	2
24	мы видим что	2	2
25	так как она	3	2
26	том что он	3	2
27	в самом деле	7	2
28	что он не	4	2
29	о том как	2	2
30	с другой стороны	2	2
31	таким образом что	2	2
32	и в частности	2	2
33	таким образом в	2	2
34	вместе с тем	2	2
35	то что он	3	2
