N	2gram	Tiupa_Hudo_2	Analitik
1	не только	11	22
2	тогда как	7	20
3	и в	28	18
4	как и	11	14
5	так и	8	14
6	в этом	13	14
7	но и	9	13
8	и его	5	13
9	в частности	7	12
10	том что	19	12
11	в качестве	4	12
12	и не	18	12
13	при этом	11	11
14	а в	6	10
15	как бы	5	10
16	может быть	8	9
17	со стороны	3	9
18	в тексте	5	9
19	что в	5	9
20	а не	14	9
21	в том	15	9
22	с его	5	8
23	со своей	2	8
24	своего рода	16	8
25	не случайно	10	8
26	в миропорядке	4	8
27	всего лишь	3	8
28	с другой	3	7
29	но не	4	7
30	в его	11	7
31	отношению к	7	7
32	во второй	2	7
33	как раз	4	7
34	по отношению	7	7
35	к тому	7	6
36	не в	13	6
37	для него	5	6
38	еще не	3	6
39	в этой	5	6
40	он не	4	6
41	художественного целого	5	6
42	о том	12	6
43	никогда не	5	5
44	однако в	2	5
45	не является	2	5
46	прежде всего	3	5
47	или иной	2	5
48	в самом	5	5
49	что и	4	5
50	в мире	7	5
51	лишь в	2	5
52	уже не	10	5
53	той же	2	5
54	между тем	8	5
55	не менее	5	4
56	перед нами	11	4
57	о чем	8	4
58	отнюдь не	2	4
59	в своем	5	4
60	столь же	3	4
61	в одном	3	4
62	состоит в	7	4
63	что он	8	4
64	можно сказать	6	4
65	и к	2	4
66	себя в	8	4
67	во втором	2	4
68	и сам	5	4
69	и а	2	4
70	все же	2	4
71	приводит к	2	4
72	внимание на	3	4
73	тем самым	2	4
74	и на	3	4
75	в данном	2	4
76	героя и	3	4
77	однако и	2	3
78	не столько	2	3
79	из этих	2	3
80	личности в	3	3
81	в ее	18	3
82	тому же	2	3
83	а всего	2	3
84	о смерти	3	3
85	воспринимающего сознания	2	3
86	что они	4	3
87	было бы	3	3
88	же время	4	3
89	только не	2	3
90	по поводу	3	3
91	мысль о	2	3
92	во сне	3	3
93	если в	2	3
94	с ее	5	3
95	не будет	2	3
96	дело не	2	3
97	данном случае	2	3
98	как в	5	3
99	все это	3	3
100	который в	2	3
101	дело с	2	3
102	то же	6	3
103	не было	6	3
104	еще и	2	3
105	именно в	2	3
106	что не	2	3
107	по его	3	3
108	роль в	2	3
109	ничего не	5	3
110	пока еще	3	3
111	являет собой	2	3
112	точки зрения	2	3
113	подобно тому	4	3
114	говорить о	2	3
115	в финале	2	3
116	в то	6	3
117	его в	2	3
118	роли в	2	3
119	здесь не	2	3
120	ответ на	2	3
121	едва ли	3	3
122	как это	7	3
123	я и	6	3
124	жизненная позиция	2	2
125	в ответ	3	2
126	бы и	4	2
127	представляется нам	2	2
128	конечном счете	3	2
129	все они	3	2
130	в них	3	2
131	а вот	2	2
132	это не	6	2
133	человеческого я	4	2
134	не как	2	2
135	и от	2	2
136	о себе	3	2
137	художественности в	2	2
138	в жизни	8	2
139	с нею	3	2
140	в нем	3	2
141	как уже	2	2
142	и ее	3	2
143	наш взгляд	4	2
144	о его	2	2
145	несмотря на	3	2
146	о которых	2	2
147	тем не	4	2
148	да и	5	2
149	говорит о	4	2
150	в соответствии	3	2
151	то в	4	2
152	с самим	2	2
153	одна из	2	2
154	не более	2	2
155	одной стороны	3	2
156	о своем	4	2
157	нам представляется	2	2
158	по преимуществу	3	2
159	в ней	3	2
160	об этом	7	2
161	в конечном	4	2
162	в контексте	2	2
163	а также	2	2
164	я с	2	2
165	к числу	2	2
166	гораздо более	2	2
167	один из	2	2
168	не с	2	2
169	то что	6	2
170	в первом	2	2
171	вместе с	2	2
172	жизненные позиции	2	2
173	что она	7	2
174	гробовщика и	2	2
175	не может	4	2
176	не могла	5	2
177	с одной	3	2
178	те же	2	2
179	о которой	2	2
180	сводится к	6	2
181	самом деле	3	2
182	более чем	2	2
183	на наш	4	2
184	в принципе	2	2
185	с точки	2	2
186	и он	3	2
187	и для	2	2
188	в глазах	6	2
189	тому как	4	2
190	сказать что	2	2
191	тем что	6	2
192	личности и	2	2
193	нуждается в	2	2
194	на себя	3	2
195	в себе	9	2
196	могла бы	2	2
197	только в	4	2
198	и т.д	2	2
199	и все	7	2
200	но в	2	2
201	любви к	2	2
202	а для	2	2
