N	2gram	Bakhtin_sl_1	Analitik
1	в качестве	3	31
2	может быть	14	29
3	в том	3	27
4	не может	14	22
5	и не	16	21
6	в частности	2	19
7	и в	41	18
8	а не	15	17
9	но и	16	17
10	не только	16	15
11	не в	7	14
12	как и	4	13
13	в его	13	13
14	в этом	12	13
15	том что	2	12
16	при этом	6	12
17	в себе	3	11
18	то есть	26	11
19	но не	2	10
20	то же	14	9
21	а в	6	9
22	в то	14	9
23	не есть	2	8
24	в той	10	8
25	но в	8	8
26	к тому	3	7
27	произведения как	3	7
28	это не	6	6
29	прежде всего	8	6
30	или иной	9	6
31	же время	12	6
32	в самом	5	6
33	в сущности	13	6
34	себя в	9	6
35	той или	9	6
36	далеко не	5	6
37	в своей	7	6
38	в основе	5	6
39	точки зрения	16	6
40	только в	6	6
41	такого рода	2	5
42	как бы	12	5
43	внутренней речи	3	5
44	в целом	2	5
45	в их	4	5
46	лишь в	4	5
47	и его	14	5
48	между тем	2	5
49	и на	14	5
50	о том	3	5
51	того что	3	4
52	могут быть	19	4
53	столь же	2	4
54	с другой	5	4
55	в широком	2	4
56	большей или	4	4
57	того же	6	4
58	для того	2	4
59	не с	2	4
60	все же	7	4
61	так и	11	4
62	именно в	3	4
63	уже не	2	4
64	ни было	2	4
65	с точки	8	4
66	с другими	5	4
67	или меньшей	4	4
68	в другом	2	4
69	с ним	7	4
70	смысла и	3	3
71	не могут	3	3
72	с его	4	3
73	и одновременно	2	3
74	хотя бы	3	3
75	и все	4	3
76	или иного	2	3
77	в нем	30	3
78	и к	5	3
79	и т	28	3
80	еще не	4	3
81	одной стороны	4	3
82	одним из	4	3
83	он не	3	3
84	о нем	4	3
85	в котором	2	3
86	даже в	2	3
87	дело не	2	3
88	таким образом	9	3
89	а с	2	3
90	с одной	4	3
91	того или	2	3
92	к нему	5	3
93	автора и	4	3
94	т п	23	3
95	более того	3	3
96	своего предмета	5	3
97	подхода к	5	3
98	а также	2	3
99	оно может	2	3
100	и то	2	2
101	одному из	2	2
102	на фоне	7	2
103	на все	2	2
104	никогда не	3	2
105	все эти	9	2
106	его и	3	2
107	между собой	2	2
108	первом случае	2	2
109	национального языка	5	2
110	не является	2	2
111	из этих	3	2
112	вовсе не	7	2
113	том и	2	2
114	а как	2	2
115	бы ни	3	2
116	можно сказать	2	2
117	то в	2	2
118	и потому	4	2
119	должно быть	2	2
120	автора или	2	2
121	не предполагает	2	2
122	и сам	3	2
123	отношение к	7	2
124	для него	3	2
125	в пределах	14	2
126	было бы	3	2
127	без другого	2	2
128	на его	8	2
129	за пределы	4	2
130	и о	2	2
131	в свое	3	2
132	одного из	2	2
133	за пределами	2	2
134	к предмету	4	2
135	широком смысле	2	2
136	один из	4	2
137	он может	2	2
138	из них	3	2
139	ли он	4	2
140	в процессе	4	2
141	данном случае	3	2
142	другой стороны	4	2
143	здесь не	2	2
144	как к	2	2
145	на этом	2	2
146	той же	2	2
147	на самом	2	2
148	и по	2	2
149	роль в	2	2
150	как мы	8	2
151	также и	3	2
152	в данном	3	2
153	романа в	3	2
154	жизни но	2	2
155	в первом	3	2
156	которые в	3	2
157	так как	3	2
158	потому что	2	2
159	в которой	4	2
160	в сознании	2	2
161	и с	4	2
