N	2gram	Berdyaev_V_1	FransuaR
1	и в	16	45
2	и не	20	15
3	не только	2	14
4	в этом	4	14
5	но в	3	14
6	в его	4	13
7	во всех	3	13
8	как бы	5	12
9	что в	3	12
10	прежде всего	2	10
11	в том	3	10
12	в нем	4	10
13	но и	5	10
14	как и	4	10
15	в ней	4	8
16	жизни и	3	8
17	с его	3	7
18	в конце	3	7
19	том что	2	7
20	не в	3	7
21	что и	3	7
22	все это	5	7
23	потому что	4	7
24	и все	4	7
25	что он	4	6
26	так и	4	6
27	того чтобы	2	6
28	так как	9	6
29	в них	3	6
30	с ним	2	5
31	но это	3	5
32	хотя и	5	5
33	все эти	3	5
34	в себя	2	5
35	и во	2	4
36	мы не	2	4
37	но не	2	4
38	а не	7	4
39	его не	2	4
40	а в	2	4
41	можно было	2	4
42	только в	2	4
43	и это	2	4
44	это не	2	3
45	мир и	2	3
46	ни в	3	3
47	для него	2	3
48	в своей	3	3
49	не было	3	3
50	того что	5	3
51	не имеет	3	3
52	и для	3	3
53	и вечно	2	2
54	не могут	2	2
55	с тем	2	2
56	и есть	4	2
57	говорить о	4	2
58	превращается в	3	2
59	хотя бы	3	2
60	что все	4	2
61	в духе	2	2
62	к тому	3	2
63	когда в	2	2
64	то что	9	2
65	они и	2	2
66	для них	2	2
67	свободной и	2	2
68	конечно не	2	2
69	мира сего	4	2
70	нет и	2	2
71	один из	2	2
72	и за	2	2
73	на том	2	2
74	в истории	8	2
75	свободы и	12	2
76	лишь в	3	2
77	и что	3	2
78	мы слышим	2	2
79	между тем	2	2
80	но мы	2	2
81	в чем	3	2
82	от этого	3	2
