N	2gram	Voloshinov_2	Myshleni
1	и речи	2	38
2	речи и	13	28
3	точки зрения	17	26
4	таким образом	14	26
5	в том	7	24
6	и в	19	23
7	том что	10	21
8	с точки	13	18
9	того чтобы	6	17
10	то что	4	17
11	в этом	15	17
12	так же	5	16
13	не только	13	16
14	того что	4	15
15	для того	6	15
16	что в	2	14
17	может быть	28	14
18	но и	10	14
19	как и	9	14
20	в его	5	14
21	речи в	10	14
22	с помощью	6	13
23	не может	18	12
24	как бы	19	11
25	сказать что	4	11
26	с другой	3	10
27	прежде всего	7	10
28	в отношении	4	10
29	в качестве	3	9
30	одной стороны	3	9
31	не является	8	9
32	и не	19	9
33	между тем	6	9
34	и с	2	9
35	вместе с	2	9
36	внутренней речи	7	9
37	самого начала	5	8
38	с самого	5	8
39	с одной	3	8
40	и на	5	8
41	в основе	9	8
42	в процессе	18	8
43	то же	16	8
44	нашей работы	3	8
45	вопрос о	2	7
46	в этой	3	7
47	в самом	6	7
48	по отношению	8	7
49	в то	8	7
50	так как	3	7
51	что он	4	7
52	отношению к	8	7
53	мы не	2	7
54	и ее	4	7
55	в другом	3	7
56	все время	2	6
57	независимо от	2	6
58	столь же	3	6
59	и тем	4	6
60	именно в	2	6
61	лишь в	14	6
62	с этим	3	6
63	о том	3	6
64	в сущности	14	6
65	мысли и	3	6
66	и его	16	6
67	мы можем	6	6
68	тем что	2	6
69	в себе	4	6
70	только в	8	6
71	тому что	4	5
72	в какой	3	5
73	перед нами	3	5
74	в собственном	2	5
75	и как	6	5
76	на то	4	5
77	по себе	3	5
78	и все	6	5
79	бы в	4	5
80	если бы	11	5
81	но в	7	5
82	и более	7	5
83	он не	3	5
84	слова и	6	5
85	собственном смысле	2	5
86	так и	10	5
87	как мы	15	5
88	тем более	5	5
89	и т.д	4	5
90	но не	2	4
91	и речь	2	4
92	в свою	6	4
93	только что	3	4
94	не в	10	4
95	высшей степени	3	4
96	при этом	9	4
97	и мышление	2	4
98	в котором	3	4
99	по мере	4	4
100	все эти	3	4
101	в высшей	3	4
102	с его	8	4
103	к этому	5	4
104	речи мы	6	4
105	было бы	4	4
106	к тому	6	4
107	для себя	4	4
108	должен быть	2	4
109	в своей	3	4
110	сих пор	3	4
111	приводит к	2	4
112	как раз	4	4
113	а с	2	4
114	хотя бы	6	4
115	ни в	6	4
116	как на	2	4
117	этого слова	5	4
118	до сих	3	4
119	уже в	2	3
120	что это	2	3
121	все более	2	3
122	в своем	2	3
123	и от	3	3
124	на все	2	3
125	свою очередь	5	3
126	что они	2	3
127	смысле слова	5	3
128	общения и	2	3
129	и следовательно	6	3
130	значение в	4	3
131	в их	5	3
132	отношения к	2	3
133	всегда и	2	3
134	вовсе не	11	3
135	в одной	2	3
136	же самое	6	3
137	всяком случае	2	3
138	значения слова	5	3
139	сознания и	3	3
140	смысле этого	4	3
141	что оно	3	3
142	учение о	3	3
143	во всех	6	3
144	все же	5	3
145	самом деле	9	3
146	а не	9	3
147	ко всем	2	3
148	и то	3	3
149	во всяком	3	3
150	могут быть	3	3
151	в каком	3	3
152	связи с	13	3
153	и это	3	3
154	ответ на	2	3
155	ничего не	4	3
156	связана с	2	2
157	все основные	2	2
158	мышления о	2	2
159	никогда не	7	2
160	в нашем	2	2
161	является как	2	2
162	точку зрения	2	2
163	в смысле	6	2
164	является для	2	2
165	как если	4	2
166	в зависимости	2	2
167	почти исключительно	2	2
168	же время	8	2
169	для него	9	2
170	о чем	2	2
171	к проблеме	2	2
172	его значение	2	2
173	не имеет	3	2
174	не с	2	2
175	мы видели	4	2
176	не к	3	2
177	жизни и	2	2
178	значения и	3	2
179	и до	3	2
180	значительной степени	2	2
181	той же	3	2
182	в слове	4	2
183	и даже	2	2
184	речь и	4	2
185	должно быть	3	2
186	а в	3	2
187	и переживания	2	2
188	к его	2	2
189	в этих	3	2
190	от этого	2	2
191	более и	2	2
192	поэтому в	2	2
193	лежит в	2	2
194	к пониманию	4	2
195	в ее	3	2
196	в значительной	2	2
197	зависимости от	2	2
198	одно и	3	2
199	связано с	3	2
200	бы он	3	2
201	за пределы	3	2
202	речью и	2	2
203	и потому	2	2
204	мы только	3	2
205	слова как	2	2
206	нами в	3	2
207	в двух	3	2
208	если мы	6	2
209	и пр	25	2
210	в речи	2	2
211	между ними	2	2
212	целое и	2	2
213	речь в	4	2
214	с другими	3	2
215	в данном	5	2
216	в виде	2	2
217	является конечно	2	2
218	из важнейших	2	2
219	там где	2	2
