N	3gram	Vygotskiy__2	Marksizm
1	с точки зрения	18	13
2	не может быть	6	10
3	по отношению к	5	8
4	в связи с	6	7
5	в том что	21	6
6	для того чтобы	10	6
7	в самом деле	4	5
8	то же самое	2	5
9	смысле этого слова	3	4
10	на самом деле	2	4
11	с одной стороны	7	3
12	как мы уже	3	3
13	о том что	4	3
14	в отличие от	3	3
15	в высшей степени	7	3
16	лежит в основе	3	2
17	собственном смысле слова	3	2
18	более или менее	2	2
19	прав в том	2	2
20	на то что	6	2
21	в собственном смысле	3	2
22	в зависимости от	6	2
23	во всяком случае	6	2
24	одной стороны и	2	2
