N	2gram	Voloshinov_1	Myshleni
1	в том	6	28
2	и в	12	28
3	то что	5	28
4	в этом	4	27
5	того что	3	24
6	не может	16	19
7	том что	5	19
8	таким образом	12	18
9	только в	6	18
10	что в	2	17
11	не только	4	16
12	так же	3	15
13	может быть	14	13
14	с помощью	6	13
15	сказать что	7	13
16	точки зрения	14	13
17	и не	10	11
18	как бы	13	11
19	что мы	5	11
20	в отношении	2	10
21	но и	3	10
22	от того	4	10
23	по отношению	11	10
24	так как	9	10
25	но не	2	10
26	отношению к	11	10
27	с точки	2	10
28	между собой	2	9
29	в процессе	6	9
30	мы можем	2	9
31	никогда не	5	8
32	в самом	4	8
33	еще не	3	8
34	если бы	9	7
35	в нем	6	7
36	в своем	2	7
37	отношение к	4	7
38	он не	2	7
39	вместе с	2	7
40	то же	5	7
41	между ними	2	7
42	там где	2	7
43	и к	4	6
44	и что	2	6
45	для него	3	6
46	в то	2	6
47	же самое	2	6
48	тогда когда	2	6
49	его в	4	6
50	как и	5	6
51	можно сказать	5	6
52	к предмету	5	6
53	так и	4	6
54	мы не	3	6
55	в чем	2	6
56	это не	2	5
57	в пределах	3	5
58	и на	4	5
59	и все	2	5
60	но в	5	5
61	в зависимости	2	5
62	зависимости от	4	5
63	могут быть	2	5
64	в нашем	11	4
65	не в	4	4
66	но что	2	4
67	совпадает с	2	4
68	и следовательно	5	4
69	мы имеем	2	4
70	он должен	3	4
71	ясно что	3	4
72	относится к	2	4
73	оно не	2	4
74	что и	2	4
75	ко всем	2	4
76	и то	2	4
77	в себе	3	4
78	зависит от	2	3
79	независимо от	2	3
80	все время	6	3
81	как это	2	3
82	до конца	2	3
83	при этом	6	3
84	но мы	2	3
85	как на	2	3
86	те же	2	3
87	и по	3	3
88	действия и	2	3
89	нуждается в	3	3
90	и здесь	2	3
91	на примере	2	3
92	с его	2	3
93	в них	3	3
94	по себе	3	3
95	до сих	3	3
96	в его	2	3
97	сих пор	3	3
98	как в	5	3
99	в себя	2	3
100	до известной	2	3
101	а не	5	3
102	и его	13	3
103	отношении к	3	3
104	как только	2	2
105	не менее	3	2
106	и другие	2	2
107	числа в	2	2
108	в этих	2	2
109	точку зрения	2	2
110	с другой	4	2
111	с этой	2	2
112	была бы	2	2
113	прежде всего	8	2
114	для нас	7	2
115	но это	2	2
116	и более	3	2
117	самом деле	3	2
118	имеет место	2	2
119	известной степени	2	2
120	и является	4	2
121	в котором	3	2
122	и др	5	2
123	все это	3	2
124	другой стороны	2	2
125	все эти	3	2
126	и наконец	3	2
127	к его	2	2
128	нашем примере	7	2
129	с ним	3	2
130	в такой	3	2
131	более того	2	2
132	она не	2	2
133	в своей	3	2
134	из этого	3	2
135	разрыв между	2	2
136	все же	4	2
137	когда он	3	2
138	только на	3	2
139	дело с	2	2
140	речи в	2	2
141	бы оно	2	2
142	с другими	2	2
143	в данном	2	2
144	и вообще	3	2
