N	2gram	Tiupa_Lite_1	Psycholo
1	то что	10	37
2	и в	8	30
3	в том	16	27
4	что в	3	24
5	потому что	3	23
6	том что	14	21
7	таким образом	3	20
8	как бы	7	19
9	что он	5	17
10	не только	24	16
11	в самом	3	14
12	в этом	12	14
13	как раз	4	13
14	то есть	6	13
15	одной стороны	2	12
16	в сущности	2	12
17	с одной	2	12
18	может быть	13	11
19	о том	2	10
20	никогда не	4	9
21	с другой	3	9
22	для этого	4	9
23	не может	5	9
24	и то	2	9
25	к тому	2	8
26	не в	8	8
27	а не	16	8
28	при этом	19	8
29	того что	6	8
30	самом деле	2	8
31	могут быть	2	8
32	в нем	2	7
33	но не	4	7
34	все же	4	7
35	то же	5	7
36	точки зрения	6	7
37	как это	8	7
38	в основе	3	7
39	уже в	5	6
40	в своем	11	6
41	произведение искусства	8	6
42	как и	6	6
43	в искусстве	2	6
44	и тем	4	6
45	но и	17	6
46	и не	12	6
47	жизни и	3	6
48	и его	4	6
49	тем что	2	6
50	как будто	2	6
51	на этом	2	6
52	и есть	3	5
53	по этому	2	5
54	в целом	8	5
55	несмотря на	3	5
56	в этой	4	5
57	еще не	4	5
58	было бы	2	5
59	искусства и	5	5
60	один из	3	5
61	художественное произведение	2	5
62	сводится к	3	5
63	в своих	4	5
64	в себе	7	5
65	но в	3	5
66	только в	8	5
67	казалось бы	5	4
68	в частности	15	4
69	прежде всего	11	4
70	то это	2	4
71	в своей	4	4
72	в его	7	4
73	искусства как	2	4
74	не есть	2	4
75	исходит из	3	4
76	только на	2	4
77	а в	3	4
78	в конце	4	4
79	в виду	3	4
80	у него	3	3
81	хотя бы	2	3
82	это не	4	3
83	не как	4	3
84	из этих	2	3
85	состоит в	11	3
86	и татьяны	2	3
87	одна из	3	3
88	для него	2	3
89	данном случае	4	3
90	так и	4	3
91	со стороны	4	3
92	как в	5	3
93	в их	3	3
94	и только	2	3
95	этом отношении	2	3
96	по поводу	2	3
97	из того	2	3
98	тем же	3	3
99	той же	3	3
100	можно было	2	3
101	в силу	4	3
102	в данном	5	3
103	в другом	2	3
104	эстетический объект	3	3
105	с этой	5	2
106	как все	2	2
107	с его	5	2
108	в душе	3	2
109	связи с	6	2
110	не является	2	2
111	отношения между	2	2
112	своего героя	2	2
113	а как	2	2
114	их не	2	2
115	или иной	2	2
116	же в	5	2
117	ли не	3	2
118	и того	2	2
119	что ему	3	2
120	того же	2	2
121	должна быть	2	2
122	в нашей	2	2
123	по преимуществу	4	2
124	следующим образом	2	2
125	на том	2	2
126	в качестве	17	2
127	еще в	4	2
128	должен быть	2	2
129	из них	4	2
130	по отношению	3	2
131	в отличие	5	2
132	в себя	2	2
133	для читателя	2	2
134	приводит к	3	2
135	с точки	2	2
136	и даже	3	2
137	бы на	2	2
138	отличие от	5	2
139	в сферу	2	2
140	исходя из	3	2
141	в то	5	2
142	ту же	2	2
143	полагал что	2	2
144	произведения искусства	3	2
145	как он	2	2
146	все эти	2	2
147	дело в	3	2
