N	2gram	Bakhtin_Pr_1	Problema
1	и в	23	44
2	вовсе не	8	37
3	и не	34	35
4	то есть	24	34
5	может быть	21	28
6	потому что	12	25
7	по себе	7	25
8	то что	18	23
9	в том	11	21
10	только в	8	19
11	а не	20	18
12	в этом	25	17
13	для нас	3	16
14	сказать что	5	16
15	и даже	3	14
16	не только	13	14
17	не в	6	13
18	то же	10	13
19	но в	4	12
20	том что	9	12
21	но и	11	10
22	как и	8	10
23	так и	10	10
24	это не	10	9
25	и тем	2	9
26	в нем	20	9
27	и с	4	9
28	как бы	28	9
29	так как	7	9
30	что он	10	9
31	в то	10	9
32	никак не	2	9
33	в его	24	9
34	что и	5	9
35	в данном	2	9
36	во всяком	4	9
37	и это	5	9
38	таким образом	11	9
39	перед нами	4	8
40	что в	8	8
41	ни в	3	8
42	того что	2	8
43	но это	5	8
44	было бы	6	8
45	он не	4	8
46	как раз	4	8
47	как мы	5	8
48	в себе	5	8
49	с другой	2	7
50	данном случае	2	7
51	не может	11	7
52	уже не	8	7
53	все эти	8	7
54	мы должны	2	7
55	с ним	6	7
56	это и	9	7
57	и потому	3	7
58	на самом	4	7
59	мы не	2	7
60	никогда не	5	6
61	то ни	3	6
62	можно сказать	2	6
63	всяком случае	3	6
64	в целом	4	6
65	жизни и	6	6
66	имеет значение	2	6
67	сами по	3	6
68	и к	4	6
69	о том	2	6
70	все же	5	6
71	не было	3	5
72	или даже	2	5
73	в конце	5	5
74	крайней мере	2	5
75	да и	2	5
76	и сам	2	5
77	и есть	5	5
78	другой стороны	2	5
79	все это	7	5
80	то и	2	5
81	в своем	8	5
82	и вполне	2	5
83	а в	7	5
84	точки зрения	21	5
85	и здесь	3	5
86	по крайней	2	5
87	есть не	2	5
88	еще не	5	5
89	за пределы	6	5
90	и о	3	5
91	в своей	11	5
92	как в	6	5
93	так же	6	5
94	и его	13	5
95	этого слова	2	5
96	он сам	3	4
97	тому что	2	4
98	при этом	3	4
99	и притом	2	4
100	отличается от	2	4
101	заключается в	2	4
102	в искусстве	2	4
103	но как	3	4
104	могли бы	3	4
105	раз и	3	4
106	бы то	3	4
107	то время	2	4
108	мы уже	2	4
109	только при	2	4
110	только с	2	4
111	на этот	2	4
112	можно было	3	4
113	тем что	3	4
114	уже в	5	3
115	и другие	2	3
116	точно так	2	3
117	именно потому	2	3
118	прежде всего	7	3
119	есть то	3	3
120	ни было	4	3
121	и как	8	3
122	но все	4	3
123	в этой	4	3
124	для него	15	3
125	кроме того	3	3
126	жизни а	2	3
127	в самом	8	3
128	человека но	2	3
129	на себе	2	3
130	бы к	2	3
131	отношения к	2	3
132	но эта	4	3
133	что для	2	3
134	в которых	2	3
135	ни на	2	3
136	его в	4	3
137	конце концов	4	3
138	или как	5	3
139	если бы	10	3
140	само по	2	3
141	для его	3	3
142	в настоящем	3	3
143	в условиях	2	3
144	же в	2	3
145	говорить о	2	3
146	но не	8	3
147	в художественном	2	3
148	она не	5	3
149	не значит	2	3
150	его как	5	3
151	во всей	2	3
152	и все	3	3
153	все равно	2	3
154	в той	6	3
155	самом деле	5	3
156	хотя бы	2	3
157	отличие от	2	3
158	с другими	7	3
159	этот вопрос	2	3
160	как будто	3	3
161	если же	2	3
162	есть в	3	3
163	ничего не	6	3
164	именно в	6	2
165	в этих	2	2
166	в отношении	2	2
167	не столько	3	2
168	что все	3	2
169	своих героев	3	2
170	образ а	2	2
171	всех этих	3	2
172	до сих	2	2
173	является не	3	2
174	никак нельзя	2	2
175	со своим	3	2
176	в котором	2	2
177	однако в	2	2
178	с ее	2	2
179	из них	2	2
180	для самого	2	2
181	от того	2	2
182	в их	3	2
183	и по	2	2
184	друг друга	3	2
185	как на	2	2
186	в результате	4	2
187	в основе	5	2
188	он и	5	2
189	зрения на	8	2
190	только то	3	2
191	бы в	3	2
192	поэтому и	2	2
193	в самой	7	2
194	с которой	4	2
195	а как	6	2
196	нисколько не	2	2
197	это в	2	2
198	были бы	4	2
199	всей его	2	2
200	на котором	2	2
201	то он	3	2
202	и во	2	2
203	он есть	3	2
204	по существу	4	2
205	с их	5	2
206	но именно	4	2
207	во всех	5	2
208	типа и	3	2
209	для себя	2	2
210	себя в	3	2
211	в процессе	4	2
212	вместе с	2	2
213	сих пор	2	2
214	человеческой жизни	2	2
215	в отличие	2	2
216	образ в	2	2
217	героя в	4	2
218	из которых	2	2
219	и у	4	2
220	и для	3	2
221	с точки	15	2
222	он в	2	2
223	слова а	2	2
224	в которой	4	2
