N	2gram	Vinokur_St_3	Problemy
1	и в	25	43
2	и не	10	29
3	т е	8	26
4	может быть	19	23
5	как бы	6	22
6	не может	7	18
7	но и	9	14
8	как и	4	14
9	и т	8	13
10	точки зрения	7	13
11	в этом	24	13
12	что он	19	13
13	в каждом	4	11
14	не в	6	11
15	не только	12	11
16	прежде всего	10	10
17	и на	6	10
18	но в	5	10
19	в его	12	10
20	как мы	2	10
21	никогда не	2	9
22	еще не	2	9
23	в сущности	2	9
24	он не	5	9
25	т п	6	9
26	для него	3	8
27	лишь в	4	8
28	то же	5	8
29	с точки	4	8
30	и его	3	8
31	или в	2	8
32	слово в	2	8
33	до сих	2	7
34	в самом	2	7
35	в то	7	7
36	то что	12	7
37	сих пор	2	7
38	а не	5	7
39	в другом	3	7
40	в этих	11	6
41	в том	20	6
42	в котором	5	6
43	и наконец	3	6
44	у него	9	6
45	не как	2	6
46	что я	3	6
47	так сказать	2	6
48	на то	5	5
49	так что	11	5
50	же время	3	5
51	к нему	4	5
52	все это	8	5
53	таким образом	10	5
54	все эти	3	5
55	а в	6	5
56	и с	4	5
57	это слово	3	5
58	вовсе не	2	5
59	о том	8	5
60	но не	2	5
61	было бы	7	5
62	и что	3	5
63	самом деле	2	5
64	в речи	4	5
65	что в	19	4
66	с другой	5	4
67	к тому	2	4
68	до конца	3	4
69	но это	4	4
70	между собою	2	4
71	в словах	3	4
72	т д	2	4
73	в результате	2	4
74	но он	3	4
75	во время	3	4
76	так как	3	4
77	так чтобы	2	4
78	то есть	2	4
79	а как	4	4
80	с его	3	4
81	в них	5	4
82	в своей	4	4
83	во всех	2	4
84	не на	2	4
85	мы не	2	4
86	как раз	3	4
87	только в	6	4
88	и это	5	4
89	не менее	2	3
90	что если	2	3
91	себя и	2	3
92	в отношении	2	3
93	это не	7	3
94	в одной	2	3
95	или иной	2	3
96	он был	3	3
97	такой же	2	3
98	есть в	2	3
99	в последнем	2	3
100	кроме того	3	3
101	в виду	2	3
102	здесь нет	2	3
103	в их	3	3
104	и только	2	3
105	он и	2	3
106	и здесь	3	3
107	ни на	2	3
108	между тем	6	3
109	в жизни	4	3
110	если бы	4	3
111	и к	4	3
112	того же	2	3
113	в произведениях	2	3
114	этих трех	2	3
115	все же	4	3
116	так и	5	3
117	уже не	3	3
118	другой стороны	5	3
119	и для	4	3
120	не была	2	3
121	той же	2	3
122	ничего не	4	3
123	в рассказе	3	3
124	слова как	2	3
125	тем что	19	3
126	в виде	3	3
127	могут быть	2	3
128	и ее	2	3
129	в эту	4	3
130	уже в	3	2
131	не был	2	2
132	что у	2	2
133	из этих	6	2
134	в конце	6	2
135	была бы	4	2
136	его к	2	2
137	от них	2	2
138	тем не	2	2
139	ни в	5	2
140	без всякого	2	2
141	но все	2	2
142	из его	7	2
143	времени и	2	2
144	что это	16	2
145	например в	4	2
146	что такое	7	2
147	на себе	2	2
148	время как	4	2
149	и др	4	2
150	в целом	4	2
151	отношение к	4	2
152	является как	2	2
153	в форме	2	2
154	отличается от	4	2
155	то и	2	2
156	для этого	2	2
157	того что	5	2
158	в своих	8	2
159	в которых	2	2
160	а то	2	2
161	сказать что	4	2
162	известно что	2	2
163	во всяком	4	2
164	я и	3	2
165	произведения как	2	2
166	это место	2	2
167	он говорил	5	2
168	с этим	7	2
169	в такой	2	2
170	этом смысле	4	2
171	нельзя сказать	3	2
172	об этом	5	2
173	у нас	4	2
174	одна из	2	2
175	то время	4	2
176	он говорит	4	2
177	которую он	2	2
178	конце концов	3	2
179	этого слова	2	2
180	на почве	5	2
181	и пр	13	2
182	ее в	2	2
183	как в	6	2
184	им в	2	2
185	а с	2	2
186	том что	15	2
187	что не	2	2
188	и всегда	2	2
189	что этот	3	2
190	в поэзии	2	2
191	в творчестве	3	2
192	в каждой	2	2
