N	2gram	Losev_Vlad_3	Komedia
1	и в	40	22
2	том что	18	12
3	в том	18	11
4	но и	18	11
5	не только	25	10
6	из них	2	10
7	в то	7	10
8	как и	7	9
9	может быть	8	9
10	в одном	5	8
11	таким образом	11	8
12	и не	25	8
13	и его	10	8
14	о том	11	8
15	едва ли	11	7
16	в этой	8	7
17	что в	17	6
18	в отношении	5	6
19	в конце	12	6
20	что он	5	6
21	к тому	7	6
22	ни в	10	6
23	тому же	5	6
24	такого рода	4	6
25	и по	2	6
26	то же	4	6
27	не в	3	6
28	а в	7	6
29	в которой	2	6
30	уже в	3	5
31	с другой	5	5
32	прежде всего	10	5
33	о которых	2	5
34	при этом	3	5
35	в его	14	5
36	еще в	5	5
37	в истории	5	5
38	так и	6	5
39	другой стороны	2	5
40	то время	4	5
41	и даже	6	5
42	потому что	11	5
43	именно в	3	4
44	в их	2	4
45	к этому	2	4
46	несмотря на	7	4
47	как мы	8	4
48	в в	2	4
49	же в	3	4
50	в другом	2	4
51	в качестве	3	4
52	же время	2	4
53	а также	8	4
54	в котором	4	4
55	в нем	3	4
56	что и	7	4
57	на него	2	4
58	тем что	5	4
59	время как	2	4
60	в результате	4	4
61	точки зрения	13	4
62	конце концов	5	4
63	так как	7	4
64	но в	4	4
65	же как	3	3
66	не менее	9	3
67	i с	3	3
68	не удалось	3	3
69	вопрос о	4	3
70	на то	4	3
71	у нас	5	3
72	и как	7	3
73	здесь в	4	3
74	одной стороны	3	3
75	одной из	2	3
76	в начале	2	3
77	и у	3	3
78	и о	4	3
79	у него	24	3
80	да и	6	3
81	хотя и	7	3
82	он не	8	3
83	даже в	4	3
84	все же	4	3
85	в целом	2	3
86	так же	8	3
87	этом отношении	2	3
88	с одной	3	3
89	в течение	4	3
90	в году	10	3
91	там же	7	3
92	не мог	6	3
93	мы не	2	3
94	как раз	10	3
95	его творчества	2	3
96	и на	6	3
97	в этом	16	3
98	и с	9	3
99	в виде	13	3
100	и еще	2	3
101	только в	13	3
102	и все	4	3
103	его в	2	3
104	в чем	3	3
105	как это	4	3
106	ничего не	5	3
107	и здесь	6	2
108	еще и	18	2
109	независимо от	3	2
110	за пределы	3	2
111	были в	2	2
112	то ни	3	2
113	здесь и	2	2
114	вовсе не	13	2
115	тем не	10	2
116	мы знаем	3	2
117	и можно	4	2
118	он был	2	2
119	мы видели	3	2
120	такой же	4	2
121	но не	4	2
122	совсем не	5	2
123	а то	2	2
124	того же	2	2
125	до конца	4	2
126	еще не	4	2
127	было бы	4	2
128	мог бы	4	2
129	в самом	4	2
130	между прочим	5	2
131	всяком случае	3	2
132	для себя	5	2
133	всех вещей	2	2
134	и тем	3	2
135	то что	28	2
136	бы то	3	2
137	не к	2	2
138	наряду с	2	2
139	вместе с	7	2
140	ее в	3	2
141	со стороны	2	2
142	или менее	5	2
143	находится в	3	2
144	даже не	3	2
145	который в	2	2
146	только что	2	2
147	при всем	2	2
148	в настоящем	2	2
149	то и	2	2
150	в сущности	2	2
151	не может	14	2
152	которых мы	2	2
153	и притом	3	2
154	к нему	3	2
155	в силу	2	2
156	путь к	2	2
157	коль скоро	2	2
158	но это	6	2
159	во всяком	3	2
160	только при	4	2
161	что касается	2	2
162	на себя	2	2
163	в своих	7	2
164	это время	2	2
165	в себе	9	2
166	по своей	2	2
167	если они	2	2
168	же самое	3	2
169	об отношении	2	2
170	отличие от	3	2
171	был человеком	2	2
