N	2gram	Vygotskiy__5	Literetu
1	не только	16	24
2	при этом	4	19
3	в качестве	4	17
4	но и	6	17
5	а не	10	16
6	в том	18	16
7	в частности	3	15
8	том что	15	14
9	может быть	9	13
10	и не	12	12
11	сознания в	3	12
12	в этом	25	12
13	состоит в	6	11
14	прежде всего	3	11
15	в своем	5	11
16	то что	26	10
17	не в	6	8
18	в целом	4	8
19	и в	16	8
20	только в	10	8
21	как это	8	8
22	не менее	3	7
23	я не	2	7
24	в его	11	7
25	как бы	5	7
26	в жизни	2	6
27	как и	8	6
28	связи с	3	6
29	того что	16	6
30	точки зрения	18	6
31	казалось бы	4	5
32	с этой	4	5
33	что он	25	5
34	же в	2	5
35	как в	5	5
36	не может	18	5
37	то же	8	5
38	в отличие	2	5
39	тем самым	8	5
40	одним из	2	5
41	в то	5	5
42	отличие от	2	5
43	столь же	2	4
44	это не	4	4
45	в случае	2	4
46	в силу	10	4
47	представляет собой	7	4
48	но не	10	4
49	еще не	4	4
50	еще в	3	4
51	и тем	3	4
52	все же	3	4
53	из них	2	4
54	в своей	2	4
55	так и	7	4
56	никогда не	5	4
57	и его	3	4
58	в своих	2	4
59	в этой	6	4
60	в основе	8	3
61	что в	16	3
62	и есть	7	3
63	с другой	4	3
64	с их	4	3
65	в пределах	4	3
66	в самом	4	3
67	как совокупность	2	3
68	у него	6	3
69	в сфере	5	3
70	исходит из	2	3
71	жизни и	2	3
72	в их	3	3
73	приводит к	7	3
74	по отношению	12	3
75	а в	3	3
76	таким образом	19	3
77	еще и	3	3
78	этой точки	4	3
79	и даже	2	3
80	той же	4	3
81	потому что	21	3
82	во всяком	2	3
83	но в	6	3
84	по своей	3	3
85	его в	2	3
86	в области	12	3
87	в виду	2	3
88	на этом	3	2
89	должна быть	5	2
90	которая в	2	2
91	подобно тому	4	2
92	но при	2	2
93	в себя	3	2
94	а потому	3	2
95	к тому	6	2
96	а только	4	2
97	тому же	2	2
98	и того	3	2
99	в другом	6	2
100	что я	2	2
101	того же	7	2
102	отношения между	3	2
103	для него	5	2
104	одной стороны	3	2
105	было бы	10	2
106	по поводу	2	2
107	общего с	2	2
108	за пределы	4	2
109	и является	3	2
110	не является	5	2
111	в нем	7	2
112	то это	2	2
113	не есть	4	2
114	отношению к	12	2
115	в сущности	13	2
116	только на	2	2
117	то и	2	2
118	не на	3	2
119	мышления и	4	2
120	этом отношении	5	2
121	с одной	3	2
122	все эти	4	2
123	из того	11	2
124	самом деле	3	2
125	хотя бы	5	2
126	с точки	9	2
127	что для	2	2
128	можно было	5	2
129	тому как	4	2
130	и то	4	2
131	оказывается не	2	2
132	между тем	3	2
133	тем более	4	2
134	тем что	5	2
135	могут быть	4	2
136	как будто	2	2
137	ту же	2	2
138	о том	8	2
139	как он	6	2
