N	2gram	Voloshinov_1	KulturaY
1	в том	6	30
2	и в	12	24
3	том что	5	21
4	что в	2	17
5	и пр	3	15
6	в этом	4	14
7	точки зрения	14	14
8	может быть	14	13
9	все же	4	12
10	таким образом	12	12
11	в его	2	12
12	и не	10	12
13	не в	4	11
14	только в	6	11
15	в самом	4	10
16	не только	4	10
17	хотя бы	5	10
18	если бы	9	9
19	то что	5	9
20	прежде всего	8	9
21	отношению к	11	9
22	самом деле	3	9
23	того что	3	9
24	с точки	2	9
25	о том	3	9
26	так как	9	9
27	по отношению	11	8
28	то же	5	8
29	уже не	4	8
30	а не	5	8
31	не менее	3	7
32	в них	3	7
33	с другой	4	7
34	как бы	13	7
35	вместе с	2	7
36	не может	16	7
37	с помощью	6	7
38	это не	2	7
39	так и	4	7
40	в какой	2	6
41	тогда когда	2	6
42	зависимости от	4	6
43	при этом	6	6
44	в ней	6	6
45	но и	3	6
46	все это	3	6
47	другой стороны	2	6
48	все эти	3	6
49	мы имеем	2	6
50	в зависимости	2	5
51	но не	2	5
52	еще не	3	5
53	что не	4	5
54	и что	2	5
55	слово это	2	5
56	в виду	5	5
57	и его	13	5
58	между тем	3	5
59	с ним	3	5
60	и с	3	5
61	с его	2	4
62	в этих	2	4
63	и потому	2	4
64	в нем	6	4
65	в пределах	3	4
66	речи в	2	4
67	что и	2	4
68	не есть	2	4
69	тем не	3	4
70	сих пор	3	4
71	до сих	3	4
72	как в	5	4
73	так же	3	4
74	и на	4	4
75	в данном	2	4
76	и является	4	4
77	слова и	6	4
78	там где	2	4
79	уже в	2	3
80	как на	2	3
81	ясно что	3	3
82	была бы	2	3
83	его к	2	3
84	можно сказать	5	3
85	что слово	2	3
86	со словом	2	3
87	в котором	3	3
88	оно не	2	3
89	когда он	3	3
90	в своем	2	3
91	в особенности	2	3
92	социального общения	4	3
93	должна быть	5	3
94	и здесь	2	3
95	и то	2	3
96	нуждается в	3	3
97	в себе	3	3
98	здесь не	3	3
99	как это	2	3
100	и более	3	2
101	никогда не	5	2
102	с этой	2	2
103	и все	2	2
104	на самом	4	2
105	так называемой	3	2
106	по себе	3	2
107	вместе со	2	2
108	слова но	2	2
109	в то	2	2
110	для нас	7	2
111	как и	5	2
112	но все	2	2
113	социальной жизни	2	2
114	общения и	2	2
115	конечно не	3	2
116	в своей	3	2
117	относится к	2	2
118	и значение	2	2
119	ни в	3	2
120	смысл и	2	2
121	он не	2	2
122	и для	3	2
123	между ними	2	2
124	действия и	2	2
125	в каком	3	2
126	этой точки	3	2
127	на примере	2	2
128	до конца	2	2
129	ничего не	2	2
130	но в	5	2
