N	2gram	Nazirov_Tv_2	Myslijsy
1	потому что	7	52
2	то есть	5	42
3	и в	20	39
4	может быть	8	27
5	в том	8	26
6	только в	2	25
7	что в	7	22
8	не может	7	22
9	а не	6	21
10	так как	3	21
11	не только	13	21
12	в нем	3	20
13	но и	8	20
14	и не	9	18
15	том что	4	16
16	так что	2	16
17	не в	4	15
18	в этом	8	15
19	если бы	4	14
20	отношению к	3	13
21	так и	6	13
22	по отношению	3	13
23	в себе	3	13
24	таким образом	10	13
25	в душе	4	11
26	мы не	4	10
27	что не	3	10
28	то что	3	10
29	как в	4	10
30	и что	2	10
31	могут быть	2	9
32	как и	6	9
33	там же	9	9
34	тем что	3	9
35	но в	4	9
36	в одном	2	8
37	но не	5	8
38	вместе с	3	8
39	с другой	2	7
40	в истории	2	7
41	это не	7	7
42	же с	9	7
43	не менее	2	6
44	еще не	5	6
45	что на	2	6
46	как бы	11	6
47	все же	5	6
48	и т	13	6
49	бы не	2	6
50	то же	7	6
51	при этом	8	6
52	и по	2	6
53	зависит от	2	5
54	вовсе не	2	5
55	но это	5	5
56	и потому	4	5
57	в его	10	5
58	другой стороны	2	5
59	так же	5	5
60	а в	4	5
61	друг друга	2	5
62	и его	9	5
63	в таком	3	5
64	между тем	3	5
65	никогда не	11	4
66	тем самым	4	4
67	в стороне	2	4
68	прежде всего	8	4
69	мы видим	4	4
70	же время	7	4
71	для него	3	4
72	в своих	3	4
73	т п	2	4
74	т д	11	4
75	не было	2	4
76	и других	2	4
77	и даже	5	4
78	в то	10	4
79	только для	2	3
80	с другим	2	3
81	и от	4	3
82	и это	3	3
83	показывает что	4	3
84	так например	3	3
85	в этой	5	3
86	в своей	6	3
87	в мире	5	3
88	в самом	3	3
89	на него	2	3
90	и без	2	3
91	по мнению	3	3
92	не так	2	3
93	или даже	2	3
94	с ним	3	3
95	во всяком	2	3
96	хотя и	4	3
97	он не	3	3
98	и вообще	2	3
99	к которому	2	3
100	и с	8	3
101	и есть	2	2
102	с этой	3	2
103	по крайней	2	2
104	связь с	2	2
105	но если	2	2
106	уже не	3	2
107	у нас	2	2
108	если не	4	2
109	и если	2	2
110	одним из	3	2
111	крайней мере	2	2
112	но уже	3	2
113	в целом	6	2
114	но эти	2	2
115	из этого	2	2
116	в их	3	2
117	и только	2	2
118	тогда как	3	2
119	этот вопрос	3	2
120	на этот	2	2
121	во многих	2	2
122	том же	2	2
123	заставляет нас	3	2
124	известно что	2	2
125	в начале	3	2
126	познания и	2	2
127	о том	5	2
128	при помощи	2	2
129	нет ничего	3	2
130	таком случае	2	2
131	эта мысль	2	2
132	так сказать	2	2
133	в которой	2	2
134	не могли	2	2
