N	2gram	Bakhtin_Fr_7	Problemy
1	и не	7	31
2	и в	41	29
3	в его	12	24
4	может быть	4	24
5	а не	2	22
6	в этом	15	22
7	как бы	7	19
8	в нем	7	19
9	точки зрения	5	19
10	для него	6	18
11	не только	5	15
12	то что	8	15
13	но и	9	14
14	и его	9	14
15	то же	13	14
16	рядом с	4	14
17	уже не	2	13
18	с точки	3	13
19	как и	14	12
20	точка зрения	2	12
21	не может	3	12
22	таким образом	19	12
23	в одном	3	10
24	в то	10	10
25	только в	6	10
26	с его	2	9
27	это не	6	9
28	в романе	7	9
29	же время	9	9
30	о нем	3	9
31	все эти	13	9
32	в своем	9	8
33	до конца	2	8
34	что он	3	8
35	что в	9	8
36	отношению к	2	8
37	в своей	3	8
38	по отношению	2	8
39	потому что	5	8
40	в том	11	8
41	прежде всего	11	7
42	вовсе не	7	7
43	том что	4	7
44	не в	9	7
45	так и	10	7
46	в форме	3	7
47	и как	2	7
48	а в	5	7
49	и на	4	7
50	в себе	11	7
51	мира и	4	7
52	но в	8	7
53	все это	10	6
54	в одной	2	6
55	в конце	8	6
56	его целом	2	6
57	выражение в	3	6
58	несмотря на	3	6
59	к нему	5	6
60	как в	5	6
61	в мире	3	6
62	так же	5	6
63	его в	3	6
64	и потому	3	6
65	так как	3	6
66	перед нами	2	5
67	и др	2	5
68	именно в	2	5
69	же что	2	5
70	было бы	4	5
71	но все	4	5
72	еще не	2	5
73	в сущности	4	5
74	у него	6	5
75	он не	4	5
76	той же	3	5
77	на самом	2	5
78	конце концов	4	5
79	во всяком	2	5
80	и это	5	5
81	с ним	2	5
82	ничего не	4	5
83	в плане	5	5
84	мира в	4	5
85	поэтому и	3	4
86	все то	3	4
87	в результате	2	4
88	из одного	4	4
89	в литературе	2	4
90	что и	5	4
91	его как	2	4
92	в построении	2	4
93	но это	3	4
94	и с	4	4
95	и самого	2	4
96	в процессе	2	4
97	в свете	3	4
98	не на	3	4
99	и для	5	4
100	не было	3	4
101	тем что	3	4
102	как мы	11	4
103	и наконец	4	4
104	должно быть	4	4
105	их в	2	4
106	в этой	13	4
107	человека в	2	4
108	так сказать	3	4
109	он знает	2	3
110	уже в	5	3
111	я не	3	3
112	в человеке	2	3
113	никогда не	2	3
114	в них	7	3
115	нового времени	3	3
116	есть то	2	3
117	таким же	3	3
118	ни в	6	3
119	по существу	8	3
120	одна из	4	3
121	все что	4	3
122	кроме того	3	3
123	но именно	3	3
124	оно не	2	3
125	он может	3	3
126	и до	6	3
127	в их	3	3
128	во времени	2	3
129	дантовском мире	2	3
130	этом отношении	2	3
131	например в	3	3
132	в себя	2	3
133	и у	5	3
134	и здесь	4	3
135	не знает	3	3
136	далеко не	2	3
137	бы в	2	3
138	все его	3	3
139	все время	2	2
140	находит свое	2	2
141	и во	2	2
142	и от	8	2
143	в дантовском	2	2
144	с начала	2	2
145	его к	3	2
146	и ее	2	2
147	и к	5	2
148	не есть	2	2
149	жизни и	3	2
150	же в	2	2
151	следовательно и	2	2
152	мы видим	6	2
153	при этом	3	2
154	благодаря этому	2	2
155	есть и	3	2
156	тот же	2	2
157	своего времени	2	2
158	отсюда и	2	2
159	которые были	2	2
160	и благодаря	3	2
161	оно ни	2	2
162	все те	2	2
163	и со	2	2
164	в большинстве	2	2
165	начала и	2	2
166	отношение к	2	2
167	в первой	2	2
168	входят в	2	2
169	мы уже	12	2
170	ни было	2	2
171	находится в	2	2
172	во всей	2	2
173	в отношении	3	2
174	в изображении	2	2
175	в той	3	2
176	весь этот	2	2
177	из которых	2	2
178	можно было	3	2
179	в данном	2	2
180	в которых	2	2
181	в ней	5	2
182	но он	4	2
183	и есть	3	2
184	во все	2	2
185	большинстве случаев	2	2
186	в которой	2	2
187	нет ни	2	2
188	с этим	2	2
